col0,col1,col2,col3,col4,col5,col6
1,Knife Set,A set of knives in all shapes and sizes.,1,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
2,Plate Rack,A storage solution for plates.,1,9/20/2020 0:01,9/20/2020 0:01,10/19/2020 0:01
3,Microwave,Cook food quick with this handy microwave.,1,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
4,Juicer,"When life gives you lemons, make lemonade.",1,9/20/2020 0:01,9/20/2020 0:01,9/28/2020 0:01
5,Meat Hooks,A butchers meat hook.,1,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
6,Cabinet Knobs,Make sure you can open your cabinets.,1,9/20/2020 0:01,9/20/2020 0:01,10/19/2020 0:01
7,Frying Pans,Cook up a storm with this non stick frying pan.,1,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
8,Power Drill,"A drill, but with an electric motor.",2,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
9,Jack Hammer,"Demolish old concrete and removing pavement, it does it all1",2,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
10,Table Saw,A saw ideal for table top use.,2,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
11,Sander,Get that smooth finish you've been craving.,2,9/20/2020 0:01,9/20/2020 0:01,10/27/2020 0:01
12,Circular Saw,"Its a saw, but circular.",2,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
13,Diamond Core,Cut some really big holes in some really tough materials with this solid drill bit.,2,9/20/2020 0:01,9/20/2020 0:01,10/27/2020 0:01
14,Paddle Mixer,Mix just about anything with this paddle mixer.,2,9/20/2020 0:01,9/20/2020 0:01,9/21/2020 10:01
15,Sofas,"Sofas galore, they're super soft and comfortable.",3,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
16,Coffee Tables,Keep your coffee safe and stick it on one of these tables.,3,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
17,Monoblocks,Lovely paving slabs which look great anywhere!,3,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
18,Footstool,"Pop your feet up, you've earned it.",3,9/20/2020 0:01,9/20/2020 0:01,10/12/2020 00:01
19,Armchair,"Its a chair, but for you arms.",3,9/20/2020 0:01,9/20/2020 0:01,9/28/2020 0:01
20,5 Chest Drawer,So many drawers.,3,9/20/2020 0:01,9/20/2020 0:01,10/27/2020 0:01
21,3 Chest Drawer,Not so many drawers.,3,9/20/2020 0:01,9/20/2020 0:01,10/27/2020 0:01
22,Copper Wiring (10m),A big ol' spindle of copper wiring.,4,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
23,Wire Strippers,"Strip wire easily, with wire strippers.",4,9/20/2020 0:01,9/20/2020 0:01,9/21/2020 10:01
24,Torch,Shine on.,4,9/20/2020 0:01,9/20/2020 0:01,9/28/2020 0:01
25,Cable Knife,"Cut cables, with a cable knife.",4,9/20/2020 0:01,9/20/2020 0:01,10/19/2020 0:01
26,Insulated Screwdrivers,Toasty screwdrivers.,4,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
27,Light Bulb,What a great idea.,4,9/20/2020 0:01,9/20/2020 0:01,10/21/2020 0:01
28,Batteries,They last a really really long time.,4,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
29,Hand Towel,Towels for your hands.,5,9/20/2020 0:01,9/20/2020 0:01,10/19/2020 0:01
30,Face Towel,Towels for you face.,5,9/20/2020 0:01,9/20/2020 0:01,10/24/2020 0:01
31,Toilet Seats,Seats for your toilet.,5,9/20/2020 0:01,9/20/2020 0:01,10/25/2020 0:01
32,Shower Head,Heads for your shower.,5,9/20/2020 0:01,9/20/2020 0:01,9/28/2020 0:01
33,Drain Plug,A high quality drain plug.,5,9/20/2020 0:01,9/20/2020 0:01,10/27/2020 0:01
34,Towel Rack,Hang your towels here.,5,9/20/2020 0:01,9/20/2020 0:01,10/28/2020 0:01
