col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
072316_mzFGF4_J5,50,1,TE,2805,274.3,220.91,2.631,1263.5,3540000.0,952.76,2670000.0,1071.6,3010000.0,1039.8,2920000.0,1126.8,3160000.0,
072316_mzFGF4_J5,50,2,PRE,8836,305.15,243.07,4.5951,1296.9,11500000.0,248.81,2200000.0,1017.3,8990000.0,1135.4,10000000.0,1903.2,16800000.0,
072316_mzFGF4_J5,50,3,TE,8197,222.93,269.19,5.6483,1207.1,9890000.0,610.32,5000000.0,708.72,5810000.0,1167.8,9570000.0,852.97,6990000.0,
072316_mzFGF4_J5,50,4,TE,4269,261.89,302.91,3.52,1298.3,5540000.0,735.71,3140000.0,881.22,3760000.0,1165.3,4970000.0,977.57,4170000.0,
072316_mzFGF4_J5,50,5,PRE,14347,350.69,218.52,8.4375,1165.5,16700000.0,385.53,5530000.0,758.46,10900000.0,1189.6,17100000.0,1238.5,17800000.0,
072316_mzFGF4_J5,50,6,EPI,15356,245.58,221.72,9.8448,1078.4,16600000.0,63.057,968000.0,1544.1,23700000.0,1218.5,18700000.0,414.09,6360000.0,
072316_mzFGF4_J5,50,7,DP,8188,327.32,286.79,6.9198,1092.9,8950000.0,96.195,788000.0,1182.4,9680000.0,1209.5,9900000.0,848.66,6950000.0,
072316_mzFGF4_J5,50,8,TE,7880,310.4,172.65,10.943,2137.5,16800000.0,513.9,4050000.0,176.74,1390000.0,1110.4,8750000.0,506.26,3990000.0,
072316_mzFGF4_J5,50,9,TE,9801,186.64,235.48,9.3496,1175.0,11500000.0,684.73,6710000.0,180.41,1770000.0,1170.0,11500000.0,821.18,8050000.0,
072316_mzFGF4_J5,50,10,TE,12200,342.91,321.35,10.014,1103.2,13500000.0,657.1,8020000.0,832.88,10200000.0,1167.0,14200000.0,798.44,9740000.0,
072316_mzFGF4_J5,50,11,TE,11850,269.48,169.99,10.425,961.75,11400000.0,660.85,7830000.0,619.19,7340000.0,1230.3,14600000.0,788.34,9340000.0,
072316_mzFGF4_J5,50,12,DP,6874,286.73,249.9,13.193,874.03,6010000.0,72.352,497000.0,983.46,6760000.0,1117.5,7680000.0,1041.1,7160000.0,
072316_mzFGF4_J5,50,13,DP,4526,212.79,307.16,12.814,1855.2,8400000.0,48.15,218000.0,1117.4,5060000.0,1261.8,5710000.0,748.72,3390000.0,
072316_mzFGF4_J5,50,14,DP,4638,305.12,314.98,14.774,1290.5,5990000.0,45.459,211000.0,978.51,4540000.0,1235.6,5730000.0,609.53,2830000.0,
072316_mzFGF4_J5,50,15,DP,7047,324.83,260.55,16.424,880.55,6210000.0,61.633,434000.0,766.06,5400000.0,1163.2,8200000.0,975.55,6870000.0,
072316_mzFGF4_J5,50,16,DP,10367,240.57,182.05,18.575,754.54,7820000.0,128.14,1330000.0,648.24,6720000.0,1198.0,12400000.0,514.21,5330000.0,
072316_mzFGF4_J5,50,17,TE,9594,181.44,297.0,18.825,1030.7,9890000.0,626.44,6010000.0,514.65,4940000.0,1183.6,11400000.0,721.06,6920000.0,
072316_mzFGF4_J5,50,18,EPI,16942,231.8,263.47,20.409,604.96,10200000.0,50.695,859000.0,964.56,16300000.0,1160.8,19700000.0,461.76,7820000.0,
072316_mzFGF4_J5,50,19,TE,6714,373.18,259.08,19.051,1017.1,6830000.0,648.02,4350000.0,231.84,1560000.0,1158.4,7780000.0,515.0,3460000.0,
072316_mzFGF4_J5,50,20,EPI,7961,280.5,278.15,20.279,601.27,4790000.0,62.575,498000.0,866.19,6900000.0,1099.1,8750000.0,501.97,4000000.0,
072316_mzFGF4_J5,50,21,TE,11072,173.26,200.11,22.501,994.54,11000000.0,495.34,5480000.0,568.74,6300000.0,1230.7,13600000.0,664.25,7350000.0,
072316_mzFGF4_J5,50,22,EPI,17180,348.21,221.76,22.458,796.5,13700000.0,90.891,1560000.0,903.75,15500000.0,1148.8,19700000.0,553.77,9510000.0,
072316_mzFGF4_J5,50,23,TE,10786,274.64,345.52,24.356,621.64,6710000.0,410.18,4420000.0,471.39,5080000.0,1222.9,13200000.0,593.04,6400000.0,
072316_mzFGF4_J5,50,24,EPI,19073,217.19,225.75,27.017,576.79,11000000.0,33.498,639000.0,945.62,18000000.0,1151.4,22000000.0,336.58,6420000.0,
072316_mzFGF4_J5,50,25,PRE,19576,253.82,309.65,25.645,537.26,10500000.0,48.151,943000.0,328.81,6440000.0,1149.6,22500000.0,554.46,10900000.0,
072316_mzFGF4_J5,50,26,TE,9530,324.59,338.0,25.224,697.44,6650000.0,467.74,4460000.0,303.16,2890000.0,1141.4,10900000.0,509.01,4850000.0,
072316_mzFGF4_J5,50,27,TE,24238,234.43,161.59,31.834,609.69,14800000.0,469.87,11400000.0,238.87,5790000.0,1163.8,28200000.0,414.19,10000000.0,
072316_mzFGF4_J5,50,28,TE,3472,352.02,172.41,28.249,1715.7,5960000.0,429.7,1490000.0,205.8,715000.0,1179.0,4090000.0,578.65,2010000.0,
072316_mzFGF4_J5,50,29,TE,9423,400.17,282.86,29.577,782.59,7370000.0,471.59,4440000.0,322.39,3040000.0,1226.0,11600000.0,483.94,4560000.0,
072316_mzFGF4_J5,50,30,TE,8078,175.46,289.61,31.547,848.97,6860000.0,409.17,3310000.0,149.52,1210000.0,1148.8,9280000.0,535.0,4320000.0,
072316_mzFGF4_J5,50,31,EPI,4445,208.15,315.08,31.651,1036.2,4610000.0,39.161,174000.0,903.89,4020000.0,1086.1,4830000.0,387.1,1720000.0,
072316_mzFGF4_J5,50,32,TE,10857,230.61,344.72,33.841,512.7,5570000.0,329.85,3580000.0,302.88,3290000.0,1200.2,13000000.0,457.39,4970000.0,
072316_mzFGF4_J5,50,33,DP,9204,177.93,219.64,35.208,602.7,5550000.0,90.68,835000.0,501.3,4610000.0,1137.9,10500000.0,397.99,3660000.0,
072316_mzFGF4_J5,50,34,TE,9529,311.54,358.37,38.402,552.28,5260000.0,279.59,2660000.0,383.11,3650000.0,1202.8,11500000.0,454.74,4330000.0,
072316_mzFGF4_J5,50,35,TE,10832,409.43,251.56,40.358,585.79,6350000.0,364.88,3950000.0,154.45,1670000.0,1160.6,12600000.0,373.49,4050000.0,
072316_mzFGF4_J5,50,36,EPI,4274,205.22,263.59,38.628,617.46,2640000.0,38.393,164000.0,686.61,2930000.0,1108.4,4740000.0,261.81,1120000.0,
072316_mzFGF4_J5,50,37,TE,4474,283.62,148.37,40.989,808.06,3620000.0,241.39,1080000.0,142.36,637000.0,1063.5,4760000.0,358.15,1600000.0,
072316_mzFGF4_J5,50,38,TE,18238,376.64,195.35,45.501,551.34,10100000.0,367.98,6710000.0,494.94,9030000.0,1085.3,19800000.0,243.95,4450000.0,
072316_mzFGF4_J5,50,39,TE,13720,373.65,326.67,43.752,433.14,5940000.0,304.39,4180000.0,193.86,2660000.0,1099.3,15100000.0,395.98,5430000.0,
072316_mzFGF4_J5,50,40,TE,7766,240.06,318.78,42.376,403.21,3130000.0,191.83,1490000.0,163.12,1270000.0,1045.2,8120000.0,251.83,1960000.0,
072316_mzFGF4_J5,50,41,DP,19117,217.47,226.89,44.133,343.01,6560000.0,34.842,666000.0,409.61,7830000.0,1149.0,22000000.0,331.69,6340000.0,
072316_mzFGF4_J5,50,42,TE,11380,325.04,153.59,48.222,389.1,4430000.0,249.81,2840000.0,151.66,1730000.0,1085.1,12300000.0,309.81,3530000.0,
072316_mzFGF4_J5,50,43,TE,7707,228.07,190.0,48.138,433.39,3340000.0,362.66,2800000.0,314.32,2420000.0,1080.7,8330000.0,278.3,2140000.0,
072316_mzFGF4_J5,50,45,TE,29465,209.71,263.99,57.143,195.16,5750000.0,134.81,3970000.0,111.46,3280000.0,1063.3,31300000.0,167.75,4940000.0,
072316_mzFGF4_J5,50,46,TE,22216,392.59,243.63,58.795,227.04,5040000.0,162.15,3600000.0,109.71,2440000.0,1136.5,25200000.0,239.09,5310000.0,
072316_mzFGF4_J5,50,47,TE,5983,288.56,318.13,59.51,371.11,2220000.0,169.74,1020000.0,97.679,584000.0,1094.9,6550000.0,203.42,1220000.0,
072316_mzFGF4_J5,50,48,TE,8045,291.77,178.7,61.903,291.78,2350000.0,172.26,1390000.0,175.81,1410000.0,1152.8,9270000.0,176.02,1420000.0,
072316_mzFGF4_J5,50,49,TE,11047,327.13,302.59,63.073,429.17,4740000.0,94.128,1040000.0,69.822,771000.0,1225.0,13500000.0,188.38,2080000.0,
072316_mzFGF4_J5,50,50,TE,9374,255.63,237.42,64.664,202.96,1900000.0,75.052,704000.0,63.969,600000.0,976.92,9160000.0,119.04,1120000.0,
072316_mzFGF4_J5,50,51,TE,11328,342.87,208.42,65.25,200.74,2270000.0,165.54,1880000.0,114.76,1300000.0,1183.9,13400000.0,178.33,2020000.0,
