col0,col1,col2
Integrating Lego Mindstorms and developmental outcomes to address engineering education in previously disadvantaged secondary schools,2786,"Riaan Stopforth, Shaniel Davrajh "
Semi-supervised Machine Learning for Textual Anomaly Detection,2816,Carl Frederick Steyn 
Initialization of the Leapfrog Algorithm For Mobile Robot Path Planning,2820,"Belinda T. Matebese, Daniel J. Withey, Mapundi K. Banda "
Unsupervised Pre-training for Fully Convolutional Neural Networks,2855,"Stiaan Wiehman, Steve Kroon, Hendrik De Villiers "
Speaker Specific Phrase Break Modeling with Conditional Random Fields for Text-to-Speech,2842,"Johannes Abraham Louw, Avashlin Moodley "
Extrinsic Calibration of a Push-broom Lidar and Camera Using 3-D Multi-planar Association,2766,"Clint Daniel Lombard, Corne Edwin van Daalen "
Data fusion of radar and stereo vison for detection and trackong of moving objects,2856,Frik Botha 
Optical Character Recognition for South African Languages,2864,"Justin Hocking, Martin Johannes Puttkammer "
Artificial intelligence based optimization algorithm for thermal power generation scheduling incorporating demand response strategy,2797,"Yanxia Sun, Oliver Dzobo "
Optimal Attitude and Flight Vector Recovery for Large Transport Aircraft using Sequential Quadratic Programming,2733,"Johannes Jacobus Kotze Engelbrecht, Jacobus Ardriaan Albertus Engelbrecht "
A Meta-Analysis of Research in Random Forests for Classification,2773,"Arnu Pretorius, Surette Bierman, Sarel Steel "
Enhancement of an Automated Guided Cart,2824,"Jonathan Henebrey, Igor Gorlach "
Efficient curve-sensitive features for offline signature verification,2821,Carlien Fick 
Statistical classification of radio frequency interference (RFI) in a radio astronomy environment,2780,"Cornelis Johannes Wolfaardt, David Davidson, Thomas Niesler "
Robot Programming through Demonstration using Stereoscopic Motion Capturing,2799,"Daniel Jakobus Folscher, Karel Kruger "
Graphical Gesture-based Authentication For Non-Contact Access Control,2703,"Shaun van Wyk, Dustin van der Haar "
A Study of Fitness Functions for Data Classification Using Grammatical Evolution,2866,"Tatenda Chareka, Nelishia Pillay "
Implementation of Adaptive Coded Aperture Imaging using a Digital Micro-Mirror Device for Defocus Deblurring,2759,"Ashill Chiranjan, Bernardt Duvenhage, Fred Nicolls "
Text detection in natural images with convolutional neural networks and synthetic training data,2748,"Marco Marten Grond, Willie Brink, Ben Herbst "
Syllabification for Afrikaans speech synthesis,2819,Daniel Van Niekerk 
Fuzzy Logic Control for Varied Inspection Applications in Advanced Manufacturing Cells,2754,"Trishen Naidoo, Anthony Walker, Glen Bright, Shaniel Davrajh "
Autonomous Landing of a Fixed-wing Aircraft With Partial Horizontal Stabiliser Loss,2772,Gideon Lambertus Hugo 
Acceleration-based Control of a Quadrotor with a Swinging Payload,2815,"Cameron Carden Taylor, Jacobus A. A. Engelbrecht "
What does learner speech sound like? A case study on adult learners of isiXhosa.,2847,"Jaco Badenhorst, Febe de Wet "
Brain Inspired Cognitive Engineering: A Holistic Review,2801,"Amit K Mishra, Jarryd Son "
Low Cost Robotic Endoscope Design Considerations,2798,Riaan Stopforth 
South African Robotics Entity for North-South Collaboration Initiative,2804,"Shaniel Davrajh, Riaan Stopforth, Alexander Ferrein "
Texture Synthesis Using Convolutional Neural Networks With Long-Range Consistency and Spectral Constraints,2859,"Shaun Schreiber, Jaco Geldenhuys, Hendrik de Villiers "
Linear Progression Measurement and Analysis of Human Gait for the Development of a Multifunctional Robotic Walker,2853,Nico Steyn 
Experimental Validation on Flatness based Control of Flexible Robot Arm,2560,Elisha Markus 
Investigating the temporal association between eye actions and smiles,2854,"Moses Rupenga, Hima Bindu Vadapalli "
Low Default Credit Scoring using Two-class Non-parametric Kernel Density Estimation,2775,"Alta De Waal, Estian Rademeyer, Christiaan Van der Walt "
