col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
http://data.silknow.org/vocabulary/facet/fabrics,1.0,Textiles,"textile, textiles pieces, Textiles-Woven, textiles, Textile, Textiles-Embroidered and Woven",textile,textiles pieces,Textiles-Woven,textiles,Textile,Textiles-Embroidered and Woven,,,,,,,
http://data.silknow.org/vocabulary/facet/fabrics,2.0,Embroidery,"Textiles-Embroidered, Embroideries, Needlework accesories, Needlework accessories, Needlework, Embroidery sample",Textiles-Embroidered,Embroideries,Needlework accesories,Needlework accessories,Needlework,Embroidery sample,,,,,,,
http://data.silknow.org/vocabulary/facet/ornamental_fabrics,3.0,Tapestry,"Wall coverings, Textiles-Tapestries, Tapestries",Wall coverings,Textiles-Tapestries,Tapestries,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/furniture,4.0,Furniture,"Woodwork-Furniture, Furnishing Fabric",Woodwork-Furniture,Furnishing Fabric,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabric_passementerie,5.0,Lace,Textiles-Laces,Textiles-Laces,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/drawings,6.0,Drawings,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/costume,7.0,Costume,"Costumes, Clothing, Textiles-Costumes",Costumes,Clothing,Textiles-Costumes,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabrics,8.0,Textiles-Velvets,Velvets,Velvets,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/religious_attire,12.0,Ecclesiastical textiles,"Textiles-Ecclesiastical, liturgical garments",Textiles-Ecclesiastical,liturgical garments,,,,,,,,,,,
,,,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/costume_accessories,14.0,Fans,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabric_passementerie,15.0,Textiles-trimmings,"Textiles-Trimmings-Passementerie, Textiles-Upholstery, Trimming, Upholstery, upholstery",Textiles-Trimmings-Passementerie,Textiles-Upholstery,Trimming,Upholstery,upholstery,,,,,,,,
,,,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabrics,17.0,Textiles – Printed – Block,"Textiles – Printed – Plate, Textiles – Printed – Roller, Textiles – Printed – Silk screen, Textiles-printed, Textiles – Printed – Combination",Textiles – Printed – Plate,Textiles – Printed – Roller,Textiles – Printed – Silk screen,Textiles-printed,Textiles – Printed – Combination,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabrics,18.0,Textiles-Sample Books,Sample books,,Sample books,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabrics,19.0,Textiles-Painted,Textiles-Painted and Dyed,Textiles-Painted and Dyed,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/civil_attire,20.0,Underwear,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/ornamental_fabrics,21.0,Floor coverings,Textiles-Rugs,Textiles-Rugs,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/fabrics,22.0,Textiles-Methods and Materials,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/civil_attire,23.0,Nightwear,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/childrens_attire,24.0,Childrens' clothes,children's clothes,children's clothes,,,,,,,,,,,,
,25.0,Bookbinding,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/festive_attire,26.0,Stage costumes,"Theatre costume, Theatre costumes",Theatre costume,Theatre costumes,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/other_typesofobjects,31.0,Pattern Books,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/womens_attire,36.0,women's clothes,Fancy-dress,Fancy-dress,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/civil_attire,37.0,formal wear,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/civil_attire,38.0,Informal wear,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/regional_attire,39.0,regional dress,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/mens_attire,40.0,men's clothes,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/civil_attire,41.0,Evening wear,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/civil_attire,42.0,Day wear,,,,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/costume_accessories,43.0,Costume accesories,"Accessories, Textiles-Costumes-Accessories",Accessories,Textiles-Costumes-Accessories,,,,,,,,,,,
http://data.silknow.org/vocabulary/facet/costume_accessories,44.0,Personal accesories,cravate,cravate,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
