col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
1,autocannon-1,Autocannon I,1,10,D4,D4,D4,L,1,1,1,1,1,,,
2,autocannon-2,Autocannon II,2,14,D6,D6,D6,ML,1,2,3,4,4,,,
3,autocannon-3,Autocannon III,3,18,D8,D8,D8,ML,3,4,5,6,6,,,
4,autocannon-4,Autocannon IV,4,22,D10,D10,D10,MH,5,6,7,8,9,,,
5,autocannon-5,Autocannon V,5,26,D12,D12,D12,H,9,10,11,13,14,,,
6,bombs-1,Bombs I,1,0,D4,D4,D4,L,1,1,1,1,1,,,1.0
7,bombs-2,Bombs II,2,0,D6,D6,D6,ML,1,1,1,1,1,,,1.0
8,bombs-3,Bombs III,3,0,D8,D8,D8,MH,1,1,1,1,1,,,1.0
9,bombs-4,Bombs IV,4,0,D10,D10,D10,MH,1,1,1,1,1,,,1.0
10,bombs-5,Bombs V,5,0,D12,D12,D12,H,1,1,2,2,2,,,1.0
11,chemical-spray-1,Chem Spray I,1,2,D8,D4,D4,L,1,1,1,1,1,,,
12,chemical-spray-2,Chem Spray II,2,3,D8,D4,D4,L,1,1,1,1,1,,,
13,chemical-spray-3,Chem Spray III,3,4,D10,D6,D6,L,1,1,1,1,2,,,
14,chemical-spray-4,Chem Spray IV,4,5,D12,D8,D8,ML,2,2,2,3,3,,,
15,chemical-spray-5,Chem Spray V,5,6,D12,D8,D8,MH,2,2,3,3,4,,,
16,conv-gun-1,Conv Gun I,1,12,D4,D4,D4,L,1,1,1,1,2,,,
17,conv-gun-2,Conv Gun II,2,16,D4,D6,D6,ML,1,2,3,4,5,,,
18,conv-gun-3,Conv Gun III,3,20,D6,D8,D8,MH,3,4,5,6,7,,,
19,conv-gun-4,Conv Gun IV,4,24,D8,D10,D10,MH,4,6,7,9,10,,,
20,conv-gun-5,Conv Gun V,5,28,D10,D12,D12,H,8,10,11,13,15,,,
21,flamethrower-1,Flamethrow I,1,2,D8,D4,D4,L,1,1,1,1,1,,,
22,flamethrower-2,Flamethrow II,2,3,D8,D4,D4,ML,1,1,1,2,2,,,
23,flamethrower-3,Flamethrow III,3,4,D10,D6,D6,MH,1,2,2,2,3,,,
24,flamethrower-4,Flamethrow IV,4,5,D12,D8,D8,MH,2,2,3,3,3,,,
25,flamethrower-5,Flamethrow V,5,6,D12,D8,D8,H,2,3,3,4,5,,,
26,howitzer-1,Howitzer I,1,20,D4,D4,D4,H*,1,2,3,5,7,,1.0,1.0
27,howitzer-2,Howitzer II,2,30,D6,D6,D6,H*,3,5,7,10,12,,1.0,1.0
28,howitzer-3,Howitzer III,3,40,D8,D8,D8,H*,6,9,11,15,18,,1.0,1.0
29,howitzer-4,Howitzer IV,4,50,D10,D10,D10,H*,13,17,20,25,28,,1.0,1.0
30,howitzer-5,Howitzer V,5,60,D12,D12,D12,H*,24,28,32,36,41,,1.0,1.0
31,chem-spray-1,Chem Spray I,1,2,D6,D4,D4,L,1,1,1,1,1,1.0,,
32,chem-spray-2,Chem Spray II,2,3,D8,D6,D6,L,1,1,1,1,1,1.0,,
33,chem-spray-3,Chem Spray III,3,4,D10,D8,D8,ML,1,2,2,2,3,1.0,,
34,flamethrower-1,Flamethrow I,4,2,D8,D4,D4,ML,1,1,1,1,2,1.0,,
35,flamethrower-2,Flamethrow II,5,3,D8,D4,D4,ML,1,1,1,2,2,1.0,,
36,flamethrower-3,Flamethrow III,1,4,D10,D6,D6,MH,1,2,2,2,3,1.0,,
37,laser-1,Laser I,2,24,D6,D4,D4,ML,2,3,4,5,6,1.0,,
38,laser-2,Laser II,3,30,D8,D6,D6,MH,4,5,7,9,10,1.0,,
39,laser-3,Laser III,4,36,D10,D8,D8,H,6,8,10,13,16,1.0,,
40,laser-sm-arms-1,Laser Sm Arms I,5,12,D4,D4,D4,L,1,1,1,1,2,1.0,,
41,laser-sm-arms-2,Laser Sm Arms II,1,14,D4,D6,D6,L,1,1,2,2,2,1.0,,
42,laser-sm-arms-3,Laser Sm Arms III,2,16,D6,D8,D8,ML,2,3,4,5,5,1.0,,
43,m-g-1,MG I,3,7,D6,D4,D4,L,1,1,1,1,1,1.0,,
44,m-g-2,MG II,4,10,D8,D6,D6,L,1,2,2,2,2,1.0,,
45,m-g-3,MG III,5,13,D10,D8,D8,ML,2,3,4,5,5,1.0,,
46,missile-1,Missile I,1,20,D4,D6,D6,L,1,2,2,3,3,1.0,,
47,missile-2,Missile II,2,24,D6,D8,D8,ML,3,4,5,7,8,1.0,,
48,missile-3,Missile III,3,28,D8,D10,D10,MH,5,7,9,10,12,1.0,,
49,mortar-1,Mortar I,4,10,D4,D4,D4,ML,1,1,2,2,3,1.0,1.0,
50,mortar-2,Mortar II,5,14,D4,D4,D4,ML,1,2,2,3,4,1.0,1.0,
51,mortar-3,Mortar III,1,18,D6,D6,D6,MH,2,3,4,5,6,1.0,1.0,
52,plasma-1,Plasma I,2,4,D8,D8,D8,ML,1,2,2,2,2,1.0,,
53,plasma-2,Plasma II,3,5,D10,D10,D10,ML,2,2,2,3,3,1.0,,
54,plasma-3,Plasma III,4,6,D12,D12,D12,MH,2,3,3,4,4,1.0,,
55,pulse-laser-1,Pulse Laser I,5,24,D4,D4,D4,L,1,1,2,2,2,1.0,,
56,pulse-laser-2,Pulse Laser II,1,30,D6,D4,D4,L,1,2,3,3,4,1.0,,
57,pulse-laser-3,Pulse Laser III,2,36,D8,D4,D4,L,2,3,4,5,5,1.0,,
58,sm-arms-1,Sm Arms I,3,6,D4,D4,D4,L,1,1,1,1,1,1.0,,
59,sm-arms-2,Sm Arms II,4,8,D6,D6,D6,ML,1,2,2,3,3,1.0,,
60,sm-arms-3,Sm Arms III,5,10,D8,D8,D8,MH,2,3,3,4,4,1.0,,
61,laser-1,Laser I,1,30,D6,D6,D6,ML,2,4,6,7,8,,,
62,laser-2,Laser II,2,34,D6,D8,D8,ML,3,5,7,9,10,,,
63,laser-3,Laser III,3,38,D8,D8,D8,MH,5,8,10,12,13,,,
64,laser-4,Laser IV,4,42,D8,D10,D10,H,8,11,13,17,19,,,
65,laser-5,Laser V,5,46,D10,D12,D12,H,13,15,18,21,24,,,
66,machine-gun-1,MG I,1,8,D6,D4,D4,L,1,1,1,1,2,,,
67,machine-gun-2,MG II,2,10,D8,D6,D6,L,1,2,2,2,2,,,
68,machine-gun-3,MG III,3,12,D8,D6,D6,ML,2,2,3,4,4,,,
69,machine-gun-4,MG IV,4,14,D10,D8,D8,ML,3,3,4,5,5,,,
70,machine-gun-5,MG V,5,16,D10,D8,D8,MH,3,4,5,6,7,,,
71,missile-1,Missile I,1,20,D4,D6,D6,ML,1,2,3,5,6,,1.0,1.0
72,missile-2,Missile II,2,30,D6,D8,D8,MH,4,6,8,9,11,,1.0,1.0
73,missile-3,Missile III,3,40,D8,D10,D10,MH,7,10,13,15,17,,1.0,1.0
74,missile-4,Missile IV,4,50,D10,D12,D12,MH,13,16,20,23,26,,1.0,1.0
75,missile-5,Missile V,5,60,D12,D12,D12,H,24,29,33,38,42,,1.0,1.0
76,mortar-1,Mortar I,1,12,D4,D4,D4,ML,1,1,2,3,3,,1.0,
77,mortar-2,Mortar II,2,18,D4,D6,D6,ML,1,2,3,4,5,,1.0,
78,mortar-3,Mortar III,3,24,D6,D6,D6,MH,2,4,5,7,8,,1.0,
79,mortar-4,Mortar IV,4,30,D6,D8,D8,MH,4,5,7,9,10,,1.0,
80,mortar-5,Mortar V,5,36,D8,D8,D8,H,5,8,10,13,16,,1.0,
81,particle-bolter-1,Particle Bolt I,1,10,D4,D4,D4,ML,1,1,2,3,3,,,
82,particle-bolter-2,Particle Bolt II,2,16,D4,D4,D4,MH,1,2,3,4,5,,,
83,particle-bolter-3,Particle Bolt III,3,22,D6,D6,D6,MH,3,4,6,7,9,,,
84,particle-bolter-4,Particle Bolt IV,4,28,D6,D6,D6,H,3,5,7,10,13,,,
85,particle-bolter-5,Particle Bolt V,5,34,D8,D8,D8,H,6,8,11,15,18,,,
86,plasma-1,Plasma I,1,8,D8,D10,D10,ML,2,2,3,4,4,,,
87,plasma-2,Plasma II,2,9,D8,D10,D10,MH,2,3,4,4,5,,,
88,plasma-3,Plasma III,3,10,D10,D12,D12,MH,3,4,4,5,6,,,
89,plasma-4,Plasma IV,4,11,D10,D12,D12,H,4,5,6,7,7,,,
90,plasma-5,Plasma V,5,12,D12,D12,D12,H,5,6,6,7,8,,,
91,pulse-laser-1,Pulse Laser I,1,24,D4,D4,D4,L,1,1,2,2,2,,,
92,pulse-laser-2,Pulse Laser II,2,28,D6,D4,D4,L,1,2,3,3,4,,,
93,pulse-laser-3,Pulse Laser III,3,32,D8,D4,D4,ML,3,4,6,7,9,,,
94,pulse-laser-4,Pulse Laser IV,4,36,D10,D6,D6,ML,5,7,8,10,11,,,
95,pulse-laser-5,Pulse Laser V,5,40,D12,D6,D6,ML,6,8,10,12,13,,,
96,railgun-1,Railgun I,1,18,D4,D4,D4,L,1,1,1,2,2,,,
97,railgun-2,Railgun II,2,27,D4,D6,D6,ML,2,3,4,6,7,,,
98,railgun-3,Railgun III,3,36,D4,D8,D8,MH,3,5,7,9,11,,,
99,railgun-4,Railgun IV,4,45,D4,D10,D10,MH,5,7,10,13,15,,,
100,railgun-5,Railgun V,5,54,D4,D12,D12,H,11,13,16,21,24,,,
101,rockets-1,Rockets I,1,20,D4,D4,D4,L,1,1,2,2,2,,1.0,
102,rockets-2,Rockets II,2,24,D6,D6,D6,L,1,3,3,4,4,,1.0,
103,rockets-3,Rockets III,3,28,D6,D6,D6,ML,2,4,6,7,9,,1.0,
104,rockets-4,Rockets IV,4,32,D8,D8,D8,ML,5,7,9,11,12,,1.0,
105,rockets-5,Rockets V,5,36,D10,D10,D10,ML,8,11,13,15,17,,1.0,
