col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
z0bug.product_template_0,MISC,Varie,18.0,9.5,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_1,AA,Prodotto Alpha,0.84,0.42,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_2,BB,Prodotto Beta,3.38,1.69,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_3,CC,Prodotto Chi,0.74,0.37,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_4,DD,Prodotto Delta,2.64,1.32,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_5,EE,Prodotto Epsilon,0.96,0.48,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_6,FF,Prodotto Phi,4.68,2.34,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_7,GG,Prodotto Gamma,0.57,0.29,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_8,HH,Prodotto Hospice/Eta,1.72,0.86,All,consu,z0bug.tax_4v,z0bug.tax_4a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_9,II,Prodotto Iota,0.71,0.35,All,consu,z0bug.tax_10v,z0bug.tax_10a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_10,JJ,Prodotto Juvenilia/Psi,1.46,0.73,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
z0bug.product_template_11,KK,Prodotto Kappa,0.48,0.24,All,consu,z0bug.tax_22v,z0bug.tax_22a,z0bug.coa_510000,z0bug.coa_610100,product.product_uom_unit,product.product_uom_unit
