col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,30700,神圣战甲术施法者,0,0,1,1,0,1,0,0,0,0,0.0,,
2,30300,施毒术受术者,0,1,1,5,0,1,0,0,0,0,0.0,,
3,30300,施毒术施法者,0,0,0,4,0,1,0,0,0,0,0.0,,
4,30900,隐身术施法者,0,0,1,53,0,1,0,0,0,0,0.0,,
5,31100,飓风破受术者,500,1,1,7,0,1,0,0,0,0,0.0,,
6,31100,飓风破施法者,0,0,1,6,0,1,0,0,0,0,0.0,,
8,30400,火符轨迹球,500,2,1,10,0,1,0,0,0,0,0.0,,
10,31300,群毒受术者,450,1,1,12,0,1,0,0,0,0,0.0,,
11,31300,群毒施法者,0,0,0,11,0,1,0,0,0,0,0.0,,
13,31400,无极真气受术者,0,0,1,13,0,1,0,0,0,0,0.0,,
14,40100,神兽施法者,0,0,1,10009,0,1,0,0,0,0,0.0,,
15,40500,月灵冰弹受术者,0,1,1,16,0,1,0,0,0,0,0.0,,
16,40500,月灵冰弹轨迹球,150,2,1,17,0,1,0,0,0,0,0.0,,
17,40500,月灵冰弹施法者,0,0,1,15,0,1,0,0,0,0,0.0,,
18,40400,月灵火弹受术者,0,1,1,19,0,1,0,0,0,0,0.0,,
19,40400,月灵火弹轨迹球,150,2,1,20,0,1,0,0,0,0,0.0,,
20,40400,月灵火弹施法者,0,0,1,18,0,1,0,0,0,0,0.0,,
21,31500,治愈术施法者,0,0,1,21,0,1,0,0,0,0,0.0,,
23,20100,寒冰掌轨迹球,500,2,0,24,0,1,0,0,0,0,0.0,,
25,20710,火墙受术者,100,1,1,26,2,1,0,0,0,0,0.0,,
26,20700,火墙施法者,0,0,1,25,0,1,0,0,0,0,0.0,,
27,21600,疾光电影施法者,180,0,1,27,0,1,0,-60,0,0,0.0,1.0,
28,20200,抗拒火环施法者,0,0,0,28,0,1,0,0,0,0,0.0,,
31,20400,雷电术受术者,500,1,1,32,0,1,0,0,0,0,0.0,,
32,20400,雷电术施法者,0,0,1,31,0,1,0,0,0,0,0.0,,
33,22100,流星火雨受术者,500,1,1,34,0,1,0,0,0,0,,,
35,21010,魔法盾受术者,0,1,1,36,1,1,0,0,0,0,0.0,,
36,21010,魔法盾轨迹球,0,0,1,35,1,1,0,0,0,0,0.0,,
37,21000,魔法盾施法者,0,0,1,37,0,1,0,0,0,0,0.0,,
38,20300,诱惑之光受术者,200,1,1,39,0,1,0,0,0,0,0.0,,
39,20300,诱惑之光施法者,0,0,1,38,0,1,0,0,0,0,0.0,,
40,5000,刺杀剑法施法,0,0,0,45,0,1,0,0,0,1,0.0,,
41,5010,月灵火弹受术者,0,1,1,19,0,1,0,0,0,0,0.0,,
42,5010,月灵火弹轨迹球,150,2,1,20,0,1,0,0,0,0,0.0,,
