col0,col1,col2,col3,col4
1,සිසුවා,සිසුවා,student,table
2,ශිෂ්‍යයා,ශිෂ්‍ය,student,table
3,ශිෂ්යයා,ශිෂ්‍ය,student,table
4,ළමයා,ළමයා,student,table
5,ලමයා,ළමයා,student,table
6,සිසුන්,සිසුන්,student,table
7,නම්,නම,name,column
8,අනන්‍යතාවය,අනන්‍යතා,id,column
9,අනන්‍ය,අනන්‍ය,id,column
10,හැදුනුම,හැඳුනුම,id,column
11,ලිපිනය,ලිපින,address,column
12,වයස්,වයස,age,column
13,ලකුණු,ලකුණ,marks,column
14,ලකුනු,ලකුන,marks,column
15,සියලුම,සියලු,-,neglect
16,සෑම,සෑම,-,neglect
17,ලබාදෙන්න,දෙන්න,SELECT,command
18,මොනවාද​,මොනවාද​,SELECT,command
19,කුමක්ද,කුමක්,SELECT,command
20,කීයද,කීයද,SELECT,command
21,කොපමණද,කොපමණ,SELECT,command
22,මකා,මකන්න,DELETE,command
23,ඉවත්,ඉවත,DELETE,command
24,යාවත්කාලීන,යාවත්කාලීන,UPDATE,command
25,ඇතුළු,ඇතුළු,INSERT,command
26,වෙනස්,වෙනස්,UPDATE,command
27,මාරු,මාරු,UPDATE,command
28,ඇතුලත්,ඇතුලත්,INSERT,command
29,සමාන,සමාන,=,comparison
30,වැඩි,වැඩි,>,comparison
31,හෝවැඩි,හෝවැඩි,>=,comparison
32,අඩු,අඩු,<,comparison
33,හෝඅඩු,හෝඅඩු,<=,comparison
34,සහ,සහ,AND,logic
35,හා,හා,AND,logic
36,හෝ,හෝ,OR,logic
37,මධ්‍යනය ,මධ්‍යන,AVG,aggregate
38,මධ්‍යස්ථය,මධ්‍යස්ථ,AVG,aggregate
39,අඩුම,අඩුම,MIN,aggregate
40,කුඩාම,කුඩාම,MIN,aggregate
41,අවම,අවම,MIN,aggregate
42,උපරිම,උපරිම,MAX,aggregate
43,වැඩිම,වැඩිම,MAX,aggregate
44,විශාලම,විශාලම,MAX,aggregate
45,එකතුව,එකතු,COUNT,aggregate
46,ගණන්,ගණන,COUNT,aggregate
47,ලබාගත්,ලබාගත්,-,neglect
48,නිසා,නිසා,-,neglect
49,ඇත,ඇත,-,neglect
50,බවට,බවට,-,neglect
51,දත්ත,දත්ත,-,neglect
52,තොරතුරු,තොරතුරු,-,neglect
53,විස්තර​,විස්තර​,-,neglect
54,ප්‍රතිඵලය,ප්‍රතිඵල,-,neglect
55,නාමයන්,නාමය,name,column
