col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,1,1,111,High Performance Server,10,1,2500.0,3000.0,25000.0,True,True,1
2,1,2,121,Laser Printer,6,1,429.0,514.8,2574.0,True,True,1
3,2,1,110,Classic server,18,1,1500.0,,27000.0,True,True,1
4,2,2,120,InkJet Printer,2,1,329.0,394.8,658.0,True,True,1
5,3,1,120,InkJet Printer,14,1,329.0,394.8,4606.0,True,True,1
6,3,2,110,Classic server,1,1,1500.0,1800.0,1500.0,True,True,1
7,4,1,121,Laser Printer,8,1,429.0,514.8,3432.0,True,True,1
8,4,2,111,High Performance Server,5,1,2500.0,3000.0,12500.0,True,True,1
9,5,1,111,High Performance Server,10,1,2500.0,3000.0,25000.0,True,True,1
10,5,2,110,Classic server,4,1,1500.0,1800.0,6000.0,True,True,1
11,5,3,121,Laser Printer,10,1,429.0,514.8,4290.0,True,True,1
12,5,4,303,Laser Cartridge,12,1,84.5,101.4,1014.0,True,True,1
13,5,5,304,Paper ream 500 Sheets A4 Standard 80 g,20,1,6.99,8.39,139.8,True,True,1
15,7,1,111,High Performance Server,3,1,2500.0,2500.0,7500.0,True,True,1
16,7,2,110,Classic server,3,1,1500.0,1500.0,4500.0,True,True,1
17,7,3,400,Project Study,1,1,8000.0,8000.0,8000.0,True,True,3
25,10,1,120,InkJet Printer,1,1,329.0,394.8,329.0,True,True,1
26,10,2,302,Ink Cartridge,4,1,32.9,32.9,131.6,True,True,1
