col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
Department of Education,34188561.0,36506496.0,27542943.0,98238000.0,0.35,0.37,http://www.ed.gov/news/pressreleases/2009/02/02182009.html,,,""">"
Health and Human Services,51778995.0,19073401.0,51940605.0,122793000.0,0.42,0.16,http://www.hhs.gov/recovery/,,,
Department of Labor,55874880.0,5977688.0,8725433.0,70578000.0,0.79,0.08,http://www.dol.gov/recovery/map/index.htm,,,
Department of Transportation,9138186.0,27044255.0,11937559.0,48120000.0,0.19,0.56,http://www.dot.gov/affairs/dot2509.htm,,,
Social Security Administration,13420859.0,21397.0,1784744.0,15227000.0,0.88,0.0,http://www.ssa.gov/recovery/,,,
Department of Energy,2474085.0,23339945.0,19410970.0,45225000.0,0.05,0.52,http://www.energy.gov/recovery/,,,
Housing and Urban Development,3071423.0,10252762.0,350815.0,13675000.0,0.22,0.75,"http://portal.hud.gov/portal/page?_pageid=153,7936136&_dad=portal&_schema=PORTAL",,,
Environmental Protection Agency,1148834.0,5962484.0,108683.0,7220000.0,0.16,0.83,http://www.epa.gov/recovery/basic.html,,,
Department of Agriculture,9492977.0,2470442.0,15617580.0,27581000.0,0.34,0.09,http://www.usda.gov/wps/portal/arrapie?navid=USDA_ARRA_OVEW,,,
Department of the Treasury,2983249.0,4827554.0,81402196.0,89213000.0,0.03,0.05,http://www.treas.gov/recovery/,,,
Department of Justice,1587973.0,2378153.0,35874.0,4002000.0,0.4,0.59,http://www.usdoj.gov/recovery/,,,
Department of Defense,1065050.0,3119672.0,3250279.0,7435000.0,0.14,0.42,http://www.defenselink.mil/RECOVERY/,,,
Department of Commerce,647563.0,1400769.0,5867667.0,7916000.0,0.08,0.18,http://recovery.commerce.gov/featured/79-billion-us-job-creation-and-economic-growth,,,
National Science Foundation,217987.0,2406635.0,377378.0,3002000.0,0.07,0.8,http://www.nsf.gov/news/news_summ.jsp?cntn_id=114277,,,
General Services Administration,495139.0,2228841.0,3133020.0,5857000.0,0.08,0.38,http://www.gsa.gov/Portal/gsa/ep/contentView.do?pageTypeId=8199&channelId=-24825&P=&contentId=25806&contentType=GSA_BASIC,,,
Department of Homeland Security,188426.0,1174193.0,1392380.0,2755000.0,0.07,0.43,http://www.dhs.gov/xopnbiz/gc_1235067544334.shtm,,,
Army Corps of Engineers,866635.0,2151377.0,1581989.0,4600000.0,0.19,0.47,http://www.usace.army.mil/recovery/Pages/CWProjectsReleased.aspx,,,
Veterans Affairs,594719.0,565716.0,240565.0,1401000.0,0.42,0.4,http://www.va.gov/recovery/Implementing_the_Recovery_Act.asp,,,
Department of the Interior,335877.0,1032986.0,1636136.0,3005000.0,0.11,0.34,http://recovery.doi.gov/,,,
Railroad Retirement Board,141395.0,1.0,15004.0,156400.0,0.9,0.0,http://www.rrb.gov/,,,
Corporation for National and Community Service,66055.0,105679.0,29266.0,201000.0,0.33,0.53,http://www.nationalservice.gov/about/recovery/index.asp,,,
Small Business Administration,310525.0,337709.0,81766.0,730000.0,0.43,0.46,http://www.sba.gov/idc/groups/public/documents/sba_homepage/news_release_09-10.pdf,,,
Department of State,67799.0,168031.0,366170.0,602000.0,0.11,0.28,http://www.state.gov/recovery/,,,
National Endowment for the Arts,23224.0,26749.0,26.0,50000.0,0.46,0.54,http://www.nea.gov/recovery/NEA-recovery-agency-plan.html,,,
Smithsonian,11619.0,10249.0,3132.0,25000.0,0.46,0.41,http://www.si.edu/recovery/docs/Smithsonian_Recovery_Act_Agency-wide_and_Program-specific_plan.pdf,,,
NASA,185384.0,533411.0,283205.0,1002000.0,0.19,0.53,http://www.nasa.gov/recovery/,,,
US Agency for International Development,10076.0,12413.0,15511.0,38000.0,0.27,0.33,http://www.usaid.gov/recovery/2009/05/15/plan/USAID_Recovery_Act_Plan.pdf,,,
