col0,col1,col2,col3,col4,col5,col6,col7,col8
10 Barrel Brewing Co,830 W Bannock St,,Boise,ID,83702-5857,(541) 678-5228,large,http://www.10barrel.com
2C Family Brewing Co.,,,Nampa,ID,83651-3957,(208) 995-4802,planning,
Barbarian Brewing,5270 W Chinden Blvd,,Garden City,ID,83714-1457,(208) 387-2739,micro,http://www.barbarianbrewing.com
Bear Island Brewing Company,3880 N Payson Ave,,Boise,ID,83704-4016,(208) 908-2496,micro,http://www.bearislandbrewing.com
Bella Brewing,4340 W Chinden Blvd,,Garden City,ID,83714-4866,(208) 629-5623,micro,http://www.bellabrewing.com
Bertrams Salmon Valley Brewery,101 S Andrews St,,Salmon,ID,83467-4246,(208) 756-3391,brewpub,http://www.bertramsbrewery.com
Boise Brewing,521 W Broad St,,Boise,ID,83702-7642,(208) 342-7655,micro,http://www.boisebrewing.com
Bombastic Brewing,,,Hayden,ID,83835,,contract,http://www.bombasticbrewing.com
Broken Horn Brewing Company,201 S Mission St,,McCall,ID,83638-,(208) 315-5772,micro,http://www.brokenhornbrewing.com
Citizen 33 Brewery,,,Driggs,ID,83422,,planning,http://www.citizen33.com
Clairvoyant Brewing,2800 W Idaho St,,Boise,ID,83702-4628,(208) 996-0095,micro,http://www.clairvoyantbrewing.com
Cloud 9 Brewery,1750 W State St,,Boise,ID,83702-3923,(208) 336-0681,brewpub,http://www.cloud9brewery.com
County Line Brewing,9115 W Chinden Blvd Ste 107,,Garden City,ID,83714-1903,(208) 830-2456,micro,http://www.countylinebrewing.com
Crescent Brewery,1521 Front St,,Nampa,ID,83651-4331,(208) 968-1034,micro,http://www.crescentbeer.com
Crooked Fence Brewing,5220 N SAWYER AVE Suite A,,GARDEN CITY,ID,83714,(208) 949-6130,micro,http://www.crookedfencebrewing.com
Daft Badger Brewing,1710 N 2nd St,,Coeur D Alene,ID,83814-3403,(208) 665-9892,brewpub,
Downdraft Brewing Co,418 W Seltice Way,,Post Falls,ID,83854-,(208) 262-4233,micro,http://www.downdraftbrewing.com
Edge Brewing Company,525 N Steelhead Way,,Boise,ID,83704-8374,(208) 995-2979,brewpub,http://www.edgebrew.com
Grand Teton Brewing Co,430 Old Jackson Hwy,,Victor,ID,83455-5500,(888) 899-1656,micro,
Hardware Brewing Co,701 E Main St,,Kendrick,ID,83537,(208) 289-5000,brewpub,http://www.hardwarebrewingco.com
Heaven's Gate Brewery,106 S Main St,,Riggins,ID,83549,(208) 628-2745,micro,
Highlands Hollow Brewhouse,2455 N Highlands Holw,,Boise,ID,83702-0962,(208) 343-6820,brewpub,http://www.highlandshollow.com
Hunga Dunga Brewing,333 N Jackson St,,Moscow,ID,83843-2065,(208) 596-4855,brewpub,
Idaho Brewing Co,775 S Capital Ave,,Idaho Falls,ID,83402-3965,(208) 589-7233,micro,http://www.idahobrewing.com
Jim Dandy Brewing,305 E Lander St,,Pocatello,ID,83201,(208) 240-0470,micro,http://www.jimdandybrewing.com
Kootenai River Brewing Co,6424 Riverside Street,,Bonners Ferry,ID,83805-1901,(208) 267-4677,brewpub,http://kootbrew.com
Koto Brewing,156 Main Ave N,,Twin Falls,ID,83301,(208) 933-2570,brewpub,http://www.koto.beer
Laughing Dog Brewing,805 Schweitzer Plaza Dr,,Ponderay,ID,83852-9823,(208) 263-9222,micro,http://www.laughingdogbrewing.com
Lost Grove Brewing,1026 S La Pointe St,,Boise,ID,83706-2827,(208) 286-2258,micro,http://www.lostgrovebrewing.com
Mad Bomber Brewing Company,9265 N Government Way,,Hayden,ID,83835-8278,(208) 762-7343,micro,http://www.madbomberbrewing.com
Mad Swede Brewing,2772 S Cole Rd Suite 140,,Boise,ID,83709-8028,(208) 922-6883,micro,http://www.madswedebrewing.com
Magic Valley Brewing,208 Broadway Ave N,,Buhl,ID,83316-1625,(208) 420-6021,brewpub,
Matchwood Brewing Company,513 Oak St,,Sandpoint,ID,83864,(208) 718-2739,brewpub,http://www.matchwoodbrewing.com
McCall Brewing Co,807 N 3rd St,,McCall,ID,83638-3806,(208) 634-3309,brewpub,http://www.mccallbrew.com
MickDuff's Brewing Co,220 Cedar St,,Sandpoint,ID,83864-1411,(208) 209-6700,micro,http://www.mickduffs.com
Milner's Gate,205 Shoshone St E,,Twin Falls,ID,83301,,brewpub,
Moscow Brewing Company,630 N Almon St Ste 130,,Moscow,ID,83843-9701,(208) 596-4058,micro,http://www.facebook.com/moscowbrewingcompany
Mother Earth Brew Co LLC,1428 Madison Ave Bldg 21K,,Nampa,ID,83687-3038,(760) 599-4225,micro,
North Idaho Mountain Brew / City Limits Pub,108 Nine Mile Rd,,Wallace,ID,83873-5021,(208) 556-1120,brewpub,
Paragon Brewing,5785 N Government Way,,Coeur D Alene,ID,83815-7329,(208) 772-9292,proprietor,http://www.paragonbrewing.com
Payette Brewing Co,733 S Pioneer St,,Boise,ID,83702-5219,(208) 344-0011,micro,http://www.payettebrewing.com
Portneuf Valley Brewing Co,615 S 1st Ave,,Pocatello,ID,83201-6557,(208) 232-1644,brewpub,http://www.portneufvalleybrewing.com
Post Falls Brewing,112 N Spokane St,,Post Falls,ID,83854-9537,(208) 773-7301,micro,http://postfallsbrewing.com
Powderhaus Brewing,9719 W Chinden Blvd,,Garden City,ID,83714-2008,(208) 376-4026,micro,http://www.powderhausbrewing.com
