col0,col1,col2,col3,col4
Unnamed: 0_level_1,Subcommittee,Chair,Ranking Member,Refs
"Agriculture, Nutrition and Forestry","Agriculture, Nutrition and Forestry",Pat Roberts (R-KS),Debbie Stabenow (D-MI),[1][2]
,"Commodities, Risk Management and Trade",John Boozman (R-AR),Sherrod Brown (D-OH),[3]
,"Conservation, Forestry and Natural Resources",Mike Braun (R-IN),Michael Bennet (D-CO),[3]
,"Livestock, Marketing and Agriculture Security",Cindy Hyde-Smith (R-MS),Kirsten Gillibrand (D-NY),[3]
,"Nutrition, Agricultural Research and Specialty Crops",Deb Fischer (R-NE),Bob Casey (D-PA),[3]
,Rural Development and Energy,Joni Ernst (R-IA),Tina Smith (D-MN),[3]
Appropriations,Appropriations,Richard Shelby (R-AL),Patrick Leahy (D-VT),[1][2]
,"Agriculture, Rural Development, Food and Drug Administration and Related Agencies",John Hoeven (R-ND),Jeff Merkley (D-OR),[4]
,"Commerce, Justice, Science and Related Agencies",Jerry Moran (R-KS),Jeanne Shaheen (D-NH),[4]
,Defense,Richard Shelby (R-AL),Dick Durbin (D-IL),[4]
,Energy and Water Development,Lamar Alexander (R-TN),Dianne Feinstein (D-CA),[4]
,Financial Services and General Government,John Kennedy (R-LA),Chris Coons (D-DE),[4]
,Homeland Security,Shelley Moore Capito (R-WV),Jon Tester (D-MT),[4]
,"Interior, Environment and Related Agencies",Lisa Murkowski (R-AK),Tom Udall (D-NM),[4]
,"Labor, Health and Human Services, Education and Related Agencies",Roy Blunt (R-MO),Patty Murray (D-WA),[4]
,Legislative Branch,Cindy Hyde-Smith (R-MS),Chris Murphy (D-CT),[4]
,"Military Construction, Veterans Affairs and Related Agencies",John Boozman (R-AR),Brian Schatz (D-HI),[4]
,"State, Foreign Operations and Related Programs",Lindsey Graham (R-SC),Patrick Leahy (D-VT),[4]
,"Transportation, Housing and Urban Development and Related Agencies",Susan Collins (R-ME),Jack Reed (D-RI),[4]
Armed Services,Armed Services,Jim Inhofe (R-OK),Jack Reed (D-RI),[1][2]
,Airland,Tom Cotton (R-AR),Angus King (I-ME),[5]
,Cybersecurity,Mike Rounds (R-SD),Joe Manchin (D-WV),[5]
,Emerging Threats and Capabilities,Joni Ernst (R-IA),Gary Peters (D-MI),[5]
,Personnel,Thom Tillis (R-NC),Kirsten Gillibrand (D-NY),[5]
,Readiness and Management Support,Dan Sullivan (R-AK),Tim Kaine (D-VA),[5]
,Seapower,David Perdue (R-GA),Mazie Hirono (D-HI),[5]
,Strategic Forces,Deb Fischer (R-NE),Martin Heinrich (D-NM),[5]
"Banking, Housing and Urban Affairs","Banking, Housing and Urban Affairs",Mike Crapo (R-ID),Sherrod Brown (D-OH),[1][2]
,Economic Policy,Tom Cotton (R-AR),Catherine Cortez Masto (D-NV),[6]
,Financial Institutions and Consumer Protection,Tim Scott (R-SC),Elizabeth Warren (D-MA),[6]
,"Housing, Transportation and Community Development",David Perdue (R-GA),Bob Menendez (D-NJ),[6]
,National Security and International Trade and Finance,Ben Sasse (R-NE),Mark Warner (D-VA),[6]
,"Securities, Insurance and Investment",Pat Toomey (R-PA),Chris Van Hollen (D-MD),[6]
Budget,Budget,Mike Enzi (R-WY),Bernie Sanders (I-VT),[1][2]
"Commerce, Science and Transportation","Commerce, Science and Transportation",Roger Wicker (R-MS),Maria Cantwell (D-WA),[1][2]
,Aviation and Space,Ted Cruz (R-TX),Kyrsten Sinema (D-AZ),[7]
,"Communications, Technology, Innovation and the Internet",John Thune (R-SD),Brian Schatz (D-HI),[7]
,"Manufacturing, Trade and Consumer Protection",Jerry Moran (R-KS),Richard Blumenthal (D-CT),[7]
,"Science, Oceans, Fisheries and Weather",Cory Gardner (R-CO),Tammy Baldwin (D-WI),[7]
,Security,Dan Sullivan (R-AK),Ed Markey (D-MA),[7]
,Transportation and Safety,Deb Fischer (R-NE),Tammy Duckworth (D-IL),[7]
Energy and Natural Resources,Energy and Natural Resources,Lisa Murkowski (R-AK),Joe Manchin (D-WV),[1][2]
,Energy,Bill Cassidy (R-LA),Martin Heinrich (D-NM),[8]
,National Parks,Steve Daines (R-MT),Angus King (I-ME),[8]
,"Public Lands, Forests and Mining",Mike Lee (R-UT),Ron Wyden (D-OR),[8]
,Water and Power,Martha McSally (R-AZ),Catherine Cortez Masto (D-NV),[8]
Environment and Public Works,Environment and Public Works,John Barrasso (R-WY),Tom Carper (D-DE),[1][2]
,Clean Air and Nuclear Safety,Mike Braun (R-IN),Sheldon Whitehouse (D-RI),[9]
,"Fisheries, Water and Wildlife",Kevin Cramer (R-ND),Tammy Duckworth (D-IL),[9]
,"Superfund, Waste Management and Regulatory Oversight",Mike Rounds (R-SD),Cory Booker (D-NJ),[9]
,Transportation and Infrastructure,Shelley Moore Capito (R-WV),Ben Cardin (D-MD),[9]
Finance,Finance,Chuck Grassley (R-IA),Ron Wyden (D-OR),[1][2]
,"Energy, Natural Resources and Infrastructure",Tim Scott (R-SC),Michael Bennet (D-CO),[10]
,Fiscal Responsibility and Economic Growth,Bill Cassidy (R-LA),Maggie Hassan (D-NH),[10]
,Health Care,Pat Toomey (R-PA),Debbie Stabenow (D-MI),[10]
,"International Trade, Customs and Global Competitiveness",John Cornyn (R-TX),Bob Casey (D-PA),[10]
,"Social Security, Pensions and Family Policy",Rob Portman (R-OH),Sherrod Brown (D-OH),[10]
,Taxation and IRS Oversight,John Thune (R-SD),Mark Warner (D-VA),[10]
Foreign Relations,Foreign Relations,Jim Risch (R-ID),Bob Menendez (D-NJ),[1][2]
,Africa and Global Health Policy,Lindsey Graham (R-SC),Tim Kaine (D-VA),[11]
,"East Asia, the Pacific and International Cybersecurity Policy",Cory Gardner (R-CO),Ed Markey (D-MA),[11]
,Europe and Regional Security Cooperation,Ron Johnson (R-WI),Jeanne Shaheen (D-NH),[11]
,"Multilateral International Development, Multilateral Institutions and International Economic, Energy and Environmental Policy",Todd Young (R-IN),Jeff Merkley (D-OR),[11]
,"Near East, South Asia, Central Asia and Counterterrorism",Mitt Romney (R-UT),Chris Murphy (D-CT),[11]
,"State Department and USAID Management, International Operations and Bilateral International Development",VACANT (R),Cory Booker (D-NJ),[11]
