col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,,CONN_102.54_SCREW,1X10_SCREW,J2,Genaric 10 terminal header,ED10567-ND,,On Shore,,OSTVN10A150,,,,
11,0.1uF,C-EU0.1UFC0402,C0402,"C1, C4, C5, C9, C10, C11, C12, C16, C17, C18, C19","CAPACITOR, European symbol",490-4759-1-ND,,Murata,,GCM155R71C104KA55D,,,,
2,100k,R-EU_100KR0402,R0402,"R10, R19","RESISTOR, European symbol",311-100KLRCT-ND,,Yageo,,RC0402FR-07100KL,,,100k,
9,10k,R-EU_10KR0402,R0402,"R1, R2, R14, R15, R16, R17, R18, R20, R21","RESISTOR, European symbol",311-10.0KLRCT-ND,,Yageo,,RC0402FR-0710KL,,,10k,
2,10k,R-EU_10KR0603,R0603,"R22, R23","RESISTOR, European symbol",311-10.0KHRCT-ND,,Yageo,,RC0603FR-0710KL,,,10k,
1,10k,R-EU_P10KR0603,R0603,R24,"RESISTOR, European symbol",P10KDBCT-ND,,Panasonic,,ERA-3AEB103V,,,10k,
2,10uF,C-EU10UFC0805,C0805,"C6, C15","CAPACITOR, European symbol",490-6473-6-ND,,Murata,,GRM21BR61C106KE15K,,,,
4,12pF,C-EU12PFC0402,C0402,"C2, C3, C7, C8","CAPACITOR, European symbol",445-5585-1-ND,,TDK,,CGA2B2C0G1H120J050BA,,,,
2,1k,R-EU_1KR0402,R0402,"R7, R9","RESISTOR, European symbol",311-1.00KLRCT-ND,,Yageo,,RC0603FR-07330RL,,,1k,
2,1uF,C-EU1UFC0603,C0603,"C13, C14","CAPACITOR, European symbol",587-1251-1-ND,,Yaiyo Yuden,,EMK107BJ105KA-T,,,,
2,27,R-EU_27R0402,R0402,"R3, R4","RESISTOR, European symbol",YAG3086CT-ND,,Yageo,,RC0402FR-0727RL,,,27,
1,2N7002,MOSFET-NCH-2N7002PW,SOT323,Q3,N-channel MOSFETs,2N7002W-FDICT-ND,,Diodes Incorporated,,2N7002W-7-F,TRANS-11151,2N7002,,
6,330,R-EU_330R0402,R0402,"R5, R6, R8, R11, R12, R13","RESISTOR, European symbol",311-330LRCT-ND,,Yageo,,RC0402FR-07330RL,,,330,
1,ATMEGA1284M,ATMEGA1284M,MLF44-TH,U1,8-bit Microcontroller with 128K Bytes In-System Programmable Flash,ATMEGA1284P-MURCT-ND,,Atmel,,ATMEGA1284P-MUR,,,,
1,AVRISP-6,AVRISP-6,AVRISP,ISP1,AVR ISP HEADER,609-3234-ND,,Amphenol,,67997-206HLF,,,,
1,BAT43WS,DIODESOD-323,SOD323-R,D1,Genaric Diode,BAT43WS-FDICT-ND,,Diodes Incorporated,,BAT43WS-7-F,,,,
1,BATTERY_COIN12MM,BATTERY_COIN12MM,LINX_BAT-HLD-012-SMT,BT1,Coin Cell Battery Holder,BAT-HLD-012-SMT-ND,,Linx,,BAT-HLD-012-SMT,,,,
1,BME280,BME280,BME280,U12,BME280 - Combined Digital Humidity and Pressure Sensor,828-1063-1-ND,BME280,Bosch,,BME280,,,,
2,BUTTON4.2X3.2,BUTTON4.2X3.2,SWITCH_4.2X3.2,"S1, S2",Genaric SPST Pushbutton,CKN10504CT-ND,,C&K,,PTS810 SJG 250 SMTR LFS,,,,
2,CLVBA-FKA,CLVBA-FKA,CLVBA-FKA,"D2, D3","Cree RGB LED, Small Package, Common Anode, CLVBA-FKA",CLVBA-FKA-CAEDH8BBB7A363CT-ND,,Cree,,CLVBA-FKA-CAEDH8BBB7A363,,,,
