col0,col1,col2,col3,col4,col5
27,-1,371601__40518_328813,40518,371601__40518_328813-1,p__Terrabacteria group
45,-1,371601__40518_328813,328813,371601__40518_328813-1,p__FCB group
50,1,371601__40518_328813,371601,371601__40518_3288131,p__FCB group
61,1,821__46503,821,821__465031,p__FCB group
85,-1,821__46503,46503,821__46503-1,p__FCB group
152,1,218538__301302,218538,218538__3013021,p__Terrabacteria group
154,-1,218538__301302,301302,218538__301302-1,p__Terrabacteria group
195,1,40518__328813,40518,40518__3288131,p__Terrabacteria group
213,-1,40518__328813,328813,40518__328813-1,p__FCB group
244,-1,1161942__29466_310298,29466,1161942__29466_310298-1,p__Terrabacteria group
268,-1,1161942__29466_310298,310298,1161942__29466_310298-1,p__FCB group
278,1,1161942__29466_310298,1161942,1161942__29466_3102981,p__Terrabacteria group
291,1,1264__165179,1264,1264__1651791,p__Terrabacteria group
316,-1,1264__165179,165179,1264__165179-1,p__FCB group
362,1,39778__1465754,39778,39778__14657541,p__Terrabacteria group
392,-1,39778__1465754,1465754,39778__1465754-1,p__FCB group
406,1,1547__470565,1547,1547__4705651,p__Terrabacteria group
444,-1,1547__470565,470565,1547__470565-1,p__FCB group
470,1,33959__47678,33959,33959__476781,p__Terrabacteria group
479,-1,33959__47678,47678,33959__47678-1,p__FCB group
524,1,29466__310298,29466,29466__3102981,p__Terrabacteria group
548,-1,29466__310298,310298,29466__310298-1,p__FCB group
579,1,28137__158847,28137,28137__1588471,p__FCB group
595,-1,28137__158847,158847,28137__158847-1,p__Terrabacteria group
624,1,861__360807,861,861__3608071,p__Fusobacteria
665,-1,861__360807,360807,861__360807-1,p__Terrabacteria group
711,-1,308994__216816_357276,216816,308994__216816_357276-1,p__Terrabacteria group
715,1,308994__216816_357276,308994,308994__216816_3572761,p__Terrabacteria group
719,-1,308994__216816_357276,357276,308994__216816_357276-1,p__FCB group
753,1,39777__84026,39777,39777__840261,p__Terrabacteria group
761,-1,39777__84026,84026,39777__84026-1,p__Terrabacteria group
786,1,817__40520,817,817__405201,p__FCB group
812,-1,817__40520,40520,817__40520-1,p__Terrabacteria group
850,1,907__39485,907,907__394851,p__Terrabacteria group
863,-1,907__39485,39485,907__39485-1,p__Terrabacteria group
905,1,905__1515,905,905__15151,p__Terrabacteria group
908,-1,905__1515,1515,905__1515-1,p__Terrabacteria group
953,1,729__487175,729,729__4871751,p__Proteobacteria
1005,-1,729__487175,487175,729__487175-1,p__Proteobacteria
1014,-1,358743__823_397865,823,358743__823_397865-1,p__FCB group
1056,1,358743__823_397865,358743,358743__823_3978651,p__Terrabacteria group
1059,-1,358743__823_397865,397865,358743__823_397865-1,p__FCB group
1101,1,187327__239935,187327,187327__2399351,p__Terrabacteria group
1105,-1,187327__239935,239935,187327__239935-1,p__PVC group
1141,1,33038__351091_1297750,33038,33038__351091_12977501,p__Terrabacteria group
1166,-1,33038__351091_1297750,351091,33038__351091_1297750-1,p__Terrabacteria group
1175,-1,33038__351091_1297750,1297750,33038__351091_1297750-1,p__FCB group
1180,1,820__28116,820,820__281161,p__FCB group
1193,-1,820__28116,28116,820__28116-1,p__FCB group
1235,-1,39490__818_204516,818,39490__818_204516-1,p__FCB group
1256,1,39490__818_204516,39490,39490__818_2045161,p__Terrabacteria group
1270,-1,39490__818_204516,204516,39490__818_204516-1,p__FCB group
1303,1,1685__28117_46506,1685,1685__28117_465061,p__Terrabacteria group
1306,-1,1685__28117_46506,28117,1685__28117_46506-1,p__FCB group
1318,-1,1685__28117_46506,46506,1685__28117_46506-1,p__FCB group
1351,1,853__1535,853,853__15351,p__Terrabacteria group
1357,-1,853__1535,1535,853__1535-1,p__Terrabacteria group
1406,1,823__397865,823,823__3978651,p__FCB group
1451,-1,823__397865,397865,823__397865-1,p__FCB group
1459,1,818__204516,818,818__2045161,p__FCB group
1494,-1,818__204516,204516,818__204516-1,p__FCB group
1551,1,216816__357276,216816,216816__3572761,p__Terrabacteria group
1559,-1,216816__357276,357276,216816__357276-1,p__FCB group
1586,1,28117__46506,28117,28117__465061,p__FCB group
1598,-1,28117__46506,46506,28117__46506-1,p__FCB group
1670,1,351091__1297750,351091,351091__12977501,p__Terrabacteria group
1679,-1,351091__1297750,1297750,351091__1297750-1,p__FCB group
