col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
,2010,,cemotev,60106072.0,Unité de Recherche,"Centre d'Etudes sur la Mondialisation, Les conflits, les territoires et les vulnérabilités",DEG,shs,140307,,,ea,4457,"mondialisatio, confli, territoir",
,2015,,cesdip,60106097.0,Unité Mixte de Recherche,Centre de recherches sociologiques sur le Droit et les institutions pénales,DEG,shs,1003499,3206.0,"CNRS, JUSTICE",umr,8183,"sociologi, droit, institu",
,2010,,dante,60106177.0,Unité de Recherche,Laboratoire de Droit des Affaires et Nouvelles Technologies,DEG,shs,105471,,,ea,4498,"droit, nouvelle, techno",
,2000,,larequoi,60106180.0,Unité de Recherche,Laboratoire de recherche en Management,DEG,shs,442419,,,ea,2452,"rech, management",
,2010,2015.0,reeds,60106206.0,Unité de Recherche,"Recherches en economie ecologique,eco-innovation et ingénierie du développement durable",DEG,shs,188876,,,ea,4456,"vellopement, innovation, recherch",!! pas de rech en forme longue
,2002,,vip,60106070.0,Unité de Recherche,Centre de recherche Versailles Saint-Quentin Institutions Publiques ,DEG,shs,492650,,,ea,3643,"institution, publi",
,2010,,cearc,60106069.0,Unité de Recherche,"Cultures, Environnement, l'Artique et ses Représentations, Climats",LSH,shs,220813,,,ea,4455,"arti, clima,  cultur",
,2000,,chcsc,60106071.0,Unité de Recherche,Centre d’Histoire Culturelle des Sociétés Contemporaines,LSH,shs,209760,,,ea,2448,"culturelle, contemporaines",verifier les affil. Liens ac inflamex
,2000,,dypac,60106099.0,Unité de Recherche,"Dynamiques patrimoniales et culturelles (Antiquité,Moyen-Age, Temps modernes)",LSH,shs,418647,,,ea,2449,"dynamique, patrimoniale, cultur",
,2015,,printemps,60106150.0,Unité Mixte de Recherche,"Laboratoire Professions, Institutions, Temporalités",LSH,shs,1236,,CNRS,umr,8085,"profession, institution, temporalit",
,2015,,2i,60106125.0,Unité Mixte de Recherche,Infection et inflammation Chronique,sante,sdv,470602,,INSERM,u,1173,"infec, infla, chroni",
closed,2015,2019.0,b2phi,60106096.0,Unité Mixte de Recherche,"Biostatistique, Biomathématique, PharmacoEpidémiologie, et Maladies Infectieuses",sante,sdv,417868,,"INSERM, PASTEUR",u,1181,"bioma, biosta, infec",
,2008,,beccoh,60106042.0,Unité de Recherche,Biomarqueurs en cancérologie et onco-hématologie,sante,sdv,526041,,,ea,4340,"biomarqueur, onco, ologie",
,2020,,breed,60106031.0,Unité Mixte de Recherche,Biologie de la Reproduction Environnement Epigénétique et Developpement,sante,sdv,1003282,,"INRAE, ENVA",umr,1198,"biologie, reproduction, d.veleppement",
,2010,,cesp,60106085.0,Unité Mixte de Recherche,CESP Centre de Recherche en épidémiologie et Santé des populations,sante,sdv,106188,,"INSERM, PARIS SUD",u,1018,"miologie, population, sant",
,2015,,endicap,60106116.0,Unité Mixte de Recherche,"Handicap neuromusculaire : Physiopathologie, Biothérapie et Pharmacologies appliquées",sante,sdv,417057,,INSERM,u,1179,end.icap,
,2020,,erphan,,Unité de Recherche,Equipe de Recherche Paramédicale sur le Handicap NeuroMoteur,sante,sdv,579968,,,ur,20201,"handicap, neuromoteur",
closed,2002,2019.0,gig,60106302.0,Unité de Recherche,"Gamétes, Implantation, Gestation",sante,sdv,472696,,,ea,7404,"gam, implanta, gest",
closed,2006,2019.0,handiresp,60106205.0,Unité de Recherche,"Laboratoire de Recherches cliniques et en santé publique sur les handicaps cognitif, psychique et moteur",sante,sdv,480327,,,ea,7405,"handicap, cognitif, moteur",
,2020,,laab,60172670.0,Unité de Recherche,"Laboratoire Anthropologie, Archéologie, Biologie",sante,sdv,579969,,,ur,20202,"anthropo, biolog",perte d’une publi car on a pas rech forme longue
,2010,,lgbc,60106178.0,Unité de Recherche,Laboratoire de Génétique et de biologie cellulaire,sante,sdv,20765,,,ea,4589,"biologie, cellulaire",
closed,2002,2019.0,lobip,60106181.0,Unité de Recherche,Laboratoire Mécanismes moléculaires et pharmacologiques de l’obstruction bronchique,sante,sdv,473589,,,ea,220,obstruction bronchique,"Doublon LMV volcans tutelle CNRS, donc retrait CNRS dans la requete"
,2006,,lppd,60106202.0,Unité Mixte de Recherche,Laboratoire Physiopathologie et pharmacologie clinique de la douleur,sante,sdv,166422,,INSERM,u,987,"physiopathol, pharmaco, douleur ",
,2012,,riscq,60106112.0,Unité de Recherche,Gestion du risque en santé des femmes et en santé périnatale,sante,sdv,221529,,,ea,7285,"risque, femme, natale",
,2020,,vim,60106244.0,Unité Mixte de Recherche,Virologie et Immunologie Moléculaires,sante,sdv,1002085,,INRAE,umr,982,"virolog, mol.culair",
closed,2015,2019.0,vima,60106201.0,Unité Mixte de Recherche,Laboratoire Viellissement et Maladies Chroniques. Approches épidémiologique et de santé publique,sante,sdv,422591,,INSERM,u,1168,"viellissement, publique",
,2015,,david,60109215.0,Unité de Recherche,Données et Algorithmes pour une ville intelligente et durable,ST,info,456060,,,ea,7431,"ville, intellige",
,2015,,gemac,60101347.0,Unité Mixte de Recherche,Groupe d'Études de la Matière Condensée ,ST,phys,14136,,CNRS,umr,8635,"group, tude, mati.re, condens",
,2015,,ilv,60106152.0,Unité Mixte de Recherche,Institut Lavoisier de Versailles,ST,chim,14457,,CNRS,umr,8180,lavoisier de versaill,
,2015,,latmos,60106194.0,Unité Mixte de Recherche,"Laboratoire Atmosphères, Milieux, Observations Spatiales",ST,sdu,541919,88261.0,"CNRS, Sorbonne",umr,8190,"atmosph, mili, obs, spatial",
,2016,,liparad,60111070.0,Unité de Recherche,Laboratoire d’informatique Parallélisme Réseaux Algorithmes Distribués,ST,info,462156,,,ea,7432,li.parad,
,2006,,lisv,60106176.0,Unité de Recherche,Laboratoire d’Ingénierie des Systèmes de Versailles,ST,spi,70384,,,ea,4048,"ing.nieri, syst.me, versaill",
,2015,,lmv,60106179.0,Unité Mixte de Recherche,Laboratoire de mathématiques de Versailles,ST,math,244899,,CNRS,umr,8100,"labora, math.matiq",
,2015,,lsce,60045588.0,Unité Mixte de Recherche,Laboratoire des sciences du climat et de l'environnement - DRF,ST,sdu,518,,"CEA, CNRS",umr,8212,"science, climat, environ.emen",
