col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
0,Dogecoin,blockchain,dogecoin/dogecoin,['PoW'],https://github.com/dogecoin/dogecoin,https://github.com/dogecoin/dogecoin,MIT,2013-12-06 11:38:05,2021-05-20 15:07:48,2021-05-18 22:12:42,1737.0,122.0,588.0,10342.0,13537.0,2021-02-28 21:14:19,1.14.3,8064212.0,90609.0,36.0,very currency.,554.0,29,True,1.0,1.0,,,,
1,Ethereum,blockchain,ethereum/go-ethereum,"['PoW', 'PoS']",https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,LGPL-3.0,2013-12-26 13:05:46,2021-05-20 12:25:21,2021-05-20 07:24:41,10222.0,196.0,5383.0,30437.0,12598.0,2021-05-05 11:22:28,1.10.3,101716.0,1667.0,100.0,Official Go implementation of the Ethereum protocol.,597.0,27,True,1.0,,,,,
2,EOS,blockchain,EOSIO/eos,['dPoS'],https://github.com/EOSIO/eos,https://github.com/EOSIO/eos,MIT,2017-04-05 17:09:53,2021-05-20 14:10:41,2021-05-20 04:18:44,3330.0,255.0,4696.0,11188.0,20547.0,2021-05-20 13:46:17,2.1.0,67635.0,1932.0,100.0,An open source smart contract platform.,278.0,27,True,1.0,,,,,
3,Dash,blockchain,dashpay/dash,['PoW'],https://github.com/dashpay/dash,https://github.com/dashpay/dash,MIT,2014-05-01 17:45:34,2021-05-20 10:14:21,2021-05-19 02:00:56,1067.0,78.0,496.0,1383.0,19070.0,2021-05-19 20:38:29,0.17.0.2,85400474.0,1067505.0,47.0,Dash - Reinventing Cryptocurrency.,506.0,27,True,1.0,1.0,,,,
4,Bitcoin,blockchain,bitcoin/bitcoin,['PoW'],https://github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,MIT,2010-12-19 15:16:43,2021-05-20 15:34:06,2021-05-20 05:43:55,19859.0,581.0,5648.0,53877.0,29050.0,2021-05-03 01:33:04,0.21.1,,,35.0,Bitcoin Core integration/staging tree.,969.0,25,True,2.0,,,,,
5,Chainlink,blockchain,smartcontractkit/chainlink,[],https://github.com/smartcontractkit/chainlink,https://github.com/smartcontractkit/chainlink,MIT,2017-11-20 19:50:46,2021-05-20 15:09:16,2021-05-19 23:33:41,488.0,31.0,171.0,1943.0,14533.0,2021-05-10 18:07:18,0.10.6,,,45.0,"node of the decentralized oracle network, bridging on and off-chain computation.",88.0,25,True,2.0,1.0,193.0,193.0,,
6,Solana,blockchain,solana-labs/solana,['PoS'],https://github.com/solana-labs/solana,https://github.com/solana-labs/solana,,2018-02-14 04:26:27,2021-05-20 15:33:19,2021-05-20 15:33:19,420.0,505.0,2362.0,2061.0,14224.0,2021-05-15 00:15:02,1.6.9,99057.0,9905.0,100.0,"Web-Scale Blockchain for fast, secure, scalable, decentralized apps and marketplaces.",155.0,24,False,2.0,,,,True,
7,TRON,blockchain,tronprotocol/java-tron,['dPoS'],https://github.com/tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,LGPL-3.0,2017-12-26 10:20:38,2021-05-20 10:49:26,2021-05-20 09:10:34,827.0,15.0,805.0,2672.0,15512.0,2021-04-27 11:01:41,GreatVoyage-v4.2.0,62607.0,1527.0,55.0,Java implementation of the Tron whitepaper.,218.0,23,True,3.0,,,,,
8,Binance chain,blockchain,binance-chain/bsc,['PoS'],https://github.com/binance-chain/bsc,https://github.com/binance-chain/bsc,LGPL-3.0,2020-05-21 06:44:14,2021-05-19 03:47:00,2021-05-10 09:11:01,151.0,71.0,92.0,449.0,12706.0,2021-05-10 16:47:42,1.0.7-ht.3,18385.0,1532.0,16.0,A Binance Smart Chain client based on the go-ethereum fork.,599.0,23,True,3.0,2.0,,,,
9,Monero,blockchain,monero-project/monero,['PoW'],https://github.com/monero-project/monero,https://github.com/monero-project/monero,,2014-04-30 14:38:28,2021-05-20 00:07:50,2021-05-12 22:03:17,2017.0,460.0,1980.0,5852.0,10359.0,2021-04-11 13:20:56,0.17.2.0,28735.0,448.0,39.0,"Monero: the secure, private, untraceable cryptocurrency.",345.0,22,False,3.0,,,,,
