col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
0,Dogecoin,blockchain,dogecoin/dogecoin,['PoW'],https://github.com/dogecoin/dogecoin,https://github.com/dogecoin/dogecoin,MIT,2013-12-06 11:38:05,2021-04-13 23:04:55,2021-02-28 17:15:53,1138.0,94.0,521.0,5011.0,13532.0,2021-02-28 21:14:19,1.14.3,7562035.0,85932.0,36.0,very currency.,552.0,28,True,1.0,,,,
1,Ethereum,blockchain,ethereum/go-ethereum,"['PoW', 'PoS']",https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,LGPL-3.0,2013-12-26 13:05:46,2021-04-15 18:21:51,2021-04-15 17:35:00,9987.0,187.0,5302.0,29453.0,12479.0,2021-04-08 11:05:48,1.10.2,109144.0,1819.0,100.0,Official Go implementation of the Ethereum protocol.,593.0,27,True,1.0,,,,
2,EOS,blockchain,EOSIO/eos,['dPoS'],https://github.com/EOSIO/eos,https://github.com/EOSIO/eos,MIT,2017-04-05 17:09:53,2021-04-15 17:29:49,2021-03-17 20:57:29,3328.0,249.0,4690.0,11114.0,15759.0,2021-03-18 18:35:49,2.0.11,64752.0,1850.0,100.0,An open source smart contract platform.,260.0,27,True,1.0,,,,
3,Dash,blockchain,dashpay/dash,['PoW'],https://github.com/dashpay/dash,https://github.com/dashpay/dash,MIT,2014-05-01 17:45:34,2021-04-15 18:21:01,2020-11-15 21:41:25,1059.0,77.0,494.0,1355.0,17989.0,2020-11-17 16:49:04,0.16.1.1,85273917.0,1079416.0,45.0,Dash - Reinventing Cryptocurrency.,496.0,27,True,1.0,,,,
4,Bitcoin,blockchain,bitcoin/bitcoin,['PoW'],https://github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,MIT,2010-12-19 15:16:43,2021-04-15 18:17:46,2021-04-15 08:48:39,19318.0,579.0,5572.0,52030.0,28535.0,2021-01-15 19:52:11,0.21.0,,,34.0,Bitcoin Core integration/staging tree.,958.0,25,True,2.0,,,,
5,Chainlink,blockchain,smartcontractkit/chainlink,[],https://github.com/smartcontractkit/chainlink,https://github.com/smartcontractkit/chainlink,MIT,2017-11-20 19:50:46,2021-04-15 18:06:20,2021-04-15 13:27:22,456.0,30.0,162.0,1774.0,14075.0,2021-04-12 17:35:33,0.10.4,,,43.0,"node of the decentralized oracle network, bridging on and off-chain computation.",83.0,24,True,2.0,173.0,173.0,,
6,TRON,blockchain,tronprotocol/java-tron,['dPoS'],https://github.com/tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,LGPL-3.0,2017-12-26 10:20:38,2021-04-15 11:24:15,2021-03-18 10:55:14,803.0,18.0,783.0,2611.0,15311.0,2021-03-18 10:12:47,GreatVoyage-v4.1.3,60703.0,1517.0,54.0,Java implementation of the Tron whitepaper.,217.0,23,True,3.0,,,,
7,Monero,blockchain,monero-project/monero,['PoW'],https://github.com/monero-project/monero,https://github.com/monero-project/monero,,2014-04-30 14:38:28,2021-04-15 15:40:23,2021-04-06 17:26:24,1936.0,454.0,1980.0,5650.0,10292.0,2021-04-11 13:20:56,0.17.2.0,28472.0,451.0,39.0,"Monero: the secure, private, untraceable cryptocurrency.",343.0,22,False,3.0,,,,
8,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-04-05 02:42:19,2020-04-29 05:57:07,2454.0,49.0,361.0,3721.0,19973.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,755.0,22,True,3.0,,,,
9,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-04-15 08:55:37,2021-04-15 07:20:27,1157.0,872.0,2246.0,4372.0,14955.0,2021-04-15 08:58:19,4.4.0,222.0,4.0,47.0,Zcash - Internet Money.,567.0,21,False,3.0,,,,
10,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-04-15 17:27:28,2021-04-14 22:43:19,595.0,212.0,578.0,2980.0,1876.0,2021-04-08 16:27:40,0.8.30,19605.0,700.0,85.0,Polkadot Node Implementation.,113.0,21,True,3.0,,,,
11,Binance chain,blockchain,binance-chain/bsc,['PoS'],https://github.com/binance-chain/bsc,https://github.com/binance-chain/bsc,LGPL-3.0,2020-05-21 06:44:14,2021-04-13 07:42:35,2021-04-03 12:51:52,97.0,32.0,55.0,287.0,11760.0,2021-03-25 06:31:47,1.0.7,9273.0,843.0,12.0,A Binance Smart Chain client based on the go-ethereum fork.,511.0,21,True,3.0,,,,
12,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-04-15 17:22:56,2021-04-15 04:45:45,217.0,213.0,556.0,1148.0,4156.0,2021-04-07 08:26:50,1.26.1,,,28.0,The core component that is used to participate in a Cardano decentralised blockchain.,74.0,20,True,3.0,,,,
13,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-04-15 15:45:54,2021-04-14 01:15:16,776.0,193.0,1022.0,2662.0,6885.0,2021-04-08 20:40:23,16.0.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,91.0,18,False,3.0,,,,
14,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-project/core,https://github.com/terra-project/core,,2018-11-18 17:11:47,2021-04-15 15:15:51,2021-04-14 00:33:53,59.0,2.0,153.0,230.0,814.0,2021-04-14 00:36:09,0.4.6,2224.0,92.0,37.0,GO implementation of the Terra Protocol.,17.0,15,False,3.0,,,,
