col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
tone,1.0,id,1.0,,INTEGER,,,,100000.0,,,km,one,,1.0,,,ciEGPXmDC801001
tone,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,two,1.0,,1.0,,ciEGPXmDC801002
tone,3.0,integer,,,INTEGER,,1.0,3.0,,-1,,,three,1.0,,,,ciEGPXmDC801003
tone,4.0,float,,,REAL,,1.0,,,3.14,,,four,,,,,ciEGPXmDC801004
tone,5.0,extra,,,TEXT,,1.0,,,,,,extra,,,,,ciEGPXmDC801005
tone,6.0,extra2,,,VARCHAR,,1.0,20.0,,DEFAULT,,,extra,,,,,ciEGPXmDC801006
,,,,,,,,,,,,,,,,,,
ttwo,1.0,id,1.0,,INTEGER,,,,,,,,one,,1.0,,,ciEGPXmDC802001
ttwo,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,two,,,,,ciEGPXmDC802002
ttwo,3.0,integer,,,INTEGER,,1.0,,,-1,,,three,1.0,,1.0,,ciEGPXmDC802003
ttwo,4.0,float,,,REAL,,1.0,,,3.14,,,four,1.0,,,,ciEGPXmDC802004
,,,,,,,,,,,,,,,,,,
tthree,1.0,id,1.0,,INTEGER,,,,,,,,one,,1.0,,,ciEGPXmDC803001
tthree,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,two,1.0,,,,ciEGPXmDC803002
tthree,3.0,integer,,,INTEGER,,,3.0,,-1,,,three,,,,,ciEGPXmDC803003
tthree,4.0,float,,,REAL,,,,,2.14,,,four,0.0,,0.0,,ciEGPXmDC803004
tthree,5.0,date,,,DATE,,,,,1990-01-01,,,,,,,,ciEGPXmDC803005
tthree,6.0,datetime,,,DATETIME,,,,,1990-01-01,,,,,,,,ciEGPXmDC803006
tthree,7.0,time,,,TIME,,,,,12:00:00 PM,,,,,,,,ciEGPXmDC803007
,,,,,,,,,,,,,,,,,,
all,1.0,all_id,,,INTEGER,,,,,,,,one,,1.0,,,ciEGPXmDC804001
all,2.0,text1,,,VARCHAR,,,20.0,,NONE,4.0,,two,,,,,ciEGPXmDC804002
all,3.0,text2,,,VARCHAR,,,20.0,,NONE,5.0,,,,,,,ciEGPXmDC804003
all,4.0,integer1,,,INTEGER,,,,,-1,3.0,,three,,,1.0,,ciEGPXmDC804004
all,5.0,integer2,,,INTEGER,,,,,-1,4.0,,four,,,1.0,,ciEGPXmDC804005
,,,,,,,,,,,,,,,,,,
geot1,1.0,geot1_id,1.0,,INTEGER,,,,,,,,,,,,,ciEGPXmDC805001
geot1,2.0,name,,,VARCHAR,,,20.0,,,,,,,,,,ciEGPXmDC805002
geot1,3.0,code,,,INTEGER,,,,,,,,,,,,,ciEGPXmDC805003
geot1,4.0,lat,,,REAL,,,,,,,,,,,,,ciEGPXmDC805004
geot1,5.0,lon,,,REAL,,,,,,,,,,,,,ciEGPXmDC805005
,,,,,,,,,,,,,,,,,,
geot2,1.0,geot2_id,1.0,,INTEGER,,,,,,,,,,,,,ciEGPXmDC806001
geot2,2.0,name,,,VARCHAR,,,20.0,,,,,,,,,,ciEGPXmDC806002
geot2,3.0,code,,,INTEGER,,,,,,,,,,,,,ciEGPXmDC806003
geot2,4.0,wkt,,,BLOB,,,,,,,,,,,,,ciEGPXmDC806004
,,,,,,,,,,,,,,,,,,
hdf5,1.0,hdf5_id,1.0,,INTEGER,,,,,,,,,,,,,ciEGPXmDC807001
,,,,,,,,,,,,,,,,,,
csv,1.0,csv_id,1.0,,INTEGER,,,,,,,,,,,,,ciEGPXmDC808001
csv,2.0,text,,,VARCHAR,,,20.0,,,,,,,,,,ciEGPXmDC808002
csv,3.0,integer,,,INTEGER,,,,,,,,,,,,,ciEGPXmDC808003
csv,4.0,real,,,REAL,,,,,,,,,,,,,ciEGPXmDC808004
,,,,,,,,,,,,,,,,,,
coding,1.0,id,1.0,,INTEGER,,,,,,,,one,,1.0,,,ciEGPXmDC809001
coding,2.0,text,,,VARCHAR,1.0,,20.0,,DEFAULT,,,two,1.0,,,,ciEGPXmDC809002
coding,3.0,integer,,,INTEGER,,,4.0,,-1,,,three,,,,,ciEGPXmDC809003
coding,4.0,float,,,REAL,,,,,2.14,,,four,0.0,,0.0,,ciEGPXmDC809004
coding,5.0,date,,,DATE,,,,,1990-01-01,,,,,,,,ciEGPXmDC809005
coding,6.0,datetime,,,DATETIME,,,,,1990-01-01,,,,,,,,ciEGPXmDC809006
coding,7.0,time,,,TIME,,,,,12:00:00 PM,,,,,,,,ciEGPXmDC809007
