col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,68,6,8.80%,76,6,7.90%,-10.50%,19_001,19.0,2.0,4.0,,
Adams,35,2,5.70%,55,8,14.50%,154.50%,19_002,19.0,2.0,4.0,,
Allamakee,158,13,8.20%,180,19,10.60%,28.30%,19_003,19.0,2.0,4.0,,
Appanoose,142,11,7.70%,146,14,9.60%,23.80%,19_004,19.0,2.0,4.0,,
Audubon,47,7,14.90%,64,C,,,19_005,19.0,2.0,4.0,,
Benton,325,21,6.50%,290,15,5.20%,-20.00%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,551",175,11.30%,"1,746",149,8.50%,-24.40%,19_007,19.0,2.0,4.0,,
Boone,317,15,4.70%,306,23,7.50%,58.80%,19_008,19.0,2.0,4.0,,
Bremer,250,15,6.00%,250,13,5.20%,-13.30%,19_009,19.0,2.0,4.0,,
Buchanan,301,23,7.60%,306,11,3.60%,-53.00%,19_010,19.0,2.0,4.0,,
Buena Vista,233,29,12.40%,286,31,10.80%,-12.90%,19_011,19.0,2.0,4.0,,
Butler,170,10,5.90%,167,8,4.80%,-18.60%,19_012,19.0,2.0,4.0,,
Calhoun,107,6,5.60%,128,10,7.80%,39.30%,19_013,19.0,2.0,4.0,,
Carroll,262,12,4.60%,274,18,6.60%,43.40%,19_014,19.0,2.0,4.0,,
Cass,158,12,7.60%,162,16,9.90%,30.00%,19_015,19.0,2.0,4.0,,
Cedar,206,12,5.80%,224,8,3.60%,-38.70%,19_016,19.0,2.0,4.0,,
Cerro Gordo,530,50,9.40%,477,41,8.60%,-8.90%,19_017,19.0,2.0,4.0,,
Cherokee,146,13,8.90%,126,9,7.10%,-19.80%,19_018,19.0,2.0,4.0,,
Chickasaw,169,13,7.70%,137,5,3.60%,-52.60%,19_019,19.0,2.0,4.0,,
Clarke,97,14,14.40%,137,16,11.70%,-19.10%,19_020,19.0,2.0,4.0,,
Clay,204,17,8.30%,192,20,10.40%,25.00%,19_021,19.0,2.0,4.0,,
Clayton,194,15,7.70%,194,8,4.10%,-46.70%,19_022,19.0,2.0,4.0,,
Clinton,591,63,10.70%,589,59,10.00%,-6.00%,19_023,19.0,2.0,4.0,,
Crawford,189,22,11.60%,235,21,8.90%,-23.20%,19_024,19.0,2.0,4.0,,
Dallas,566,27,4.80%,"1,014",36,3.60%,-25.60%,19_025,19.0,2.0,4.0,,
Davis,129,9,7.00%,142,7,4.90%,-29.30%,19_026,19.0,2.0,4.0,,
Decatur,101,8,7.90%,103,11,10.70%,34.80%,19_027,19.0,2.0,4.0,,
Delaware,227,12,5.30%,207,11,5.30%,0.50%,19_028,19.0,2.0,4.0,,
Des Moines,555,71,12.80%,518,58,11.20%,-12.50%,19_029,19.0,2.0,4.0,,
Dickinson,159,13,8.20%,161,10,6.20%,-24.00%,19_030,19.0,2.0,4.0,,
Dubuque,"1,221",83,6.80%,"1,217",95,7.80%,14.80%,19_031,19.0,2.0,4.0,,
Emmet,126,15,11.90%,126,12,9.50%,-20.00%,19_032,19.0,2.0,4.0,,
Fayette,233,19,8.20%,263,21,8.00%,-2.10%,19_033,19.0,2.0,4.0,,
Floyd,199,11,5.50%,170,12,7.10%,27.70%,19_034,19.0,2.0,4.0,,
Franklin,113,12,10.60%,134,14,10.40%,-1.60%,19_035,19.0,2.0,4.0,,
Fremont,82,4,4.90%,95,12,12.60%,158.90%,19_036,19.0,2.0,4.0,,
Greene,92,11,12.00%,95,12,12.60%,5.60%,19_037,19.0,2.0,4.0,,
Grundy,133,6,4.50%,156,9,5.80%,27.90%,19_038,19.0,2.0,4.0,,
Guthrie,134,10,7.50%,124,9,7.30%,-2.70%,19_039,19.0,2.0,4.0,,
Hamilton,192,17,8.90%,185,19,10.30%,16.00%,19_040,19.0,2.0,4.0,,
Hancock,131,9,6.90%,105,8,7.60%,10.90%,19_041,19.0,2.0,4.0,,
Hardin,208,19,9.10%,173,16,9.20%,1.20%,19_042,19.0,2.0,4.0,,
Harrison,193,15,7.80%,173,11,6.40%,-18.20%,19_043,19.0,2.0,4.0,,
Henry,264,23,8.70%,217,16,7.40%,-15.40%,19_044,19.0,2.0,4.0,,
Howard,110,6,5.50%,134,10,7.50%,36.80%,19_045,19.0,2.0,4.0,,
Humboldt,99,6,6.10%,111,12,10.80%,78.40%,19_046,19.0,2.0,4.0,,
Ida,70,5,7.10%,106,9,8.50%,18.90%,19_047,19.0,2.0,4.0,,
Iowa,183,17,9.30%,204,10,4.90%,-47.20%,19_048,19.0,2.0,4.0,,
Jackson,239,22,9.20%,219,18,8.20%,-10.70%,19_049,19.0,2.0,4.0,,
Jasper,458,33,7.20%,389,29,7.50%,3.50%,19_050,19.0,2.0,4.0,,
Jefferson,145,10,6.90%,150,16,10.70%,54.70%,19_051,19.0,2.0,4.0,,
Johnson,"1,382",55,4.00%,"1,711",53,3.10%,-22.20%,19_052,19.0,2.0,4.0,,
Jones,227,14,6.20%,200,10,5.00%,-18.90%,19_053,19.0,2.0,4.0,,
Keokuk,154,14,9.10%,118,5,4.20%,-53.40%,19_054,19.0,2.0,4.0,,
Kossuth,166,10,6.00%,156,10,6.40%,6.40%,19_055,19.0,2.0,4.0,,
Lee,410,42,10.20%,439,51,11.60%,13.40%,19_056,19.0,2.0,4.0,,
Linn,"2,715",180,6.60%,"2,900",214,7.40%,11.30%,19_057,19.0,2.0,4.0,,
Louisa,164,7,4.30%,114,18,15.80%,269.90%,19_058,19.0,2.0,4.0,,
Lucas,119,10,8.40%,95,5,5.30%,-37.40%,19_059,19.0,2.0,4.0,,
Lyon,159,6,3.80%,156,C,,,19_119,19.0,2.0,4.0,,
Madison,196,10,5.10%,200,9,4.50%,-11.80%,19_121,19.0,2.0,4.0,,
Mahaska,283,31,11.00%,301,26,8.60%,-21.10%,19_123,19.0,2.0,4.0,,
Marion,383,23,6.00%,420,29,6.90%,15.00%,19_125,19.0,2.0,4.0,,
Marshall,556,73,13.10%,589,55,9.30%,-28.90%,19_127,19.0,2.0,4.0,,
Mills,155,15,9.70%,169,16,9.50%,-2.20%,19_129,19.0,2.0,4.0,,
Mitchell,131,4,3.10%,112,C,,,19_131,19.0,2.0,4.0,,
Monona,98,13,13.30%,82,4,4.90%,-63.20%,19_133,19.0,2.0,4.0,,
Monroe,102,8,7.80%,78,8,10.30%,30.80%,19_135,19.0,2.0,4.0,,
Montgomery,139,7,5.00%,117,10,8.50%,69.70%,19_137,19.0,2.0,4.0,,
Muscatine,638,80,12.50%,596,61,10.20%,-18.40%,19_139,19.0,2.0,4.0,,
O'Brien,187,16,8.60%,169,10,5.90%,-30.80%,19_141,19.0,2.0,4.0,,
Osceola,73,5,6.80%,66,4,6.10%,-11.50%,19_143,19.0,2.0,4.0,,
Page,169,17,10.10%,200,25,12.50%,24.30%,19_145,19.0,2.0,4.0,,
Palo Alto,110,13,11.80%,92,4,4.30%,-63.20%,19_147,19.0,2.0,4.0,,
Plymouth,309,26,8.40%,310,19,6.10%,-27.20%,19_149,19.0,2.0,4.0,,
Pocahontas,73,4,5.50%,69,7,10.10%,85.10%,19_151,19.0,2.0,4.0,,
Polk,"6,216",517,8.30%,"6,690",477,7.10%,-14.30%,19_153,19.0,2.0,4.0,,
Pottawattamie,"1,184",140,11.80%,"1,303",129,9.90%,-16.30%,19_155,19.0,2.0,4.0,,
Poweshiek,212,19,9.00%,191,11,5.80%,-35.70%,19_157,19.0,2.0,4.0,,
Ringgold,69,5,7.20%,64,4,6.30%,-13.80%,19_159,19.0,2.0,4.0,,
Sac,135,6,4.40%,106,4,3.80%,-15.10%,19_161,19.0,2.0,4.0,,
Scott,"2,348",258,11.00%,"2,339",250,10.70%,-2.70%,19_163,19.0,2.0,4.0,,
Shelby,150,12,8.00%,120,9,7.50%,-6.30%,19_165,19.0,2.0,4.0,,
Sioux,457,22,4.80%,522,21,4.00%,-16.40%,19_167,19.0,2.0,4.0,,
Story,940,32,3.40%,990,39,3.90%,15.70%,19_169,19.0,2.0,4.0,,
Tama,251,24,9.60%,205,25,12.20%,27.50%,19_171,19.0,2.0,4.0,,
Taylor,87,8,9.20%,48,5,10.40%,13.30%,19_173,19.0,2.0,4.0,,
Union,127,8,6.30%,138,18,13.00%,107.10%,19_175,19.0,2.0,4.0,,
Van Buren,97,11,11.30%,95,7,7.40%,-35.00%,19_177,19.0,2.0,4.0,,
Wapello,424,56,13.20%,504,63,12.50%,-5.40%,19_179,19.0,2.0,4.0,,
Warren,513,37,7.20%,537,28,5.20%,-27.70%,19_181,19.0,2.0,4.0,,
Washington,290,13,4.50%,243,22,9.10%,102.00%,19_183,19.0,2.0,4.0,,
Wayne,79,5,6.30%,81,4,4.90%,-22.00%,19_185,19.0,2.0,4.0,,
Webster,492,51,10.40%,449,52,11.60%,11.70%,19_187,19.0,2.0,4.0,,
Winnebago,134,13,9.70%,102,9,8.80%,-9.00%,19_189,19.0,2.0,4.0,,
Winneshiek,191,13,6.80%,195,10,5.10%,-24.70%,19_191,19.0,2.0,4.0,,
Woodbury,"1,692",181,10.70%,"1,600",191,11.90%,11.60%,19_193,19.0,2.0,4.0,,
Worth,84,6,7.10%,83,4,4.80%,-32.50%,19_195,19.0,2.0,4.0,,
Wright,168,12,7.10%,160,20,12.50%,75.00%,19_197,19.0,2.0,4.0,,
State,"38,250","3,201",8.40%,"39,662","3,095",7.80%,-6.80%,,19.0,2.0,4.0,,
Rural,"5,650",429,7.60%,"5,500",397,7.20%,-4.90%,,,,,,IA_Rural_Counties
Small Urban,"13,351","1,151",8.60%,"13,666","1,101",8.10%,-6.50%,,,,,,IA_Urban_Counties
Metropolitan,"19,249","1,621",8.40%,"20,496","1,597",7.80%,-7.50%,,,,,,IA_Metropolitan_Counties
United States,"4,055,507","377,675",9.30%,"4,317,119","386,702",9.00%,-3.80%,,,,,US_National,
