col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,2500.0,2850.0,2492.0,2850.0,2017-06-16T09:02:10.0000000Z,2017-06-16T08:00:16.0000000Z,2017-06-17T00:00:00.0000000Z,2017-06-16T00:00:00.0000000Z,100,319066.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
1,4675.0,4780.0,4469.9,4488.8,2017-08-29T23:59:31.0000000Z,2017-08-29T13:16:17.0000000Z,2017-08-30T00:00:00.0000000Z,2017-08-29T00:00:00.0000000Z,11401,12350229.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
2,4627.9,4773.0,4556.9,4677.6,2017-08-30T23:59:27.0000000Z,2017-08-30T00:00:07.0000000Z,2017-08-31T00:00:00.0000000Z,2017-08-30T00:00:00.0000000Z,15029,20367169.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
3,4769.6,4835.7,4621.8,4629.0,2017-08-31T23:55:58.0000000Z,2017-08-31T00:00:02.0000000Z,2017-09-01T00:00:00.0000000Z,2017-08-31T00:00:00.0000000Z,16108,21760042.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
4,4989.8,4990.0,4721.2,4771.6,2017-09-01T23:59:59.0000000Z,2017-09-01T00:01:29.0000000Z,2017-09-02T00:00:00.0000000Z,2017-09-01T00:00:00.0000000Z,19889,29569082.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
5,4645.4,5072.9,4495.4,4990.0,2017-09-02T23:59:56.0000000Z,2017-09-02T00:00:02.0000000Z,2017-09-03T00:00:00.0000000Z,2017-09-02T00:00:00.0000000Z,38237,45057956.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
6,4618.9,4764.9,4391.1,4647.8,2017-09-03T23:59:46.0000000Z,2017-09-03T00:00:07.0000000Z,2017-09-04T00:00:00.0000000Z,2017-09-03T00:00:00.0000000Z,36027,33831732.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
7,4293.9,4634.9,4154.0,4620.5,2017-09-04T23:59:53.0000000Z,2017-09-04T00:00:03.0000000Z,2017-09-05T00:00:00.0000000Z,2017-09-04T00:00:00.0000000Z,39144,43563347.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
8,4432.0,4497.6,3925.9,4297.7,2017-09-05T23:59:49.0000000Z,2017-09-05T00:00:03.0000000Z,2017-09-06T00:00:00.0000000Z,2017-09-05T00:00:00.0000000Z,39250,42125995.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
9,4607.4,4667.1,4410.0,4430.3,2017-09-06T23:59:58.0000000Z,2017-09-06T00:00:08.0000000Z,2017-09-07T00:00:00.0000000Z,2017-09-06T00:00:00.0000000Z,28412,34024106.0,ohlcv,BITMEX_FTS_BTC_USD_170929,1DAY,2016-01-01T00:00:00,100000
