col0,col1,col2,col3,col4,col5,col6
__export__.product_uom_29,cg,1e-05,100000.0,0.01,product.product_uom_categ_kgm,Smaller than the reference UoM
__export__.product_uom_33,cL,0.01,100.0,0.01,mrp.product_uom_categ_fluid,Smaller than the reference UoM
product.product_uom_cm,cm,0.01,100.0,0.01,product.uom_categ_length,Smaller than the reference UoM
__export__.product_uom_31,dg,0.0001,10000.0,0.01,product.product_uom_categ_kgm,Smaller than the reference UoM
__export__.product_uom_32,dL,0.1,10.0,0.01,mrp.product_uom_categ_fluid,Smaller than the reference UoM
__export__.product_uom_17,dm,0.1,10.0,0.01,product.uom_categ_length,Smaller than the reference UoM
product.product_uom_gram,g,0.001,1000.0,0.01,product.product_uom_categ_kgm,Smaller than the reference UoM
product.product_uom_kgm,kg,1.0,1.0,0.01,product.product_uom_categ_kgm,Reference UoM for this category
product.product_uom_km,km,1000.0,0.001,0.01,product.uom_categ_length,Bigger than the reference UoM
mrp.product_uom_litre,Litre,1.0,1.0,0.01,mrp.product_uom_categ_fluid,Reference UoM for this category
product.product_uom_meter,m,1.0,1.0,0.01,product.uom_categ_length,Reference UoM for this category
__export__.product_uom_35,m³,1000.0,0.001,0.01,mrp.product_uom_categ_fluid,Bigger than the reference UoM
__export__.product_uom_30,mg,1e-06,1000000.0,0.01,product.product_uom_categ_kgm,Smaller than the reference UoM
__export__.product_uom_34,mL,0.001,1000.0,0.01,mrp.product_uom_categ_fluid,Smaller than the reference UoM
__export__.product_uom_19,mm,0.001,1000.0,0.01,product.uom_categ_length,Smaller than the reference UoM
product.product_uom_unit,PCE,1.0,1.0,1.0,product.product_uom_categ_unit,Reference UoM for this category
