col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"1,968",20,10.2,"1,725",15,8.7,-14.40%,19_001,19.0,2.0,4.0,,
Adams,"1,073",11,10.3,849,28,33.0,221.70%,19_002,19.0,2.0,4.0,,
Allamakee,"3,731",32,8.6,"3,310",48,14.5,69.10%,19_003,19.0,2.0,4.0,,
Appanoose,"3,255",64,19.7,"2,894",78,27.0,37.10%,19_004,19.0,2.0,4.0,,
Audubon,"1,771",25,14.1,"1,339",37,27.6,95.70%,19_005,19.0,2.0,4.0,,
Benton,"6,924",96,13.9,"6,646",68,10.2,-26.20%,19_006,19.0,2.0,4.0,,
Black Hawk,"29,545",506,17.1,"28,496",627,22.0,28.50%,19_007,19.0,2.0,4.0,,
Boone,"6,515",51,7.8,"6,279",133,21.2,170.60%,19_008,19.0,2.0,4.0,,
Bremer,"5,627",39,6.9,"5,513",48,8.7,25.60%,19_009,19.0,2.0,4.0,,
Buchanan,"6,031",112,18.6,"5,676",56,9.9,-46.90%,19_010,19.0,2.0,4.0,,
Buena Vista,"5,179",53,10.2,"5,056",98,19.4,89.40%,19_011,19.0,2.0,4.0,,
Butler,"3,734",32,8.6,"3,503",41,11.7,36.60%,19_012,19.0,2.0,4.0,,
Calhoun,"2,564",18,7.0,"2,052",24,11.7,66.60%,19_013,19.0,2.0,4.0,,
Carroll,"5,769",29,5.0,"5,176",60,11.6,130.60%,19_014,19.0,2.0,4.0,,
Cass,"3,488",36,10.3,"3,188",74,23.2,124.90%,19_015,19.0,2.0,4.0,,
Cedar,"4,609",41,8.9,"4,537",41,9.0,1.60%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"11,046",259,23.4,"9,491",257,27.1,15.50%,19_017,19.0,2.0,4.0,,
Cherokee,"3,212",43,13.4,"2,555",47,18.4,37.40%,19_018,19.0,2.0,4.0,,
Chickasaw,"3,423",23,6.7,"3,035",35,11.5,71.60%,19_019,19.0,2.0,4.0,,
Clarke,"2,402",43,17.9,"2,346",46,19.6,9.50%,19_020,19.0,2.0,4.0,,
Clay,"4,289",74,17.3,"3,830",78,20.4,18.00%,19_021,19.0,2.0,4.0,,
Clayton,"4,735",43,9.1,"4,204",28,6.7,-26.70%,19_022,19.0,2.0,4.0,,
Clinton,"12,840",142,11.1,"11,590",287,24.8,123.90%,19_023,19.0,2.0,4.0,,
Crawford,"4,495",78,17.4,"4,516",70,15.5,-10.70%,19_024,19.0,2.0,4.0,,
Dallas,"11,487",93,8.1,"19,221",117,6.1,-24.80%,19_025,19.0,2.0,4.0,,
Davis,"2,317",36,15.5,"2,550",33,12.9,-16.70%,19_026,19.0,2.0,4.0,,
Decatur,"2,002",31,15.5,"1,918",23,12.0,-22.60%,19_027,19.0,2.0,4.0,,
Delaware,"5,334",53,9.9,"4,483",50,11.2,12.20%,19_028,19.0,2.0,4.0,,
Des Moines,"10,328",240,23.2,"9,343",169,18.1,-22.20%,19_029,19.0,2.0,4.0,,
Dickinson,"3,599",40,11.1,"3,227",40,12.4,11.50%,19_030,19.0,2.0,4.0,,
Dubuque,"22,779",253,11.1,"22,252",348,15.6,40.80%,19_031,19.0,2.0,4.0,,
Emmet,"2,674",44,16.5,"2,370",74,31.2,89.80%,19_032,19.0,2.0,4.0,,
