col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
SBC-survey-algae-Castorani_Lamy,SBC,0BxUZSA1Gn1HZZWl6d3BMeVNlT0U,macroalgae,macro,sessile_passive,primary producers,marine,total,0.131121987733522,0.37397783338434,0.350614330659451,11,16,2001,2016,15,0.024931855558956,0.0087414658489014
SBC-survey-fish-Castorani_Lamy,SBC,0BxUZSA1Gn1HZeEtNSEtJRDQxa2M,fish,macro,mobile_active,predators,marine,total,0.475223812359803,1.09478956806483,0.434077768205095,11,16,2001,2016,15,0.0729859712043223,0.0316815874906535
SBC-survey-mobile_invert-Castorani_Lamy,SBC,0BxUZSA1Gn1HZWVZsdFdrRmhpTm8,mobile invertebrates,meso,mobile_active,primary consumers,marine,total,0.138971888299359,0.562277184848343,0.247159038360843,11,16,2001,2016,15,0.0374851456565562,0.0092647925532905
SBC-survey-sessile_invert-Castorani_Lamy,SBC,0BxUZSA1Gn1HZYVp0MXBod2oxczQ,sessile invertebrates,meso,sessile_passive,primary consumers,marine,total,0.0879930931872403,0.327485592035531,0.268693021394643,11,16,2001,2016,15,0.0218323728023687,0.0058662062124826
SBC-experiment-algae-Castorani,SBC,0BxUZSA1Gn1HZWDkwN1hwNmVUcEE,macroalgae,macro,sessile_passive,primary producers,marine,total,0.460803153243819,0.838452552839238,0.549587632220105,4,9,2008,2016,8,0.104806569104905,0.0576003941554774
SBC-experiment-fish-Castorani,SBC,0BxUZSA1Gn1HZVXAyRk9QVV9fYkU,fish,macro,mobile_active,predators,marine,total,0.99214624031685,1.24028173220816,0.799936187522863,4,9,2008,2016,8,0.15503521652602,0.124018280039606
SBC-experiment-mobile_invert-Castorani,SBC,0BxUZSA1Gn1HZYXpqcFVRUUs0YVE,mobile invertebrates,meso,mobile_active,primary consumers,marine,total,0.416370757777041,0.542744045116999,0.767158592568776,4,9,2008,2016,8,0.0678430056396248,0.0520463447221301
SBC-experiment-sessile_invert-Castorani,SBC,0BxUZSA1Gn1HZclVoLVlONlgtcTg,sessile invertebrates,meso,sessile_passive,primary consumers,marine,total,0.404982229808556,0.486098661231113,0.833127638703799,4,9,2008,2016,8,0.0607623326538892,0.0506227787260695
MCR-algae,MCR,0BxUZSA1Gn1HZenhxaVJ6bWtVdDg,algae,macro,sessilve_passive,primary producers,marine,total,0.128561681046326,0.167908608604765,0.765664620263413,6,10,2006,2015,9,0.0186565120671962,0.0142846312273695
MCR-coral,MCR,0BxUZSA1Gn1HZZGR2VjdMbmU3Mm8,coral,macro,sessilve_passive,primary producers,marine,total,0.526812576869519,0.579173058518334,0.909594410722822,6,11,2005,2015,10,0.0579173058518334,0.0526812576869519
MCR-fish,MCR,0BxUZSA1Gn1HZV3BuelZVN1NRUnc,fish,macro,mobile_active,consumers,marine,total,0.51246917652258,0.791667380531826,0.647328902421512,6,10,2006,2015,9,0.087963042281314,0.05694101961362
MCR-inverts,MCR,0BxUZSA1Gn1HZTnYzZVdwM3hyN2M,invertebrates,macro,mobile_active,consumers,marine,total,0.0969546891024082,0.187547916065366,0.516959564981873,6,11,2005,2015,10,0.0187547916065366,0.0096954689102408
CSUN-USVI-coral,CSUN-USVI,0BxUZSA1Gn1HZZGowdUVCTTdtXzg,coral,macro,sessilve_passive,primary producers,marine,total,0.333392835172116,0.626674368421043,0.532003305021276,6,24,1992,2015,23,0.0272467116704801,0.0144953406596572
NWT-plants-hallett-sokol,NWT,0B2P104M94skvQzE2QUMtNHpCcXc,plants,macro,sessile_passive,primary producers,terrestrial,total,0.0413213620128443,0.181132776537577,0.228127469819202,88,11,1989,2014,25,0.007245311061503,0.0016528544805137
FCE-algae-Marazzi,FCE,0B2P104M94skvbVdsYUc4amdSLWc,algae,micro,sessile_passive,primary producers,freshwater,total,0.124199604307678,0.587737571982797,0.211318129430925,174,7,2005,2011,6,0.0979562619971329,0.0206999340512797
FCE-diatoms-Marazzi,FCE,0B7o8j0RLpcxiaHFtUTk2cmV1RFU,diatoms,micro,sessile_passive,primary producers,freshwater,total,0.100466131445556,0.495271075157593,0.202850795220755,171,7,2005,2011,6,0.0825451791929322,0.016744355240926
JRN-lizards-Hope,JRN,0B7o8j0RLpcxiYW10X1djMTBGM0U,lizards,macro,mobile_active,predators,terrestrial,total,0.20548179273919,0.517800510439555,0.396835824987425,9,16,1990,2005,15,0.0345200340293037,0.0136987861826127
NTL-fish-Stanley-Lottig,NTL,0B2P104M94skvOVBOZnIyUGQ1ZVU,fish,macro,mobile_active,predators,freshwater,total,0.373903364325249,0.391703871899593,0.954556212354961,11,37,1981,2017,36,0.010880663108322,0.0103862045645902
NTL-macroinverts-Stanley-Lottig,NTL,0B2P104M94skvTjJYYmZ4MnVLN28,macroinvertebrates,meso,mobile_active,consumers,freshwater,total,0.122784868672464,0.233624769228794,0.525564429995085,7,33,1983,2015,32,0.0073007740383998,0.0038370271460145
NTL-Zooplankton-Stanley-Lottig,NTL,0B2P104M94skvcUl6eGhhSDhtaDA,zooplankton,micro,mobile_passive,consumers,freshwater,total,0.273623032587317,0.547876180482919,0.499424947341451,7,34,1982,2015,33,0.0166023084994824,0.0082916070481005
MCM-diatoms-schulte-sokol,MCM,0B2P104M94skvOWdNYWVydE11bXM,diatoms,micro,sessile_passive,primary producers,freshwater,total,0.345206935418863,0.501465837503911,0.68839571831485,5,10,1994,2013,19,0.0263929388159953,0.018168786074677
