col0,col1,col2,col3,col4,col5
Abeokuta flyover,678730976.0,http://dbpedia.org/resource/Abeokuta,47608715.0,The First Pedestrian Bridge in Ogun State,http://dbpedia.org/resource/Overpass
Los Alamitos Circle,,,,,
Kellogg Interchange,,,,,
Tropicana – Las Vegas Boulevard intersection,,,,,
银行交叉口,,,,,
Mousetrap (Denver),,,,,
Ngauranga Interchange,,,,,
,,,,,
,,,,,
Kwame Nkrumah Interchange,675624547.0,,40910589.0,,
Bosiljevo 2 interchange,653675291.0,,29169595.0,,
Peace Circle,,,,,
Orehovica interchange,,,,,
Brielle Circle,,,,,
Eatontown Circle,,,,,
Asokwa Interchange,,,,,
Indira Gandhi Chowk,654467636.0,,40788750.0,,
Échangeur circulaire (Chicago),,,12643088.0,,
Spaghetti Bowl (Las Vegas),,,,,
