col0,col1,col2
AM910404/Nicaragua,Nicaragua,Xanthosoma spp.
AM910403/Nicaragua,Nicaragua,Xanthosoma spp.
AM910407/Nicaragua,Nicaragua,Xanthosoma spp.
AM910406/Nicaragua,Nicaragua,Xanthosoma spp.
AM910405/Nicaragua,Nicaragua,Xanthosoma spp.
AM910401/Nicaragua,Nicaragua,Xanthosoma spp.
AM910400/Nicaragua,Nicaragua,Xanthosoma spp.
AM910398/Nicaragua,Nicaragua,Xanthosoma spp.
AM910399/Nicaragua,Nicaragua,Xanthosoma spp.
HQ207542/India,India,Xanthosoma sagittifolium
HQ207538/India,India,Amorphophallus paeoniifolius
HQ207533/India,India,Amorphophallus paeoniifolius
HQ207535/India,India,Amorphophallus paeoniifolius
HQ207532/India,India,Amorphophallus paeoniifolius
HQ207539/India,India,Amorphophallus paeoniifolius
HQ207534/India,India,Amorphophallus paeoniifolius
HQ207536/India,India,Amorphophallus paeoniifolius
HQ207537/India,India,Amorphophallus paeoniifolius
HQ207540/India,India,Amorphophallus paeoniifolius
DQ925464/VietNam,VietNam,Colocasia esculenta
LC114495/Japan,Japan,Amorphophallus konjac
LC114510/Japan,Japan,Amorphophallus konjac
AJ628756/China,China,Pinellia ternata
LC114506/Japan,Japan,Amorphophallus konjac
LC114505/Japan,Japan,Amorphophallus konjac
LC114497/Japan,Japan,Amorphophallus konjac
LC114493/Japan,Japan,Amorphophallus konjac
JN692172/China,China,Colocasia esculenta
LC114498/Japan,Japan,Amorphophallus konjac
LC114513/Japan,Japan,Amorphophallus konjac
AY994105/NewZealand,NewZealand,Colocasia esculenta
AY994104/NewZealand,NewZealand,Colocasia esculenta
DQ925466/VietNam,VietNam,Typhonium trilobatum
HQ207541/India,India,Colocasia esculenta
HQ207530/India,India,Amorphophallus paeoniifolius
HQ207531/India,India,Amorphophallus paeoniifolius
CW_G4_1/Florida,Florida,Caladium x hortulanum
WX_Fl1/Florida,Florida,Caladium x hortulanum
PJ_G2_2/Florida,Florida,Caladium x hortulanum
FC_3B_1/Florida,Florida,Caladium x hortulanum
MM_G2-1/Florida,Florida,Caladium x hortulanum
MM_1_5/Florida,Florida,Caladium x hortulanum
El_G2_3/Florida,Florida,Caladium x hortulanum
El_1_2/Florida,Florida,Caladium x hortulanum
El_1_1/Florida,Florida,Caladium x hortulanum
El_G2_2/Florida,Florida,Caladium x hortulanum
FH_G2_5/Florida,Florida,Caladium x hortulanum
FH_2G_3/Florida,Florida,Caladium x hortulanum
PJ_4G_4/Florida,Florida,Caladium x hortulanum
Aa_1_4/Florida,Florida,Caladium x hortulanum
Aa_1_1/Florida,Florida,Caladium x hortulanum
Aa_2_1/Florida,Florida,Caladium x hortulanum
CW_2/Florida,Florida,Caladium x hortulanum
Aa_G1_3/Florida,Florida,Caladium x hortulanum
PB_G4_3/Florida,Florida,Caladium x hortulanum
PB_G4_1/Florida,Florida,Caladium x hortulanum
FC_4B_1/Florida,Florida,Caladium x hortulanum
CW_G_4_4/Florida,Florida,Caladium x hortulanum
CW_G5_5/Florida,Florida,Caladium x hortulanum
KJ786965/India,India,Amorphophallus paeoniifolius
AF169832/Taiwan,Taiwan,not reported
KT026108/India,India,Colocasia esculenta
LC114514/Japan,Japan,Amorphophallus konjac
LC114500/Japan,Japan,Amorphophallus konjac
LC114507/Japan,Japan,Amorphophallus konjac
AJ298036/Japan,Japan,Colocasia esculenta
DQ925465/VietNam,VietNam,Colocasia esculenta
LC114502/Japan,Japan,Amorphophallus konjac
LC114499/Japan,Japan,Amorphophallus konjac
LC114494/Japan,Japan,Amorphophallus konjac
LC114509/Japan,Japan,Amorphophallus konjac
LC114508/Japan,Japan,Amorphophallus konjac
Aa_2/Florida,Florida,Caladium x hortulanum
Aa_1/Florida,Florida,Caladium x hortulanum
CJr_G2_4/Florida,Florida,Caladium x hortulanum
CJr_G2_3/Florida,Florida,Caladium x hortulanum
AF048981/Florida,Florida,Caladium x hortulanum
PJ_G4_2/Florida,Florida,Caladium x hortulanum
PJ_G4_1/Florida,Florida,Caladium x hortulanum
AJ298035/Japan,Japan,Colocosia esculenta
LC114496/Japan,Japan,Amorphophallus konjac
JN692173/China,China,Colocasia esculenta
EF199550/China,China,Amorphophallus konjac
DMU08124/Florida,Florida,Colocasia esculenta
LC114512/Japan,Japan,Amorphophallus konjac
AF511485/Taiwan,Taiwan,Zantedeschia aethiopica
KT372699/Taiwan,Taiwan,Zantedeschia aethiopica
CJr_G1_4/Florida,Florida,Caladium x hortulanum
CJr_G1_3/Florida,Florida,Caladium x hortulanum
Aa_G2_4/Florida,Florida,Caladium x hortulanum
PB_H4_2/Florida,Florida,Caladium x hortulanum
CW_2H_1/Florida,Florida,Caladium x hortulanum
CW_2H_2/Florida,Florida,Caladium x hortulanum
CW_G3_3/Florida,Florida,Caladium x hortulanum
FH_2H_3/Florida,Florida,Caladium x hortulanum
CW_H4_2/Florida,Florida,Caladium x hortulanum
PB_2G_3/Florida,Florida,Caladium x hortulanum
CW_H4_3/Florida,Florida,Caladium x hortulanum
PB_2H_1/Florida,Florida,Caladium x hortulanum
AJ298034/China,China,Caladium x hortulanum
DMU00122/Florida,Florida,Colocasia esculenta
PB_H1_1/Florida,Florida,Caladium x hortulanum
AJ298033/China,China,Zantedeschia aethiopica
LC114515/Japan,Japan,Amorphophallus konjac
LC114501/Japan,Japan,Amorphophallus konjac
LC114511/Japan,Japan,Amorphophallus konjac
HQ207529/India,India,Amorphophallus paeoniifolius
FJ160764/India,India,Amorphophallus paeoniifolius
Aa_G1_1/Florida,Florida,Caladium x hortulanum
MM_G2_3/Florida,Florida,Caladium x hortulanum
PB_G2_4/Florida,Florida,Caladium x hortulanum
FH_G2_2/Florida,Florida,Caladium x hortulanum
PB_G2_2/Florida,Florida,Caladium x hortulanum
PB_G1_1/Florida,Florida,Caladium x hortulanum
FC_G4B_3/Florida,Florida,Caladium x hortulanum
FH_2G_4/Florida,Florida,Caladium x hortulanum
RF_160_1/Florida,Florida,Caladium x hortulanum
Aa_14_4/Florida,Florida,Caladium x hortulanum
FC_G1B_1/Florida,Florida,Caladium x hortulanum
FC_G1B_2/Florida,Florida,Caladium x hortulanum
CW_G5_2/Florida,Florida,Caladium x hortulanum
CW_G66_3/Florida,Florida,Caladium x hortulanum
FC_G4B_2/Florida,Florida,Caladium x hortulanum
CW_G66_4/Florida,Florida,Caladium x hortulanum
PB_H3_5/Florida,Florida,Caladium x hortulanum
CW_2G_2/Florida,Florida,Caladium x hortulanum
CW_H2_5/Florida,Florida,Caladium x hortulanum
