col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
,1,0,tpl2.0.png,0,2241,1670,946,561,2231,3187,解答题,21,21,59
,1,1,tpl2.1.png,0,120,140,985,2013,2153,1105,解答题,22,22,60
,1,1,tpl2.1.png,0,1117,139,947,2029,2168,2064,解答题,22,22,60
,1,1,tpl2.1.png,0,2073,136,939,2015,2151,3012,解答题,22,22,60
,1,0,tpl2.0.png,0,277,1288,948,643,1931,1225,解答题,5,5,61
,1,0,tpl2.0.png,0,273,1919,950,305,2224,1223,解答题,6,6,62
,1,0,tpl2.0.png,0,1270,206,937,584,790,2207,解答题,6,6,62
,1,0,tpl2.0.png,0,1279,783,933,707,1490,2212,解答题,9,9,64
,1,0,tpl2.0.png,0,1272,1479,942,746,2225,2214,解答题,13,13,65
,1,0,tpl2.0.png,0,2231,1240,950,434,1674,3181,解答题,20,20,66
,1,0,tpl2.0.png,0,2240,864,953,367,1231,3193,解答题,16,16,67
,1,0,tpl2.0.png,0,2239,202,941,654,856,3180,解答题,15,15,68
,2,0,tpl3.0.png,0,258,1490,978,716,2206,1236,解答题,17,17,38
,2,0,tpl3.0.png,0,1266,186,928,567,753,2194,解答题,17,17,38
,2,1,tpl3.1.png,0,1105,152,965,2036,2188,2070,解答题,21,21,39
,2,1,tpl3.1.png,0,2047,148,959,2036,2184,3006,解答题,22,22,41
,2,1,tpl3.1.png,0,167,159,949,2023,2182,1116,解答题,20,20,42
,2,0,tpl3.0.png,0,1263,731,940,1451,2182,2203,解答题,18,18,43
,2,0,tpl3.0.png,0,2237,186,891,2002,2188,3128,解答题,19,19,44
,2,0,tpl3.0.png,0,251,1238,981,184,1422,1232,填空题,13,16,45
,3,0,tpl4.0.png,0,182,1641,1244,422,2063,1426,解答题,61,61,107
,3,1,tpl4.1.png,0,228,1041,1229,1036,2077,1457,解答题,63,63,108
,3,1,tpl4.1.png,0,224,205,1221,847,1052,1445,解答题,62,62,110
,4,1,tpl5.1.png,0,199,806,1243,621,1427,1442,解答题,17,17,30
,4,0,tpl5.0.png,0,208,1169,1243,246,1415,1451,解答题,14,14,31
,4,0,tpl5.0.png,0,204,959,1242,217,1176,1446,解答题,13,13,33
,4,1,tpl5.1.png,0,196,230,1246,600,830,1442,解答题,16,16,34
,4,1,tpl5.1.png,0,202,1409,1240,700,2109,1442,解答题,18,18,35
,4,0,tpl5.0.png,0,207,1397,1243,713,2110,1450,解答题,15,15,36
,5,1,tpl6.1.png,0,179,1478,1269,603,2081,1448,解答题,34,34,102
,5,0,tpl6.0.png,0,219,1268,1247,812,2080,1466,解答题,31,31,103
,5,1,tpl6.1.png,0,181,878,1281,623,1501,1462,解答题,33,33,104
,5,1,tpl6.1.png,0,197,186,1259,716,902,1456,解答题,32,32,105
,6,0,tpl7.0.png,0,230,1588,1276,494,2082,1506,解答题,27,27,74
,6,1,tpl7.1.png,0,179,1075,1248,1019,2094,1427,解答题,29,29,75
,6,1,tpl7.1.png,0,178,198,1258,885,1083,1436,解答题,28,28,77
,6,0,tpl7.0.png,0,231,1015,1257,592,1607,1488,解答题,26,26,78
,7,0,tpl8.0.png,0,244,1735,1242,356,2091,1486,解答题,27,27,54
,7,1,tpl8.1.png,0,176,189,1253,416,605,1429,解答题,27,27,54
,7,1,tpl8.1.png,0,178,1316,1252,764,2080,1430,解答题,29,29,55
,7,1,tpl8.1.png,0,175,584,1250,744,1328,1425,解答题,28,28,57
,7,0,tpl8.0.png,0,244,1052,1242,701,1753,1486,解答题,26,26,58
,8,1,tpl9.1.png,0,179,228,1251,651,879,1430,解答题,27,27,79
,8,1,tpl9.1.png,0,186,1474,1250,646,2120,1436,解答题,29,29,80
,8,1,tpl9.1.png,0,181,867,1259,616,1483,1440,解答题,28,28,82
,8,0,tpl9.0.png,0,223,1065,1241,1038,2103,1464,解答题,26,26,83
,9,1,tpl10.1.png,0,192,1444,1248,655,2099,1440,解答题,34,34,92
,9,0,tpl10.0.png,0,206,1210,1247,870,2080,1453,解答题,31,31,93
,9,1,tpl10.1.png,0,196,750,1257,699,1449,1453,解答题,33,33,94
,9,1,tpl10.1.png,0,195,208,1245,569,777,1440,解答题,32,32,95
,10,0,tpl29.0.png,0,275,1496,981,695,2191,1256,解答题,17,17,46
,10,0,tpl29.0.png,0,1270,187,934,565,752,2204,解答题,17,17,46
,10,1,tpl29.1.png,0,1126,149,927,2039,2188,2053,解答题,21,21,47
,10,1,tpl29.1.png,0,2073,149,932,2039,2188,3005,解答题,22,22,49
,10,1,tpl29.1.png,0,177,155,915,2035,2190,1092,解答题,20,20,50
,10,0,tpl29.0.png,0,1278,732,929,1463,2195,2207,解答题,18,18,51
,10,0,tpl29.0.png,0,2235,187,904,2005,2192,3139,解答题,19,19,52
,10,0,tpl29.0.png,0,270,1241,986,188,1429,1256,填空题,13,16,53
