col0,col1,col2,col3,col4,col5,col6,col7
Q15796-2,K,K19,Acetylation,2,PRO,,17074756
Q15796-2,S,S435,Phosphorylation,2,PRO,"[transforming growth factor beta type II receptor homodimeric complex phosphorylated form (human),PR:000025963,pro_id]",17074756
Q15796-2,S,S437,Phosphorylation,2,PRO,"[transforming growth factor beta type II receptor homodimeric complex phosphorylated form (human),PR:000025963,pro_id]",17074756
Q15796-1,K,K19,Acetylation,2,PRO,,17074756
Q15796-1,S,S2,Phosphorylation,0,HPRD,,20068231
Q15796-1,S,S110,Phosphorylation,0,HPRD,"[CAMK2A,Q9UQM7,uniprot_ac]",11027280
Q15796-1,S,S240,Phosphorylation,2,"HPRD,PRO","[CAMK2A,Q9UQM7,uniprot_ac],[calcium/calmodulin-dependent protein kinase type II chain,PR:000003197,pro_id]",11027280
Q15796-1,S,S245,Phosphorylation,4,"PRO,HPRD","[hMAPK3/iso:1/Phos:1,PR:000026189,pro_id],[MAP2K1/iso:1/Phos:1,PR:000026196,pro_id],[MAPK1,P28482,uniprot_ac]","12193595,10197981"
Q15796-1,S,S250,Phosphorylation,4,"PRO,HPRD","[MAP2K1/iso:1/Phos:1,PR:000026196,pro_id],[MAPK1,P28482,uniprot_ac],[hMAPK3/iso:1/Phos:1,PR:000026189,pro_id]","10197981,12193595"
Q15796-1,S,S255,Phosphorylation,3,PRO,"[MAP2K1/iso:1/Phos:1,PR:000026196,pro_id],[hMAPK3/iso:1/Phos:1,PR:000026189,pro_id]","10197981,12193595"
Q15796-1,S,S260,Phosphorylation,0,HPRD,"[CAMK2A,Q9UQM7,uniprot_ac]",11027280
Q15796-1,S,S458,Phosphorylation,0,HPRD,,"18691976,18669648,19415658,20068231"
Q15796-1,S,S460,Phosphorylation,0,HPRD,,20068231
Q15796-1,S,S464,Phosphorylation,2,HPRD,"[ACVR1B,P36896,uniprot_ac],[TGFBR1,P36897,uniprot_ac]","9892009,9346908"
Q15796-1,S,S465,Phosphorylation,4,"PRO,HPRD","[transforming growth factor beta type II receptor homodimeric complex phosphorylated form (human),PR:000025963,pro_id],[ACVR1B,P36896,uniprot_ac],[TGFBR1,P36897,uniprot_ac]","11027280,17074756,9892009,9346966,12193595,8980228,9346908"
