col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,"4,530",110,2.40%,"4,430",180,4.10%,67.30%,19_001,19.0,2.0,4.0,,
Adams,"2,130",90,4.20%,"2,130",90,4.20%,0.00%,19_002,19.0,2.0,4.0,,
Allamakee,"7,420",290,3.90%,"7,940",500,6.30%,61.10%,19_003,19.0,2.0,4.0,,
Appanoose,"6,550",280,4.30%,"5,990",330,5.50%,28.90%,19_004,19.0,2.0,4.0,,
Audubon,"3,350",100,3.00%,"3,230",140,4.30%,45.20%,19_005,19.0,2.0,4.0,,
Benton,"11,790",290,2.50%,"14,500",600,4.10%,68.20%,19_006,19.0,2.0,4.0,,
Black Hawk,"68,200","2,000",2.90%,"73,400","3,000",4.10%,39.40%,19_007,19.0,2.0,4.0,,
Boone,"13,720",310,2.30%,"15,670",560,3.60%,58.20%,19_008,19.0,2.0,4.0,,
Bremer,"12,600",300,2.40%,"14,000",500,3.60%,50.00%,19_009,19.0,2.0,4.0,,
Buchanan,"10,890",340,3.10%,"11,150",450,4.00%,29.30%,19_010,19.0,2.0,4.0,,
Buena Vista,"10,820",230,2.10%,"10,560",380,3.60%,69.30%,19_011,19.0,2.0,4.0,,
Butler,"7,340",270,3.70%,"8,490",390,4.60%,24.90%,19_012,19.0,2.0,4.0,,
Calhoun,"4,730",140,3.00%,"5,290",180,3.40%,15.00%,19_013,19.0,2.0,4.0,,
Carroll,"12,390",290,2.30%,"12,350",350,2.80%,21.10%,19_014,19.0,2.0,4.0,,
Cass,"7,310",310,4.20%,"7,650",350,4.60%,7.90%,19_015,19.0,2.0,4.0,,
Cedar,"9,440",220,2.30%,"11,290",410,3.60%,55.80%,19_016,19.0,2.0,4.0,,
Cerro Gordo,"25,790",780,3.00%,"25,810","1,220",4.70%,56.30%,19_017,19.0,2.0,4.0,,
Cherokee,"6,850",150,2.20%,"6,450",230,3.60%,62.80%,19_018,19.0,2.0,4.0,,
Chickasaw,"7,160",560,7.80%,"6,840",340,5.00%,-36.40%,19_019,19.0,2.0,4.0,,
Clarke,"5,190",160,3.10%,"4,870",220,4.50%,46.50%,19_020,19.0,2.0,4.0,,
Clay,"10,330",250,2.40%,"9,850",330,3.40%,38.40%,19_021,19.0,2.0,4.0,,
Clayton,"10,190",400,3.90%,"10,000",540,5.40%,37.60%,19_022,19.0,2.0,4.0,,
Clinton,"26,490",920,3.50%,"28,100","1,170",4.20%,19.90%,19_023,19.0,2.0,4.0,,
Crawford,"8,830",200,2.30%,"9,420",310,3.30%,45.30%,19_024,19.0,2.0,4.0,,
Dallas,"21,900",300,1.40%,"32,900","1,100",3.30%,144.10%,19_025,19.0,2.0,4.0,,
Davis,"4,150",110,2.70%,"4,080",200,4.90%,84.90%,19_026,19.0,2.0,4.0,,
Decatur,"3,570",160,4.50%,"4,270",160,3.70%,-16.40%,19_027,19.0,2.0,4.0,,
Delaware,"9,500",340,3.60%,"10,840",420,3.90%,8.30%,19_028,19.0,2.0,4.0,,
Des Moines,"23,430",780,3.30%,"20,810","1,210",5.80%,74.70%,19_029,19.0,2.0,4.0,,
Dickinson,"9,900",230,2.30%,"9,840",420,4.30%,83.70%,19_030,19.0,2.0,4.0,,
Dubuque,"49,100","1,600",3.30%,"52,100","2,200",4.20%,29.60%,19_031,19.0,2.0,4.0,,
Emmet,"5,540",170,3.10%,"5,960",230,3.90%,25.80%,19_032,19.0,2.0,4.0,,
Fayette,"10,990",450,4.10%,"10,940",580,5.30%,29.50%,19_033,19.0,2.0,4.0,,
Floyd,"7,790",340,4.40%,"8,580",500,5.80%,33.50%,19_034,19.0,2.0,4.0,,
Franklin,"5,740",150,2.60%,"5,850",260,4.40%,70.10%,19_035,19.0,2.0,4.0,,
Fremont,"4,000",90,2.30%,"3,900",180,4.60%,105.10%,19_036,19.0,2.0,4.0,,
Greene,"4,870",170,3.50%,"5,040",200,4.00%,13.70%,19_037,19.0,2.0,4.0,,
Grundy,"6,110",120,2.00%,"6,900",200,2.90%,47.60%,19_038,19.0,2.0,4.0,,
