col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
version_number,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/version_number/,1,,True,Version number,Version Number,True,,,[l;d],integer,link,,,,
library_short_name,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/library_short_name/,2,,True,Library short name,Library,True,,,[d],string,,,,,
loading_activity,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/loading_activity/,11,,False,Loading activity,Loading Activity,False,,,[d],string,,,,,activity
release_activity,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/release_activity/,12,,False,Release activity,Release Activity,False,,,[d],string,,,,,activity
date_loaded,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/date_loaded/,5,,True,Date loaded,Date Loaded,True,,,[l;d],date,,,,,
loaded_by,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/loaded_by/,6,,False,Loaded by,Loaded By,False,,,[l;d],string,link,screensaveruser/{loaded_by_id},,,
load_comments,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/load_comments/,7,,False,Load comments,Comments,False,,,[l;d],string,,,,,
date_released,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/date_released/,8,,True,Date released,Date Released,True,,,[l;d],date,,,,,
released_by,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/released_by/,9,,False,Released by,Released By,False,,,[l;d],string,link,screensaveruser/{released_by_id},,,
loaded_by_id,fields.librarycontentsversion,/reports/api/v1/field/fields.librarycontentsversion/loaded_by_id/,10,,False,Screensaver user ID for the user who loaded the library,Loaded By ID,False,,,[d],integer,,,,,
