col0,col1,col2,col3,col4
aalborg,Aalborg,Denmark,7,SCANDINAVIA
aberdeen,Aberdeen,United Kingdom,3,BASE_GAME
alban,Saint-Alban-du-Rhône,France,1,FRANCE
amsterdam,Amsterdam,Netherlands,4,BASE_GAME
ancona,Ancona,Italy,7,ITALIA
bari,Bari,Italy,5,ITALIA
bergen,Bergen,Norway,5,SCANDINAVIA
berlin,Berlin,Germany,5,BASE_GAME
bern,Bern,Switzerland,3,BASE_GAME
bialystok,Białystok,Poland,4,GOING_EAST
birmingham,Birmingham,United Kingdom,4,BASE_GAME
bologna,Bologna,Italy,6,ITALIA
bordeaux,Bordeaux,France,8,FRANCE
bourges,Bourges,France,4,FRANCE
bratislava,Bratislava,Slovakia,4,BASE_GAME
bremen,Bremen,Germany,4,BASE_GAME
brest,Brest,France,6,FRANCE
brno,Brno,Czech Republic,4,BASE_GAME
brussel,Brussel,Belgium,3,BASE_GAME
budapest,Budapest,Hungary,4,GOING_EAST
bystrica,Banská Bystrica,Slovakia,4,GOING_EAST
cagliari,Cagliari,Italy,7,ITALIA
calais,Calais,France,3,BASE_GAME
cambridge,Cambridge,United Kingdom,3,BASE_GAME
cardiff,Cardiff,United Kingdom,3,BASE_GAME
carlisle,Carlisle,United Kingdom,3,BASE_GAME
cassino,Cassino,Italy,2,ITALIA
catania,Catania,Italy,7,ITALIA
catanzaro,Catanzaro,Italy,4,ITALIA
civaux,Civaux,France,1,FRANCE
clermont,Clermont-Ferrand,France,7,FRANCE
daugavpils,Daugavpils,Latvia,7,BALTIC
debrecen,Debrecen,Hungary,4,GOING_EAST
dijon,Dijon,France,3,BASE_GAME
dortmund,Dortmund,Germany,4,BASE_GAME
dover,Dover,United Kingdom,3,BASE_GAME
dresden,Dresden,Germany,4,BASE_GAME
duisburg,Duisburg,Germany,2,BASE_GAME
dusseldorf,Düsseldorf,Germany,3,BASE_GAME
edinburgh,Edinburgh,United Kingdom,3,BASE_GAME
erfurt,Erfurt,Germany,3,BASE_GAME
esbjerg,Esbjerg,Denmark,7,SCANDINAVIA
felixstowe,Felixstowe,United Kingdom,3,BASE_GAME
firenze,Firenze,Italy,6,ITALIA
frankfurt,Frankfurt am Main,Germany,4,BASE_GAME
frederikshv,Frederikshavn,Denmark,1,SCANDINAVIA
gdansk,Gdańsk,Poland,5,GOING_EAST
gedser,Gedser,Denmark,2,SCANDINAVIA
geneve,Genève,Switzerland,4,BASE_GAME
genova,Genova,Italy,5,ITALIA
glasgow,Glasgow,United Kingdom,4,BASE_GAME
golfech,Golfech,France,1,FRANCE
goteborg,Göteborg,Sweden,8,SCANDINAVIA
graz,Graz,Austria,4,BASE_GAME
grimsby,Grimsby,United Kingdom,3,BASE_GAME
groningen,Groningen,Netherlands,3,BASE_GAME
hamburg,Hamburg,Germany,3,BASE_GAME
hannover,Hannover,Germany,4,BASE_GAME
helsingborg,Helsingborg,Sweden,4,SCANDINAVIA
helsinki,Helsinki,Finland,11,BALTIC
hirtshals,Hirtshals,Denmark,1,SCANDINAVIA
innsbruck,Innsbruck,Austria,3,BASE_GAME
jonkoping,Jönköping,Sweden,5,SCANDINAVIA
kaliningrad,Kaliningrad,Russia,7,BALTIC
kalmar,Kalmar,Sweden,6,SCANDINAVIA
kapellskar,Kapellskär,Sweden,1,SCANDINAVIA
karlskrona,Karlskrona,Sweden,4,SCANDINAVIA
kassel,Kassel,Germany,2,BASE_GAME
katowice,Katowice,Poland,4,GOING_EAST
kaunas,Kaunas,Lithuania,7,BALTIC
kiel,Kiel,Germany,3,BASE_GAME
klagenfurt,Klagenfurt am Wörthersee,Austria,4,BASE_GAME
klaipeda,Klaipėda,Lithuania,7,BALTIC
kobenhavn,København,Denmark,4,SCANDINAVIA
koln,Köln,Germany,2,BASE_GAME
kosice,Košice,Slovakia,4,GOING_EAST
kotka,Kotka,Finland,5,BALTIC
kouvola,Kouvola,Finland,6,BALTIC
krakow,Kraków,Poland,4,GOING_EAST
kristiansand,Kristiansand,Norway,7,SCANDINAVIA
