col0,col1,col2,col3,col4
https://infominer.id/DIDecentralized/identity-github/,12.0,606.0,1.98%,23.63
https://infominer.id/learn-crypto-trading/pinescript/,8.0,293.0,2.73%,24.48
https://infominer.id/,8.0,205.0,3.9%,30.66
https://infominer.id/DIDecentralized/workshops/rebooting-web-of-trust/,6.0,121.0,4.96%,26.83
https://infominer.id/DIDecentralized/organizations/identity-foundation/,5.0,265.0,1.89%,13.42
https://infominer.id/learn-crypto-trading/chart-patterns/,4.0,358.0,1.12%,36.37
https://infominer.id/research/identity-github.html,4.0,109.0,3.67%,23.19
https://infominer.id/DIDecentralized/identity-foundation.html,4.0,62.0,6.45%,16.02
https://infominer.id/DIDecentralized/,4.0,57.0,7.02%,23.58
https://infominer.id/bitcoin-history/smart-contracts/,4.0,36.0,11.11%,27.94
https://infominer.id/learn-crypto-trading/candlesticks/,3.0,325.0,0.92%,49.05
https://infominer.id/learn-crypto-trading/quant/,3.0,161.0,1.86%,49.24
https://infominer.id/DIDecentralized/Indy-Sovrin,3.0,61.0,4.92%,15.28
https://infominer.id/DIDecentralized/indy-ecosystem/,2.0,151.0,1.32%,20.24
https://infominer.id/transcripts/smart-signatures-christopher-allen/,2.0,135.0,1.48%,17.17
https://infominer.id/SourceCrypto/discolog/application/identity-did/,2.0,103.0,1.94%,65.38
https://infominer.id/DIDecentralized/standards/,2.0,83.0,2.41%,30.24
https://infominer.id/cypherpunks.html,2.0,69.0,2.9%,50.93
https://infominer.id/learn-crypto-trading/cryptoqf/,2.0,33.0,6.06%,8.27
https://infominer.id/DecentralizedID/rebooting-web-of-trust.html,2.0,23.0,8.7%,21.83
https://infominer.id/DIDecentralized/README.html,2.0,16.0,12.5%,11.88
https://infominer.id/research/seo-tools.html,1.0,270.0,0.37%,53.4
https://infominer.id/DIDecentralized/rebooting-web-of-trust/,1.0,241.0,0.41%,33.35
https://web-work.tools/github-pages-starter-pack/,1.0,161.0,0.62%,25.55
https://infominer.id/identity-github/,1.0,115.0,0.87%,29.17
https://infominer.id/SourceCrypto/discolog/resources/ethresearch/,1.0,86.0,1.16%,9.51
https://infominer.id/DIDecentralized/id-initiatives/ethereum/,1.0,60.0,1.67%,23.53
https://infominer.id/DIDecentralized/ethereum.html,1.0,59.0,1.69%,26.78
https://infominer.id/DIDecentralized/_pages/id-initiatives/ethereum/eth-id-github/,1.0,56.0,1.79%,9.73
https://infominer.id/bitcoin-history/permissioned/,1.0,55.0,1.82%,54.2
https://infominer.id/blockchain/UnitedNations/,1.0,53.0,1.89%,62.21
https://infominer.id/transcripts/VerifiableOrganizationsNetwork-HGF.html,1.0,33.0,3.03%,13.12
https://infominer.id/DIDecentralized/ethereum/id-github/,1.0,29.0,3.45%,23.34
https://infominer.id/DIDecentralized/indy-ecosystem/VON.html,1.0,26.0,3.85%,17.54
https://infominer.id/research/electronic-cash.html,1.0,26.0,3.85%,48.81
https://infominer.id/DIDecentralized/toml/id-toml.html,1.0,25.0,4%,32.16
https://infominer.id/transcripts/SLP53-Livera-Antonopolis-Maximalism-Transcript/,1.0,22.0,4.55%,17.55
https://infominer.id/identity-github.html,1.0,20.0,5%,16.1
https://infominer.id/DIDecentralized/literature/,1.0,20.0,5%,39.25
https://infominer.id/SourceCrypto/discolog/,1.0,18.0,5.56%,19.06
https://infominer.id/RebootingWebofTrust/,1.0,14.0,7.14%,9.43
https://infominer.id/DIDecentralized/id-initiatives/indy-ecosystem/,1.0,14.0,7.14%,29.86
https://web-work.tools/,1.0,11.0,9.09%,20.18
https://infominer.id/SourceCrypto/discolog/resources/books/,1.0,11.0,9.09%,29.18
https://infominer.id/DIDecentralized/_pages/hgf-2018/,1.0,10.0,10%,22.6
https://infominer.id/bitcoin-history/blockchain-bahamas-crypto-caribbean/,1.0,9.0,11.11%,53.78
https://infominer.id/DIDecentralized/state-sponsored.html,1.0,6.0,16.67%,35.67
https://infominer.id/DIDecentralized/indy-ecosystem/sovrin.foundation.html,1.0,5.0,20%,26.8
https://infominer.id/learn-crypto-trading/candlesticks/,,,,
https://infominer.id/SourceCrypto/discolog/resources/communities/,1.0,4.0,25%,3.25
