col0,col1,col2,col3
12,13,abidjan,3
16,17,aboard,2
52,53,account,2
55,56,accus,2
67,68,act,2
70,71,activist,2
81,82,aden,3
108,109,advis,2
130,131,african,3
134,135,aftershock,2
136,137,agassi,4
140,141,agent,3
148,149,agreement,2
157,158,aid,2
202,203,alassan,3
208,209,alberto,3
216,217,alert,2
275,276,america,2
276,277,american,2
280,281,amid,2
286,287,ammunit,2
310,311,andr,3
333,334,announc,2
374,375,appar,2
377,378,appear,2
396,397,april,2
405,406,arabian,3
422,423,area,2
437,438,arkansa,2
442,443,arm,2
473,474,ashcroft,3
475,476,asia,3
476,477,asia-pacif,2
492,493,assist,2
503,504,asylum,3
520,521,attack,3
545,546,australian,3
574,575,away,2
625,626,ballot,2
650,651,bare,2
651,652,barent,3
694,695,beat,2
707,708,begin,2
721,722,belgrad,3
857,858,boat,2
860,861,bodi,2
871,872,bomb,2
881,882,bone,3
955,956,bribe,3
993,994,brunei,3
1010,1011,build,3
1040,1041,buri,3
1057,1058,businessman,3
1064,1065,buy,2
1101,1102,campaign,3
1108,1109,cancer,3
1109,1110,candid,3
1128,1129,capit,2
1151,1152,carlo,2
1155,1156,carnahan,4
1192,1193,caus,2
1215,1216,center,2
1218,1219,central,3
1230,1231,cessna,2
1245,1246,champion,3
1304,1305,chi,3
1308,1309,chief,2
1316,1317,china,3
1332,1333,chri,3
1337,1338,christma,3
1347,1348,church,3
1363,1364,citi,2
1369,1370,civil,2
1370,1371,civilian,2
1393,1394,clemenc,3
1410,1411,clinton,3
1438,1439,coast,3
1450,1451,cocoa,3
1456,1457,coffe,3
1467,1468,cole,3
1470,1471,colina,3
1472,1473,collaps,3
1517,1518,communist,3
1553,1554,conced,3
1585,1586,congress,2
1587,1588,congressman,2
1591,1592,connal,2
1602,1603,consecut,2
1620,1621,constitut,2
1647,1648,control,2
1656,1657,convict,3
1663,1664,cooper,2
1691,1692,corrupt,2
1711,1712,countri,2
1715,1716,coup,3
1720,1721,court,3
1733,1734,cowardli,2
1748,1749,crash,3
1771,1772,crew,2
1777,1778,crimin,2
1791,1792,cross,2
1872,1873,dakota,2
1875,1876,dalla,3
1880,1881,damag,2
1893,1894,danger,2
1915,1916,davenport,2
1929,1930,dead,2
1939,1940,death,2
1940,1941,debat,2
1951,1952,decemb,2
1958,1959,declar,2
1979,1980,defeat,2
1982,1983,defend,2
1983,1984,defens,2
2024,2025,democrat,3
2030,2031,deni,2
2040,2041,depart,2
2069,2070,despic,2
2074,2075,destroy,3
2116,2117,die,2
2124,2125,dig,2
2151,2152,dirt,3
2236,2237,dive,2
2237,2238,diver,3
2251,2252,dock,2
2309,2310,draman,3
2380,2381,earthquak,3
2387,2388,east,3
2396,2397,econom,2
2397,2398,economi,2
2406,2407,edmund,4
2437,2438,elect,3
2439,2440,electr,2
2467,2468,emerg,2
2484,2485,employe,2
2491,2492,end,2
2550,2551,epicent,2
2573,2574,escap,3
2574,2575,escape,3
2579,2580,espionag,2
2605,2606,eve,3
2648,2649,exclud,3
2683,2684,explos,3
2685,2686,export,3
2770,2771,fbi,3
2780,2781,federico,3
2792,2793,felt,2
2800,2801,ferrero,2
2831,2832,financi,2
2953,2954,forc,2
2961,2962,foreign,2
3016,3017,francisco,2
3022,3023,fraud,2
3067,3068,fugit,2
3068,3069,fujimori,4
3110,3111,game,2
3140,3141,gbagbo,4
3145,3146,gen.,3
3159,3160,georg,2
3212,3213,good,2
3221,3222,gore,2
3226,3227,gov,3
3228,3229,govern,2
3233,3234,governor,3
3247,3248,grand,3
3323,3324,guatemala,3
3326,3327,guei,4
3339,3340,gujarat,3
3393,3394,hand,2
3409,3410,hanoi,3
3460,3461,hawkin,3
3520,3521,henri,2
3551,3552,high-spe,2
3584,3585,hit,2
3594,3595,hold,2
3603,3604,home,2
