col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36
{533AC81E-FF4C-4D47-B45F-D455D574C43F},d4aeb7e7-51dc-4678-b413-5d32ca9ac15d,09a6711d-e3f4-4ed6-ba66-eacb230375db,This is a dummy SCOA Item breakdown,ITEM EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Provincial Government,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_1,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_1_333,ITEM,0,0,1,1,6.1
{D21DC694-E76D-4377-AFF3-D4564259B5D8},c5609d8d-a038-43b4-b4d4-88836478a02f,09a6711d-e3f4-4ed6-ba66-eacb230375db,This is a dummy SCOA Item breakdown,ITEM EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Provincial Government,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_2,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_2_334,ITEM,0,0,1,1,6.1
{13307E1F-1C15-40B9-BBE6-D45680CEFB6D},e7ab350e-41c9-4d4a-b2c8-3ef56fbdab09,333d1f43-e7af-48ff-85dc-efa8e14a1198,This is a dummy SCOA Item breakdown,ITEM EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Provincial Government:Gauteng:Libraries & Archives and Museums,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_3,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_3_335,ITEM,0,0,1,1,6.1
{BF95BCB6-B697-41C0-BE8A-D456EE87FFC7},e51379f4-4326-4a0c-b44d-0927c53af496,333d1f43-e7af-48ff-85dc-efa8e14a1198,This is a dummy SCOA Item breakdown,ITEM EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households:Social Security Payments:Social Assistance,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_4,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_4_336,ITEM,0,0,1,1,6.1
{B178A438-6125-49B8-9301-D4571AAD7C14},6888bb47-f788-43c6-bf4c-e1e70ac023a6,333d1f43-e7af-48ff-85dc-efa8e14a1198,This is a dummy SCOA Item breakdown,ITEM EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_5,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_5_337,ITEM,0,0,1,1,6.1
{45004660-0978-45FC-A62D-029FF96DDC00},17536636-dbff-4a96-b61f-014a7c691cd1,26051964-2306-495d-998b-9c8b6da93022,This is a dummy SCOA Item breakdown,PROJECT EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households,8,,Dummy Breakdown,N/a,No,N/a,All,0,,IA002004002003002001000000000000000000,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_5_337,ITEM,0,0,1,1,6.1
{41BCC938-65D9-4906-8B5A-02A09E293761},514e94b5-4495-4808-a365-392f582278b8,cc2cef6d-3ee7-4bde-a103-85f06f8235c6,This is a dummy SCOA Item breakdown,PROJECT EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households,8,,Dummy Breakdown,N/a,No,N/a,All,0,,RX002003009002003002000000000000000000,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_5_337,ITEM,0,0,1,1,6.1
{49401BB1-4A70-42EC-9C69-016C994D5F0A},28d9ae7a-dfd9-11e7-80c1-9a214cf093ae,33899bdf-54e4-4225-a00b-1c5d02726aed,This is a dummy SCOA Item breakdown,PROJECT EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_6,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_5_337,ITEM,0,0,1,1,6.1
{EE7B0041-30DA-4EA8-BBA8-016D1FF6AD5F},28d9b230-dfd9-11e7-80c1-9a214cf093ae,03be56e4-f0dd-4097-9c38-7fe1bc45c5b0,This is a dummy SCOA Item breakdown,PROJECT EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_7,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_5_337,ITEM,0,0,1,1,6.1
{8E7C8320-8323-45C4-9A08-0171AEBEC79D},468dd412-dfdb-11e7-80c1-9a214cf093ae,c70f32cb-c189-45d6-a7c2-dbacf531d0ed,This is a dummy SCOA Item breakdown,PROJECT EXPENSE,Expenditure:Transfers and Subsidies:Operational:Monetary Allocations:Households,8,,Dummy Breakdown,N/a,No,N/a,All,0,,DUMMY_8,IE,,,,,,,,,,,,,,SCOAITEM-IA0-IA5996-IA23-DUMMY_5_337,ITEM,0,0,1,1,6.1
