col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35
Waitoa,1,1,0.573157517,0.057808827,0.044967823,27526.92837,1.964391098,0.972220982,0.7675,10,0,0.557235764018422,0,0.464774546,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waitoa,2,2,0.562546689,0.086388021,0.009346288,42457.84472,2.127962672,0.963894091,0.7675,10,0,0.542235429438715,0,0.446185924,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waitoa,3,3,0.593141033,0.162008486,0.061277758,201784.5968,2.553903405,0.750723169,0.7675,10,0,0.445284715957694,0,0.52154857,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waitoa,4,4,0.502777595,0.192096974,0.024351819,150219.0145,2.880396667,0.977828154,0.7675,10,0,0.49163008759141,0,0.472132445,0,5.5e-05,7.389056099,0.75,0.8,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waitoa,5,5,0.502777595,0.192096974,0.024351819,150219.0145,2.880396667,0.977828154,0.7675,10,0,0.49163008759141,0,0.47501296,0,5.5e-05,7.389056099,0.75,0.8,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waihou,6,1,0.575660522,0.047641637,0.052402868,14811.04583,1.897621795,0.971110688,0.7675,10,0,0.559030085573859,0,0.457,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waihou,7,2,0.521456309,0.078270186,0.040389248,23839.03778,2.083848771,0.959430895,0.7675,10,0,0.500301293247266,0,0.5308,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waihou,8,3,0.57140289,0.108489464,0.051359831,18886.63599,2.244192477,0.879717765,0.7675,10,0,0.502673273305341,0,0.481,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waihou,9,4,0.520320869,0.144005939,0.017424733,16579.35773,2.437862492,0.995451154,0.7675,10,0,0.517954009496333,0,0.481,0,5.5e-05,7.389056099,0.75,0.8,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Waihou,10,5,0.571872957,0.103159342,0.018745889,11895.99934,2.216377691,0.978149587,0.7675,10,0,0.559377296706019,0,0.519,0,5.5e-05,7.389056099,0.75,0.8,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Taupo,11,1,0.586784014,0.111736872,0.032000224,27689.5435,2.261163641,0.948405151,0.7675,10,0,0.556508981402056,0,0.4928,0,5.5e-05,7.389056099,0.75,0.75,0.2,50,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Taupo,12,2,0.553966309,0.102828633,0.014647609,52829.96985,2.214651404,0.871775323,0.7675,10,0,0.482934157959593,0,0.502,0,5.5e-05,7.389056099,0.75,0.75,0.2,50,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Taupo,13,3,0.51883515,0.166349801,0.061715523,65220.64108,2.585984223,0.941053448,0.7675,10,0,0.488251606851097,0,0.414,0,5.5e-05,7.389056099,0.75,0.8,0.2,50,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Taupo,14,4,0.523574665,0.175203507,0.061072554,58780.71173,2.660013555,0.986550118,0.7675,10,0,0.516532647537561,0,0.419,0,5.5e-05,7.389056099,0.75,0.8,0.2,50,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Otorohanga,15,1,0.496615902,0.145955442,0.057632394,96847.02006,2.449487524,0.928856455,0.7675,10,0,0.461284886228347,0,0.483,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Otorohanga,16,2,0.500606203,0.122801229,0.007963784,84230.3667,2.319551371,0.920228961,0.7675,10,0,0.460672326056845,0,0.4805,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Otorohanga,17,3,0.459909407,0.12627521,0.04117729,105980.1274,2.338196063,0.962608099,0.7675,10,0,0.442712519984487,0,0.438,0,5.5e-05,7.389056099,0.75,0.75,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Otorohanga,18,4,0.451812074,0.169950166,0.072044918,94541.73599,2.61445759,0.992530795,0.7675,10,0,0.448437396997819,0,0.425,0,5.5e-05,7.389056099,0.75,0.8,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Otorohanga,19,5,0.494097171,0.191765709,0.049317879,137866.5487,2.873595723,0.872187727,0.7675,10,0,0.43094548849162,0,0.421,0,5.5e-05,7.389056099,0.75,0.8,0.2,1,0,0,0,0.6,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Hamilton,20,1,0.474641947,0.182853911,0.027730401,204535.8477,2.739322153,0.894436595,0.7675,10,0,0.42453712691885,0,0.444,0,5.5e-05,7.389056099,0.75,0.75,0.2,50,0,0,0,0.7,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Hamilton,21,2,0.490024065,0.197768736,0.048054649,485257.4137,3.06379201,0.831005086,0.7675,10,0,0.407212490277395,0,0.5825,0,5.5e-05,7.389056099,0.75,0.75,0.2,50,0,0,0,0.7,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Hamilton,22,3,0.597069039,0.199361892,0.005700489,1420000.0,3.210337478,0.84332418,0.7675,10,0,0.503522757718063,0,0.644,0,5.5e-05,7.389056099,0.75,0.8,0.2,50,0,0,0,0.7,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
Hamilton,23,4,0.649112538,0.19997645,0.070048891,2430000.0,3.505792876,0.830531202,0.7675,10,0,0.539108216418411,0,0.565,0,5.5e-05,7.389056099,0.75,0.8,0.2,50,0,0,0,0.7,0.2,0.08,7200000000,4,1,0.8,390,1e-05,0,0
