col0,col1,col2,col3,col4,col5,col6
Location1,2000,1.1,1.1,1.2,1.3,1.4
Location1,2001,1.2,1.1,1.2,1.3,1.4
Location1,2002,1.3,1.1,1.2,1.3,1.4
Location1,2003,1.4,1.1,1.2,1.3,1.4
Location2,2000,2.1,2.1,2.2,2.3,2.4
Location2,2001,2.2,2.1,2.2,2.3,2.4
Location2,2002,2.3,2.1,2.2,2.3,2.4
Location2,2003,2.4,2.1,2.2,2.3,2.4
Location3,2000,3.1,3.1,3.2,3.3,3.4
Location3,2001,3.2,3.1,3.2,3.3,3.4
Location3,2002,3.3,3.1,3.2,3.3,3.4
Location3,2003,3.4,3.1,3.2,3.3,3.4
Location4,2000,4.1,4.1,4.2,4.3,4.4
Location4,2001,4.2,4.1,4.2,4.3,4.4
Location4,2002,4.3,4.1,4.2,4.3,4.4
Location4,2003,4.4,4.1,4.2,4.3,4.4
Location5,2000,5.1,5.1,5.2,5.3,5.4
Location5,2001,5.2,5.1,5.2,5.3,5.4
Location5,2002,5.3,5.1,5.2,5.3,5.4
Location5,2003,5.4,5.1,5.2,5.3,5.4
Location6,2000,6.1,6.1,6.2,6.3,6.4
Location6,2001,6.2,6.1,6.2,6.3,6.4
Location6,2002,6.3,6.1,6.2,6.3,6.4
Location6,2003,6.4,6.1,6.2,6.3,6.4
