col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
4I742HJE,6501.JP,1431692311,JP3788600009,Hitachi,02/08/2021,NONE,Hitachi Environmental / R&D Strategies Web Conference,HELD,INVESTMENT,02/25/2021,02/25/2021,1:00 PM,JST,Japan,JPN,http://mmm.wallstreethorizon.com/u.asp?u=57818,https://www.youtube.com/channel/UCg_4TNJazFMAiJjycU0p5Ow,http://www.hitachi.com/IR-e/stock/schedule/index.html,02/08/2021 11:53:43 AM,02/26/2021 02:44:05 AM,05/03/2021 08:43:49 PM,,,
4I75564C,AGEN,9285,US00847G7051,Agenus Inc.,02/09/2021 11:00 AM,NONE,Agenus Inc. R&D Miniseries 1st Insights: Optimally Targeting TIGIT (Virtual) 2021,HELD,PHARMACEUTICALS,02/11/2021,02/11/2021,1:00 PM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=367174,https://agenusbio.zoom.us/webinar/register/WN_tOrL5VCkRoSh7lFKqOCKAA,https://www.globenewswire.com/news-release/2021/02/09/2172481/0/en/Agenus-Announces-Agenus-Insights-Virtual-R-D-Miniseries.html,02/09/2021 06:31:30 PM,02/12/2021 02:44:22 AM,05/03/2021 08:43:49 PM,Virtual Meeting,,
4ICW2PZJ,APRE,1431696075,US03836J1025,"Aprea Therapeutics, Inc.",04/16/2021,NONE,Aprea Therapeutics R&D Day 2021,HELD,CLINICAL_RESEARCH,04/22/2021,04/22/2021,1:00 PM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=380591,https://edge.media-server.com/mmc/p/3saqioji,https://www.globenewswire.com/news-release/2021/04/16/2211657/0/en/Aprea-Therapeutics-to-Host-Virtual-R-D-Day-on-April-22-2021.html,04/16/2021 10:16:24 AM,04/23/2021 02:47:01 AM,05/03/2021 08:43:49 PM,Virtual Meeting,"Following the webinar, a replay will be available for a limited time on Aprea(R)s website.",
4I7L3VZR,BCRX,7511,US09058V1035,"BioCryst Pharmaceuticals, Inc.",02/25/2021 07:00 AM,NONE,"BioCryst Pharmaceuticals, Inc. Virtual R&D day 2021",HELD,PHARMACEUTICALS,03/22/2021,03/22/2021,9:00 AM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=374724,https://onlinexperiences.com/scripts/Server.nxp?LASCmd=AI:4;F:QS!10100&ShowUUID=0108DF33-EA47-4C52-B45E-A49134DC75CF&Referrer=https%3A%2F%2Fwww.globenewswire.com%2F,https://www.globenewswire.com/news-release/2021/03/15/2192639/0/en/BioCryst-to-Host-Virtual-R-D-Day-on-March-22-2021.html,02/25/2021 02:35:33 PM,03/23/2021 02:46:24 AM,05/03/2021 08:43:49 PM,Virtual Meeting,Virtual Event,
4ICN1MGA,CCXI,1431686113,US16383L1061,"ChemoCentryx, Inc.",04/07/2021 08:30 AM,NONE,ChemoCentryx Virtual R&D Day 2021,HELD,PHARMACEUTICALS,04/14/2021,04/14/2021,12:30 PM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=379192,https://wsw.com/webcast/cc/ccxi2/,https://www.globenewswire.com/news-release/2021/04/07/2205870/19219/en/ChemoCentryx-to-Host-Virtual-R-D-Day-on-April-14-2021.html,04/07/2021 08:40:14 AM,04/15/2021 02:46:16 AM,05/03/2021 08:43:49 PM,Virtual Meeting,The archived webcast will remain available on the Company(R)s website for 60 days.,
4I742HJA,HTHIY,1431661852,US4335785071,Hitachi Limited,02/08/2021,NONE,Hitachi Limited Environmental / R&D Strategies Web Conference,HELD,INVESTMENT,02/25/2021,02/25/2021,1:00 PM,JST,Japan,JPN,http://mmm.wallstreethorizon.com/u.asp?u=57818,https://www.youtube.com/channel/UCg_4TNJazFMAiJjycU0p5Ow,http://www.hitachi.com/IR-e/stock/schedule/index.html,02/08/2021 11:52:03 AM,02/26/2021 02:44:05 AM,05/03/2021 08:43:49 PM,,,
4IAC1SR6,IMAB,1431696473,US44975P1030,"I-MAB Biopharma Co., Ltd.",03/24/2021 08:00 AM,NONE,I-Mab 2021 R&D Day,HELD,CLINICAL_RESEARCH,04/26/2021,04/26/2021,8:00 AM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=379064,http://ibioclub.mikecrm.com/GY5CfSo,https://www.globenewswire.com/news-release/2021/03/24/2198412/0/en/I-Mab-to-Host-2021-R-D-Day.html,03/24/2021 09:29:48 AM,04/27/2021 02:46:57 AM,05/03/2021 08:43:49 PM,Virtual Meeting,,
4I6X16BE,NMTR,1431687954,US6544051096,9 Meters Biopharma Inc,02/01/2021 07:30 AM,NONE,9 Meters Biopharma Inc Research & Development Day on Short Bowel Syndrome,HELD,RESEARCH,03/23/2021,03/23/2021,11:00 AM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=373832,https://media.rampard.com/20210323/reg.jsp,https://www.accesswire.com/626854/9-Meters-Biopharma-Inc-Announces-Research-Development-Day-on-Short-Bowel-Syndrome,02/01/2021 08:16:16 AM,03/24/2021 02:46:28 AM,05/03/2021 08:43:49 PM,,,
4I9P1AYE,NXTC,1431695494,US65343E1082,"NextCure, Inc.",,NONE,NextCure Virtual R&D Update 2021,HELD,PHARMACEUTICALS,03/04/2021,03/04/2021,5:00 PM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=371987,https://edge.media-server.com/mmc/p/ptc4nqnm,,03/01/2021 07:33:22 AM,03/05/2021 02:48:02 AM,05/03/2021 08:43:49 PM,,,
4I762PZA,PSTX,1431695210,US73730P1084,"Poseida Therapeutics, Inc.",02/10/2021 08:00 AM,NONE,"Poseida Therapeutics, Inc. R&D Day 2021",HELD,INVESTMENT,02/24/2021,02/24/2021,10:00 AM,EST,United States,USA,http://mmm.wallstreethorizon.com/u.asp?u=368087,https://tinyurl.com/fmqtypfo,http://www.prnewswire.com/news-releases/poseida-therapeutics-to-host-virtual-rd-day-on-february-24-2021-301225393.html,02/10/2021 11:46:23 AM,02/25/2021 02:43:36 AM,05/03/2021 08:43:49 PM,Virtual Meeting,,https://investors.poseida.com/
