col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
0,Dogecoin,blockchain,dogecoin/dogecoin,['PoW'],https://github.com/dogecoin/dogecoin,https://github.com/dogecoin/dogecoin,MIT,2013-12-06 11:38:05,2021-04-07 23:27:52,2021-02-28 17:15:53,1128.0,93.0,521.0,4830.0,13532.0,2021-02-28 21:14:19,1.14.3,7528422.0,85550.0,36.0,very currency.,552.0,28,True,1.0,,,,
1,Ethereum,blockchain,ethereum/go-ethereum,"['PoW', 'PoS']",https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,LGPL-3.0,2013-12-26 13:05:46,2021-04-08 15:55:14,2021-04-08 11:04:30,9932.0,184.0,5284.0,29311.0,12469.0,2021-04-08 11:05:48,1.10.2,109139.0,1818.0,100.0,Official Go implementation of the Ethereum protocol.,591.0,27,True,1.0,,,,
2,EOS,blockchain,EOSIO/eos,['dPoS'],https://github.com/EOSIO/eos,https://github.com/EOSIO/eos,MIT,2017-04-05 17:09:53,2021-04-08 18:02:02,2021-03-17 20:57:29,3326.0,247.0,4689.0,11108.0,15759.0,2021-03-18 18:35:49,2.0.11,64031.0,1829.0,100.0,An open source smart contract platform.,261.0,27,True,1.0,,,,
3,Dash,blockchain,dashpay/dash,['PoW'],https://github.com/dashpay/dash,https://github.com/dashpay/dash,MIT,2014-05-01 17:45:34,2021-04-08 17:48:17,2020-11-15 21:41:25,1057.0,77.0,492.0,1349.0,17989.0,2020-11-17 16:49:04,0.16.1.1,85249881.0,1079112.0,44.0,Dash - Reinventing Cryptocurrency.,496.0,27,True,1.0,,,,
4,Bitcoin,blockchain,bitcoin/bitcoin,['PoW'],https://github.com/bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,MIT,2010-12-19 15:16:43,2021-04-08 18:19:44,2021-04-08 07:08:03,19251.0,570.0,5557.0,51792.0,28429.0,2021-01-15 19:52:11,0.21.0,,,34.0,Bitcoin Core integration/staging tree.,958.0,25,True,2.0,,,,
5,Chainlink,blockchain,smartcontractkit/chainlink,[],https://github.com/smartcontractkit/chainlink,https://github.com/smartcontractkit/chainlink,MIT,2017-11-20 19:50:46,2021-04-08 18:22:08,2021-04-08 16:05:52,446.0,31.0,159.0,1745.0,13890.0,2021-03-22 21:53:59,0.10.3,,,42.0,"node of the decentralized oracle network, bridging on and off-chain computation.",83.0,24,True,2.0,157.0,157.0,,
6,TRON,blockchain,tronprotocol/java-tron,['dPoS'],https://github.com/tronprotocol/java-tron,https://github.com/tronprotocol/java-tron,LGPL-3.0,2017-12-26 10:20:38,2021-04-08 12:56:26,2021-03-18 10:55:14,799.0,16.0,779.0,2602.0,15311.0,2021-03-18 10:12:47,GreatVoyage-v4.1.3,60337.0,1508.0,54.0,Java implementation of the Tron whitepaper.,217.0,23,True,3.0,,,,
7,Monero,blockchain,monero-project/monero,['PoW'],https://github.com/monero-project/monero,https://github.com/monero-project/monero,,2014-04-30 14:38:28,2021-04-08 15:14:59,2021-04-06 17:26:24,1932.0,452.0,1980.0,5599.0,10292.0,2021-01-08 12:38:27,0.17.1.9,28446.0,451.0,38.0,"Monero: the secure, private, untraceable cryptocurrency.",343.0,22,False,3.0,,,,
8,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-04-05 02:42:19,2020-04-29 05:57:07,2446.0,49.0,361.0,3703.0,19973.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,755.0,22,True,3.0,,,,
9,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-04-08 16:59:35,2021-04-08 15:35:33,1154.0,871.0,2245.0,4367.0,14937.0,2021-02-24 23:30:00,4.3.0,221.0,4.0,46.0,Zcash - Internet Money.,567.0,21,False,3.0,,,,
10,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-04-08 18:24:06,2021-04-08 18:24:06,585.0,210.0,573.0,2927.0,1839.0,2021-04-08 16:27:40,0.8.30,18494.0,660.0,85.0,Polkadot Node Implementation.,111.0,21,True,3.0,,,,
11,Binance chain,blockchain,binance-chain/bsc,['PoS'],https://github.com/binance-chain/bsc,https://github.com/binance-chain/bsc,LGPL-3.0,2020-05-21 06:44:14,2021-04-03 12:51:52,2021-04-03 12:51:52,86.0,25.0,53.0,236.0,11760.0,2021-03-25 06:31:47,1.0.7,8067.0,733.0,12.0,A Binance Smart Chain client based on the go-ethereum fork.,511.0,21,True,3.0,,,,
12,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-04-08 17:19:35,2021-04-08 16:31:50,210.0,212.0,552.0,1098.0,4135.0,2021-04-07 08:26:50,1.26.1,,,28.0,The core component that is used to participate in a Cardano decentralised blockchain.,74.0,20,True,3.0,,,1.0,
13,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-04-08 17:45:29,2021-04-08 00:50:19,774.0,191.0,1020.0,2646.0,6858.0,2021-04-07 19:31:21,15.5.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,91.0,18,False,3.0,,,,
14,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-project/core,https://github.com/terra-project/core,,2018-11-18 17:11:47,2021-04-08 09:02:55,2021-03-18 14:30:02,59.0,2.0,153.0,226.0,813.0,2021-03-18 10:59:06,0.4.5,2212.0,92.0,36.0,GO implementation of the Terra Protocol.,17.0,15,False,3.0,,,,
15,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-03-30 14:49:46,2021-02-18 02:03:46,109.0,,29.0,177.0,743.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,13.0,14,True,1.0,,,,
16,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/pax-contracts,https://github.com/paxosglobal/pax-contracts,MIT,2018-09-07 21:36:06,2021-02-02 19:44:00,2021-02-02 19:43:59,48.0,,5.0,60.0,51.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,7.0,11,False,3.0,,,,
17,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-03-30 07:33:15,2021-02-02 19:43:45,25.0,,,16.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,4.0,9,False,3.0,,,,
