col0,col1,col2,col3,col4,col5,col6,col7,col8
70,guasch_2016,palabra,"Guasch, M., Ferré, P., & Fraga, I. (2016). Spanish norms for affective and lexico-semantic variables for 1,400 words. <i>Behavior Research Methods, 48</i>, 1358–1369. doi:10.3758/s13428-015-0684-y",https://doi.org/10.3758/s13428-015-0684-y,1,emofinder_base_guasch_2015,1400,5
72,ferre_2017,palabra,"Ferré, P., Guasch, M., Martínez-García, N., Fraga, I., & Hinojosa, J. A. (2017). Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories. <i>Behavior Research Methods</i>, <i>49</i>, 1082-1094. doi:10.3758/s13428-016-0768-3",http://dx.doi.org/10.3758/s13428-016-0768-3,1,emofinder_base_ferre_2016,2266,4
74,redondo_2005,palabra,"Redondo, J., Fraga, I., Comesaña, M., & Perea, M. (2005). Estudio normativo del valor afectivo de 478 palabras españolas. <i>Psicológica, 26</i>, 317–326.",http://www.redalyc.org/articulo.oa?id=16926207,1,emofinder_base_redondo_2005,478,1
80,moreno_martinez_2014,palabra,"Moreno-Martínez, F. J., Montoro, P. R., & Rodríguez-Rojo, I. C. (2014). Spanish norms for age of acquisition, concept familiarity, lexical frequency, manipulability, typicality, and other variables for 820 words from 14 living/nonliving concepts. <i>Behavior Research Methods, 46</i>, 1088–1097. doi:10.3758/s13428-013-0435-x",https://doi.org/10.3758/s13428-013-0435-x,0,emofinder_base_moreno_martinez_2014,820,12
81,gonzalez_nosti_2014,palabra,"González-Nosti, M., Barbón, A., Rodríguez-Ferreiro, J., & Cuetos, F. (2014). Effects of the psycholinguistic variables on the lexical decision task in Spanish: A study with 2,765 words. <i>Behavior Research Methods, 46</i>, 517–525. doi:10.3758/s13428-013-0383-5",https://doi.org/10.3758/s13428-013-0383-5,1,emofinder_base_gonzalez_nosti_2013,2765,11
86,alonso_2015,palabra,"Alonso, M. A., Fernandez, A., & Díez, E. (2015). Subjective age-of-acquisition norms for 7,039 Spanish words. <i>Behavior Research Methods, 47</i>, 268–274. doi:10.3758/s13428-014-0454-2",http://dx.doi.org/10.3758/s13428-014-0454-2,1,emofinder_base_alonso_2015,7035,10
88,stadthagen_gonzalez_2017,palabra,"Stadthagen-Gonzalez, H., Imbault, C., Pérez Sánchez, M. A., & Brysbaert, M. (2017). Norms of valence and arousal for 14,031 Spanish words. <i>Behavior Research Methods, 49</i>, 111-123. doi:10.3758/s13428-015-0700-2",https://doi.org/10.3758/s13428-015-0700-2,1,emofinder_base_stadthagen_gonzalez_2016,14031,8
89,ferre_2012,palabra,"Ferré, P., Guasch, M., Moldovan, C., & Sánchez-Casas, R. (2012). Affective norms for 380 Spanish words belonging to three different semantic categories.<i>Behavior Research Methods, 44</i>, 395–403. doi:10.3758/s13428-011-0165-x",https://doi.org/10.3758/s13428-011-0165-x,1,emofinder_base_ferre_2012,380,3
90,redondo_2007,palabra,"Redondo, J., Fraga, I., Padrón, I., & Comesaña, M. (2007). The Spanish adaptation of ANEW (Affective Norms for English Words). <i>Behavior Research Methods, 39</i>, 600–605. doi:10.3758/bf03193031",https://doi.org/10.3758/BF03193031,1,emofinder_base_redondo_2007,1034,2
92,stadthagen_gonzalez_2017b,palabra,-,-,0,emofinder_base_stadthagen_gonzalez_2017b,10491,9
94,hinojosa_2016a,palabra,"Hinojosa, J. A., Martínez-García, N., Villalba-García, C., Fernández-Folgueiras, U., Sánchez-Carmona, A., Pozo, M. A., & Montoro, P. R. (2016). Affective norms of 875 Spanish words for five discrete emotional categories and two emotional dimensions. <i>Behavior Research Methods, 48</i>, 272–284. doi:10.3758/s13428-015-0572-5",http://doi.org/10.3758/s13428-015-0572-5,1,emofinder_base_hinojosa_2016a,875,6
96,hinojosa_2016b,palabra,"Hinojosa, J. A., Rincón-Pérez, I., Romero-Ferreiro, M. V., Martínez-García, N., Villalba-García, C., Montoro, P. R., & Pozo, M. A. (2016). The Madrid Affective Database for Spanish (MADS): Ratings of Dominance, Familiarity, Subjective Age of Acquisition and Sensory Experience. <i>PLoS ONE, 11</i>(5): e0155866. doi:10.1371/journal.pone.0155866",https://doi.org/10.1371/journal.pone.0155866,1,emofinder_base_hinojosa_2016b,875,7
