col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
ID00086,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00087,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00088,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00089,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00090,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00091,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00092,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00093,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00094,Chaetoceros,didymus,Na20B4,Italy Gulf of Naples,7.2014,05.07.2018,negative,f/2,True
ID00566,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00567,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00568,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00569,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00570,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00571,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00572,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00573,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00574,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00575,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00576,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00577,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00578,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00579,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00580,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00581,Chaetoceros,diadema,RCC1717,English channel,5.2008,11.03.2019,negative,f/2,True
ID00011,Coscinodiscus ,wailesii,CW_Helg2016,Helgoland,8.2016,10.07.2018,negative,f/2,True
ID00012,Coscinodiscus ,wailesii,CW_Helg2016,Helgoland,8.2016,10.07.2018,negative,f/2,True
ID00013,Coscinodiscus ,wailesii,CW_Helg2016,Helgoland,8.2016,10.07.2018,negative,f/2,True
