col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Model (Codename),Launch,Architecture (Fab),Config[d] (CU),Clock (MHz),Texture (GT/s),Pixel (GP/s),Processing power[c] (GFLOPS),Size (MB),Bus type & width (bit),Clock (MHz),Band- width (GB/s),Bus interface,Notes
FirePro M5725  [311] (M96 GL),2009-01-01,Terascale 2 (55 nm),320:32:8 (3),680,21.6,5.4,432,256,GDDR3 128-bit,800,25.6,PCIe 2.0 x16,
FirePro M5800  [312] (Madison XT GL),2010-03-01,Terascale 2 (40 nm),400:20:8 (5),650,13,5.2,520,1024,GDDR5 128-bit,800,25.6,PCIe 2.0 x16,HP EliteBook 8540w
FirePro M3900  [313] (Seymour XT),2011-04-13,Terascale 2 (40 nm),160:8:4 (2),700,6.0,3.0,224,1024,DDR3 64-bit,900,14.4,PCIe 2.1 x16,HP Elitebook 8460w
FirePro M5950  [314] (Whistler XT),2011-01-04,Terascale 2 (40 nm),480:24:8 (6),725,17.4,5.8,696,1024,GDDR5 128-bit,900,57.6,PCIe 2.1 x16,"Dell Precision M4600, HP EliteBook 8560w"
FirePro M7740   [315] (M97XT GL),2009-08-04,Terascale 1 (40 nm),640:32:16 (8),650,20.8,10.4,832,1024,GDDR5 128-bit,1000,64,PCIe 2.0 x16,Dell Precision M6400 and M6500
FirePro M7820   [316] (Juniper XT),2010-05-01,Terascale 2 (40 nm),800:40:16 (10),700,28,11.2,1120,1024,GDDR5 128-bit,1000,64,PCIe 2.0 x16,"Dell Precision M6500, HP EliteBook 8740w"
FirePro M8900  [317] (Blackcomb XT GL),2011-04-12,Terascale 2 (40 nm),960:48:32 (12),680,32.64,21.76,1310,2048,GDDR5 256-bit,900,115.2,PCIe 2.1 x16,Dell Precision M6600
FirePro M2000  [318] (Turks GL),2012-07-01,Terascale 2 (40 nm),480:24:8 (6),500,12,4,480,1024,GDDR5 64-bit,800,25.6,PCIe 2.1 x16,HP EliteBook 8470w
FirePro M4000  [319] (Chelsea XT GL),2012-06-27,GCN 1st gen (28 nm),512:32:16 (8),600,19.2,9.6,614,2048,GDDR5 128-bit,1000,51.2,PCIe 2.1 x16,"HP EliteBook 8570w, HP EliteBook 8770w, Dell Precision M4700 (e.g. Consumer HD7700M Serie DevID 682D)"
FirePro M6000  [320] (Heathrow XT GL),2012-06-27,GCN 1st gen (28 nm),640:40:16 (10),800,30,12,960,2048,GDDR5 128-bit,1000,64,PCIe 3.0 x16,Dell Precision M6700
FirePro M4100  [321] (Mars),2013-10-16,GCN 1st gen (28 nm),384:24:8 (6),670,16.1,5.4,514,2048,GDDR5 128-bit,1000,64,PCIe 3.0 x16,HP ZBook 14
FirePro W4170M  [322] (Mars XTX),2014-04-28,GCN 1st gen (28 nm),384:24:8 (6),825,19.8,6.6,691.2,2048,GDDR5 128-bit,1125,72,PCIe 3.0 x16,"Dell Precision M2800, HP ZBook 15u G2"
FirePro W4190M  [323] (Opal),2015-11-12,GCN 1st gen (28 nm),384:24:8 (6),825,19.8,6.6,634,2048,GDDR5 128-bit,900,72,PCIe 3.0 x16,"HP ZBook 15u G3, MXM-3-A, OpenGL 4.6, OpenCL 2.0, TDP 25W [324]"
FirePro M5100  [325] (Venus XT),2013-10-16,GCN 1st gen (28 nm),640:40:16 (10),775,31,12.4,992,2048,GDDR5 128-bit,1125,72,PCIe 3.0 x16,"Dell Precision M4800, Panasonic Toughbook 54, HP ZBook 15 G2 (e.g. R9 M200X Serie DevID 6821)"
FirePro W5130M  [326] (Tropo LE),2015-10-02,GCN 1st gen (28 nm),512:32:16 (8),up to 925,28.8,14.4,up to 950,up to 2048,GDDR5 128-bit,1000,64,PCIe 3.0 x16,"Dell Precision 3510 (e.g. Consumer R7 M465X DevID 682B) MXM-3-A, DirectX 12.0 (feature level 11_1), OpenGL 4.6, OpenCL 2.0, Vulkan 1.0, TDP 35W [327]"
FirePro W5170M   [328] (Tropo XT),2014-08-25,GCN 1st gen (28 nm),640:40:16 (10),up to 925,36.0,14.4,up to 1180,up to 2048,GDDR5 128-bit,1125,72,PCIe 3.0 x16,"Dell Precision 7510, Dell Precision 7710, HP ZBook 15 G3 (e.g. Consumer R9 M375X DevID 6820 REV 083) MXM-3-A, DirectX 12.0 (feature level 11_1), OpenGL 4.6, OpenCL 2.0, Vulkan 1.0, TDP 45W [329]"
FirePro M6100  [330] (Saturn XT GL),2013-10-16,GCN 2nd gen (28 nm),768: 48:16 (12),up to 1100,51.6,17.2,1651.2,2048,GDDR5 128-bit,1375/1500,88/96,PCIe 3.0 x16,"Dell Precision M6600 / M6800, HP Zbook 17 G2"
FirePro W6150M  [331] (Saturn XT GL),2015-11-12,GCN 2nd gen (28 nm),768:48:16 (12),1075,51.6,17.2,1651,4096,GDDR5 128-bit,1375,88,PCIe 3.0 x16,"HP Zbook 17 G3, MXM-3-B, OpenGL 4.6, OpenCL 2.0, TDP 100W [332]"
FirePro W6170M  [333] (Saturn XT GL),2014-08-25,GCN 2nd gen (28 nm),768:48:16 (12),1075,51.6,17.2,1651,4096,GDDR5 128-bit,1375,88,PCIe 3.0 x16,HP ZBook 17 G2
FirePro W7170M  [334] (Amethyst XT),2015-10-02,GCN 3rd gen (28 nm),2048:128:32 (32),723,92.5,23.1,2960,4096,GDDR5 256-bit,1250,160,PCIe 3.0 x16,"Dell Precision 7710,  MXM-3-B, DirectX 12.0 (feature level 11_1), OpenGL 4.6, OpenCL 2.0, Vulkan 1.0, TDP 100W [335]"
