col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
Graphics,Launch,Market,Code name,Name,Device ID,Pixel pipelines,Clock rate (MHz),DVMT (MiB),Bandwidth (GB/s),Shader model (vertex/pixel),Direct3D,OpenGL,OpenCL,MPEG-2,VC-1,AVC
GMA 900,2004,Desktop,Grantsdale,910GL,2582 258A,4,333,128,3.2,3.0 (SW) / 2.0,9.0 (No WDDM nor Aero support),1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 900,2004,Desktop,Grantsdale,915GL,2582 258A,4,333,128,3.2,3.0 (SW) / 2.0,9.0 (No WDDM nor Aero support),1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 900,2004,Desktop,Grantsdale,915GV,2582 258A,4,333,128,8.5,3.0 (SW) / 2.0,9.0 (No WDDM nor Aero support),1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 900,2004,Desktop,Grantsdale,915G,2582 258A,4,333,128,8.5,3.0 (SW) / 2.0,9.0 (No WDDM nor Aero support),1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 900,2005,Mobile,Alviso,Mobile 915 Family,2592,4,133–333,128,8.5,3.0 (SW) / 2.0,9.0 (No WDDM nor Aero support),1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 950,2005,Desktop,Lakeport,945GZ,2772,4,400,256,8.5,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 950,2005,Desktop,Lakeport,945GC,2772,4,400,256,10.7,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 950,2005,Desktop,Lakeport,945G,2772,4,400,256,10.7,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 950,2006,Mobile,Calistoga,Mobile 945 Family,27A2 27AE,4,166–400,256,10.7,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 3100,2007,Desktop,Bearlake,Q33,29D2,4,400,256,12.8,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 3100,2007,Desktop,Bearlake,Q35,29B2,4,400,256,12.8,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 3100,2007,Desktop,Bearlake,G31,29C2,4,400,256,12.8,3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,MC,No,No
GMA 3100,2007,Desktop,Bearlake,G33,29C2,4,400,256,12.8 (DDR2) 17 (DDR3),3.0 (SW) / 2.0,9.0c FL9_1,1.4 1.4 2.1 ES 2.0,No,Variable-Length Decoding (VLD) + iDCT + MC (Full),No,No
GMA 3150,2010,Nettop,Pineview,Atom D4xx Atom D5xx,A001,2,400,384,6.4,3.0 (SW) / 2.0,9.0c FL9_1,1.5 2.1 ES 2.0,No,Variable-Length Decoding (VLD) + iDCT + MC (Full),No,No
GMA 3150,2010,Netbook,Pineview,Atom N4xx Atom N5xx,A011,2,200,384,5.3,3.0 (SW) / 2.0,9.0c FL9_1,1.5 2.1 ES 2.0,No,Variable-Length Decoding (VLD) + iDCT + MC (Full),No,No
