col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
31735059397012,"""The Voice of Socialism: Radio Speeches by the Socialist Workers Party Candidates in the 1948 Election"" Pamphlet,",,,1948-08,1948-08-01T00:00:00,August 1948,,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 90",ULS Archives Service Center,University of Pittsburgh,collection.107
31735059397020,"Why Negroes Should oppose the War Pamphlet,",,,1940,1940-01-01T00:00:00,1940,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 111",ULS Archives Service Center,University of Pittsburgh,collection.107
31735059397038,"""Winter Evening Agitation Meetings"" leaflet,",,,1894,1894-01-01T00:00:00,1894,,text,,,archival document,,,,,American Left Ephemera Collection,XVI. Socialist Labor Party (SLP),"Box 10, Folder 61",ULS Archives Service Center,University of Pittsburgh,
31735059397046,"""Could Peace Cost So Much?"" Flyer,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 25",ULS Archives Service Center,University of Pittsburgh,collection.107
31735059397053,"Progressive Party Platform,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 23",ULS Archives Service Center,University of Pittsburgh,
31735059397061,"""Black G.I. Framed on Frag Rap FREE BILLY SMITH"" Flyer,",,,1971,1971-01-01T00:00:00,1971,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 35",ULS Archives Service Center,University of Pittsburgh,
31735059397079,"Draft Platform Progressive Party of North Carolina,",,,1948-04-25,1948-04-25T00:00:00,April 25 1948,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 22",ULS Archives Service Center,University of Pittsburgh,
31735059397087,"""Yeah A Look at the White Problem"" Pamphlet,",,,1963-12,1963-12-01T00:00:00,December 1963,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 139",ULS Archives Service Center,University of Pittsburgh,
31735059397095,"""Fact Sheet in the Rosenberg Case"" Pamphlet,",,,1953,1953-01-01T00:00:00,1953,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 118",ULS Archives Service Center,University of Pittsburgh,
31735059397103,"Mercy for the Rosenbergs Flyer,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 117",ULS Archives Service Center,University of Pittsburgh,
