col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
0,2013-01-20,1,500,Smith,Twitter,3,6,29,15,10,16,6,6,16,3,0,3,3,4,,
1,2013-01-16,2,1000,Dahaf,Yediot,2,8,32,17,11,12,6,6,13,2,0,4,3,4,http://imra.org.il/story.php3?id=59828,
2,2013-01-16,1,712,Dialog,Haaretz,2,8,32,17,12,14,5,6,12,0,0,3,4,5,http://imra.org.il/story.php3?id=59829,
3,2013-01-17,1,500,Panels,Knesset,3,7,34,16,10,14,6,6,11,2,0,4,3,4,,
4,2013-01-17,1,500,Smith,Globes,2,7,34,17,11,13,6,6,11,2,0,3,4,4,,
5,2013-01-14,3,770,Maagar,Reshet B,3,5,37,16,11,13,6,6,9,3,1,3,3,4,http://imra.org.il/story.php3?id=59818,
6,2013-01-15,2,596,Maagar,Maariv,3,5,37,15,12,14,6,7,8,2,1,3,3,4,http://imra.org.il/story.php3?id=59817,
7,2013-01-15,1,810,Gal Hadash,Yisrael Hayom,2,7,35,17,11,15,6,5,12,0,0,3,3,4,http://imra.org.il/story.php3?id=59819,
8,2013-01-14,2,756,Dialog,Channel 1,2,9,32,16,11,14,6,6,11,2,0,3,3,4,http://imra.org.il/story.php3?id=59815,
9,2013-01-14,1,500,Teleseker,Walla,3,6,34,18,10,15,6,5,11,0,2,4,3,3,http://imra.org.il/story.php3?id=59802,
10,2013-01-15,1,770,Dahaf,Channel 1,2,9,33,17,11,12,6,6,11,2,0,4,3,4,http://imra.org.il/story.php3?id=59804,DATE UNKNOWN
11,2013-01-15,1,500,Panels,Knesset,3,8,35,17,9,14,5,5,11,3,0,4,3,3,,
12,2013-01-11,1,500,Midgam,Channel 1,2,9,33,16,10,15,5,6,10,3,0,4,3,4,http://imra.org.il/story.php3?id=59760,DATE/SIZE UNKNOWN
13,2013-01-11,1,500,Panels,Sofhashavua,2,9,34,17,9,14,6,5,11,3,0,4,3,3,,
14,2013-01-08,2,870,Smith,Jerusalem Post/Globes,2,8,34,18,10,14,6,4,10,0,3,4,3,4,http://imra.org.il/story.php3?id=59738,
15,2013-01-09,2,1000,Dahaf,Yediot,2,8,33,18,10,14,5,6,11,2,0,4,3,4,http://imra.org.il/story.php3?id=59739,
16,2013-01-11,1,500,Gal Hadash,Yisrael Hayom,2,9,35,17,11,14,6,4,11,0,0,3,4,4,,
17,2013-01-08,2,506,Maagar,Maariv,3,7,38,16,12,13,6,5,8,1,1,3,3,4,http://imra.org.il/story.php3?id=59742,
18,2013-01-10,1,500,Panels,Channel 1,2,8,33,16,10,15,6,5,10,2,2,4,4,3,,
19,2013-01-08,1,500,Smith,Politica,2,9,33,18,10,14,6,5,10,0,2,3,4,4,,
20,2013-01-07,1,500,Teleseker,Walla,0,11,34,18,11,13,6,4,11,0,2,4,2,4,,
21,2013-01-02,1,803,TRI,Times,0,5,34,21,10,15,6,6,11,0,0,4,4,4,http://imra.org.il/story.php3?id=59703,DATE UNKNOWN (Dec 25 to Jan 2)
22,2013-01-06,1,502,Panels,Channel 2,0,9,32,16,10,16,6,5,10,3,2,5,2,4,http://imra.org.il/story.php3?id=59702,
23,2013-01-07,1,500,Dialog,Channel 1,2,7,35,17,12,14,6,5,11,0,0,4,3,4,,
24,2013-01-01,2,501,Maagar,Maariv,2,9,36,18,11,13,5,4,9,1,1,4,3,4,http://imra.org.il/story.php3?id=59669,
25,2013-01-01,2,500,Smith,Jerusalem Post,2,10,32,17,10,16,5,4,10,0,3,3,4,4,http://imra.org.il/story.php3?id=59666,
26,2013-01-03,1,500,Panels,Knesset,0,10,34,17,11,14,6,4,10,2,0,4,4,4,,
27,2013-01-01,1,620,Gal Hadash,Yisrael Hayom,2,10,34,16,11,14,5,4,11,0,2,4,3,4,http://imra.org.il/story.php3?id=59654,
28,2012-12-31,1,666,Dialog,Haaretz,2,10,34,16,11,14,6,4,9,2,0,4,4,4,http://imra.org.il/story.php3?id=59640,
29,2012-12-31,1,500,Dahaf,Channel 2,0,11,33,17,11,13,6,5,11,2,0,4,3,4,http://imra.org.il/story.php3?id=59632,SAMPLE SIZE UNKNOWN
30,2012-12-30,1,500,Teleseker,Walla,2,10,34,18,11,15,6,4,10,0,0,4,2,4,,
31,2012-12-26,2,1250,Dahaf,Yediot,0,11,33,17,11,12,6,4,11,2,2,4,3,4,http://imra.org.il/story.php3?id=59580,
32,2012-12-27,1,491,Maagar,Maariv,2,9,37,18,11,13,6,4,8,1,1,4,1,5,http://imra.org.il/story.php3?id=59595,
33,2012-12-25,2,530,Panels,Knesset/Sofshavua,0,8,34,18,10,14,6,4,10,3,2,5,2,4,http://imra.org.il/story.php3?id=59579,
34,2012-12-25,2,500,Smith,Globes,0,10,34,18,11,14,6,4,10,0,2,3,4,4,http://imra.org.il/story.php3?id=59578,
35,2012-12-25,1,500,Midgam,Reshet B,0,11,34,16,13,15,6,5,9,0,0,4,3,4,http://imra.org.il/story.php3?id=59562,
36,2012-12-25,1,500,Teleseker,Walla,0,11,35,18,10,15,6,4,10,0,0,4,3,4,http://imra.org.il/story.php3?id=59550,SAMPLE SIZE UNKNOWN
37,2012-12-23,2,491,Dialog,Haaretz,2,10,35,17,13,13,6,4,9,0,0,4,3,4,http://imra.org.il/story.php3?id=59534,
38,2012-12-20,1,500,Unknown,Galei Yisrael,0,8,36,19,10,13,5,5,8,3,2,4,3,4,,
39,2012-12-23,1,718,Panels,Ch2,0,9,36,18,10,13,6,4,9,3,2,5,2,3,http://imra.org.il/story.php3?id=59522,
40,2012-12-19,1,500,Smith,Hakol Diburim,0,9,36,19,11,11,6,4,11,0,3,3,3,4,http://imra.org.il/story.php3?id=59468,DATE UNCERTAIN SIZE UNKNOWN
41,2012-12-20,1,511,Maagar,Maariv,1,9,37,20,11,12,6,4,7,2,1,3,3,4,http://imra.org.il/story.php3?id=59483,
42,2012-12-18,1,728,Dahaf,Ch2,0,10,35,19,11,12,6,3,9,2,2,4,3,4,http://imra.org.il/story.php3?id=59455,DATE UNKNOWN
43,2012-12-18,1,500,Teleseker,Walla,2,10,37,17,11,11,5,4,12,0,0,5,3,3,,
44,2012-12-13,1,501,Maagar,Maariv,1,9,38,20,12,11,6,3,8,1,1,4,3,3,http://imra.org.il/story.php3?id=59400,
45,2012-12-13,1,500,Maagar,Mishal Ham,0,10,38,19,12,11,6,3,7,4,0,4,3,3,,
46,2012-12-13,1,500,Panels,Knesset,0,9,36,18,9,13,6,5,7,3,2,5,3,4,,
47,2012-12-13,1,500,Smith,Reshet B,0,9,39,19,10,10,6,4,9,0,3,3,4,4,,
48,2012-12-13,1,620,Gal Hadash,Yisrael Hayom,2,9,39,19,12,10,5,4,9,0,0,4,3,4,http://imra.org.il/story.php3?id=59401,DATE UNCERTAIN
49,2012-12-11,1,500,Teleseker,Walla,4,11,38,17,11,9,5,3,11,0,0,5,3,3,,
50,2012-12-09,1,500,Dialog,Haaretz,2,9,39,17,12,11,6,3,6,0,3,5,3,4,http://imra.org.il/story.php3?id=59364,SIZE UNKNOWN
51,2012-12-07,1,500,Dialog,Ch10,2,12,36,19,9,12,6,4,7,2,0,4,3,4,,
52,2012-12-06,1,500,Midgam,Ch1,0,12,36,19,11,12,6,4,7,2,0,4,3,4,,
53,2012-12-06,1,511,Maagar,Mishal Ham,2,10,38,19,13,12,6,2,5,1,3,3,3,3,http://imra.org.il/story.php3?id=59340,
54,2012-12-06,1,500,Panels,Knesset,2,6,39,19,10,12,5,5,8,3,3,3,2,3,,
55,2012-12-05,1,560,Midgam,Reshet B,0,9,36,20,10,11,6,2,9,3,2,4,4,4,http://imra.org.il/story.php3?id=59335,
56,2012-12-04,1,500,Dialog,Ch10,2,9,37,20,10,11,6,4,7,0,3,5,3,3,http://imra.org.il/story.php3?id=59327,DATE UNCERTAIN SIZE UNKNOWN
57,2012-12-02,1,500,Panels,Knesset,2,6,39,19,10,12,5,4,7,3,3,3,3,4,,
