col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1,MANY_TO_ONE,ENTITY,上传者,login,user,uploadFile,100,,False,,,,,3,users,select,False,User
2,MANY_TO_ONE,ENTITY,上传者,login,user,uploadImage,100,,False,,,,,4,users,select,False,User
3,ONE_TO_MANY,ENTITY,子节点,,children,parent,100,,False,,,,,5,dataDictionaries,,True,DataDictionary
4,MANY_TO_ONE,ENTITY,上级节点,name,parent,children,100,,False,,,,,5,dataDictionaries,treeSelect,True,DataDictionary
5,ONE_TO_MANY,ENTITY,子节点,,children,parent,100,,False,,,,,7,administrativeDivisions,,True,AdministrativeDivision
6,MANY_TO_ONE,ENTITY,上级节点,name,parent,children,100,,False,,,,,7,administrativeDivisions,treeSelect,True,AdministrativeDivision
7,ONE_TO_MANY,ENTITY,子节点,,children,parent,100,,False,,,,,8,authorities,,True,Authority
8,MANY_TO_MANY,ENTITY,用户,login,users,authority,100,,False,,,,True,8,users,select,False,User
9,MANY_TO_MANY,ENTITY,可视权限,text,viewPermission,authorities,100,,False,,,,True,8,viewPermissions,treeSelect,True,ViewPermission
10,MANY_TO_ONE,ENTITY,上级,name,parent,children,100,,False,,,,,8,authorities,treeSelect,True,Authority
11,ONE_TO_MANY,ENTITY,子节点,,children,parent,100,,False,,,,,9,viewPermissions,,True,ViewPermission
12,MANY_TO_MANY,ENTITY,API权限,name,apiPermissions,viewPermissions,100,,False,,,,True,9,apiPermissions,treeSelect,True,ApiPermission
13,MANY_TO_ONE,ENTITY,上级,text,parent,children,100,,False,,,,,9,viewPermissions,treeSelect,True,ViewPermission
14,MANY_TO_MANY,ENTITY,Authorities,name,authorities,viewPermission,100,,False,,,,,9,authorities,treeSelect,True,Authority
15,ONE_TO_MANY,ENTITY,子节点,,children,parent,100,,False,,,,,10,apiPermissions,,True,ApiPermission
16,MANY_TO_ONE,ENTITY,上级,name,parent,children,100,,False,,,,,10,apiPermissions,treeSelect,True,ApiPermission
17,MANY_TO_MANY,ENTITY,View Permissions,text,viewPermissions,apiPermissions,100,,False,,,,,10,viewPermissions,treeSelect,True,ViewPermission
18,ONE_TO_MANY,ENTITY,字段,,commonTableFields,commonTable,100,,False,,,,,11,commonTableFields,,False,CommonTableField
19,ONE_TO_MANY,ENTITY,关系,,relationships,commonTable,100,,False,,,,,11,commonTableRelationships,,False,CommonTableRelationship
20,MANY_TO_ONE,ENTITY,创建人,login,creator,commonTable,100,,False,,,,,11,users,select,False,User
21,MANY_TO_ONE,ENTITY,业务类型,name,businessType,commonTable,100,,False,,,,,11,businessTypes,select,False,BusinessType
22,MANY_TO_ONE,ENTITY,所属表,name,commonTable,commonTableFields,100,,False,,,,,12,commonTables,select,False,CommonTable
23,MANY_TO_ONE,ENTITY,关联实体,name,relationEntity,commonTableRelationship,100,,False,,,,,13,commonTables,select,False,CommonTable
24,MANY_TO_ONE,ENTITY,字典表节点,name,dataDictionaryNode,commonTableRelationship,100,,False,,,,,13,dataDictionaries,treeSelect,True,DataDictionary
25,MANY_TO_ONE,ENTITY,所属表,name,commonTable,relationships,100,,False,,,,,13,commonTables,select,False,CommonTable
26,ONE_TO_MANY,ENTITY,子节点,,children,parent,100,,False,,,,,25,companyCustomers,,True,CompanyCustomer
27,ONE_TO_MANY,ENTITY,员工,,companyUsers,company,100,,False,,,,,25,companyUsers,,False,CompanyUser
28,ONE_TO_MANY,ENTITY,开通业务,,companyBusinesses,company,100,,False,,,,,25,companyBusinesses,,False,CompanyBusiness
29,MANY_TO_ONE,ENTITY,上级,name,parent,children,100,,False,,,,,25,companyCustomers,treeSelect,True,CompanyCustomer
30,MANY_TO_ONE,ENTITY,关联账户,firstName,user,companyUser,100,,False,,,,,26,users,select,False,User
31,MANY_TO_ONE,ENTITY,所属单位,name,company,companyUsers,100,,False,,,,,26,companyCustomers,treeSelect,True,CompanyCustomer
32,MANY_TO_ONE,ENTITY,业务类型,name,businessType,companyBusiness,100,,False,,,,,27,businessTypes,select,False,BusinessType
33,MANY_TO_ONE,ENTITY,公司,name,company,companyBusinesses,100,,False,,,,,27,companyCustomers,treeSelect,True,CompanyCustomer
34,MANY_TO_ONE,ENTITY,关联表,name,commonTable,uReportFile,100,,False,,,,,29,commonTables,select,False,CommonTable
35,MANY_TO_ONE,ENTITY,关联表,name,commonTable,processTableConfig,100,,False,,,,,30,commonTables,select,False,CommonTable
36,MANY_TO_ONE,ENTITY,创建人,login,creator,processTableConfig,100,,False,,,,,30,users,select,False,User
37,ONE_TO_MANY,ENTITY,附件列表,,images,leave,100,,False,,,,,33,uploadImages,,False,UploadImage
38,MANY_TO_ONE,ENTITY,申请人,login,creator,leave,100,,False,,,,,33,users,select,False,User
39,MANY_TO_ONE,ENTITY,上传者,login,user,uploadImage,100,,False,,,,,4,users,select,False,User
40,MANY_TO_ONE,ENTITY,内容,name,leave,images,100,,False,,,,,4,leaves,select,False,Leave
41,ONE_TO_MANY,ENTITY,条件项目,,items,query,100,,False,,,,,34,commonQueryItems,,False,CommonQueryItem
42,MANY_TO_ONE,ENTITY,编辑人,firstName,modifier,commonQuery,100,,False,,,,,34,users,select,False,User
43,MANY_TO_ONE,ENTITY,所属模型,name,commonTable,commonQuery,100,,False,,,,,34,commonTables,select,False,CommonTable
44,MANY_TO_ONE,ENTITY,查询,name,query,items,100,,False,,,,,35,commonQueries,select,False,CommonQuery
