col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
ST0,ST0,l10n_uk,sale,Zero rated sales,percent,0.0,2200,2200,5.0,1.0,5,1.0,1,1,-1,-1,
ST1,ST1,l10n_uk,sale,Standard rate sales (17.5%),percent,0.175,2200,2200,5.0,1.0,5,1.0,1,1,-1,-1,
ST2,ST2,l10n_uk,sale,Exempt sales,percent,0.0,2200,2200,5.0,1.0,5,1.0,1,1,-1,-1,
PT0,PT0,l10n_uk,purchase,Zero rated purchases,percent,0.0,2201,2201,6.0,3.0,6,3.0,1,1,-1,-1,
PT1,PT1,l10n_uk,purchase,Standard rate purchases (17.5%),percent,0.175,2201,2201,6.0,3.0,6,3.0,1,1,-1,-1,
PT2,PT2,l10n_uk,purchase,Exempt purchases,percent,0.0,2201,2201,6.0,3.0,6,3.0,1,1,-1,-1,
PT8,PT8,l10n_uk,purchase,Standard rated purchases from EC,percent,0.175,2201,2201,8.0,2.0,8,2.0,1,1,-1,-1,
PT8R,PT8R,l10n_uk,purchase,Reverse EC Purchase VAT,percent,-1.0,2201,2201,,3.0,3,,-1,-1,1,1,PT8
PT5,PT5,l10n_uk,purchase,Lower rate purchases (5%),percent,0.05,2201,2201,6.0,3.0,6,3.0,1,1,-1,-1,
ST4,ST4,l10n_uk,sale,Sales to customers in EC,percent,0.0,2200,2200,7.0,,7,,1,1,-1,-1,
PT7,PT7,l10n_uk,purchase,Zero rated purchases from EC,percent,0.0,2201,2201,8.0,,8,,1,1,-1,-1,
ST11,ST11,l10n_uk,sale,Standard rate sales (20%),percent,0.2,2200,2200,5.0,1.0,5,1.0,1,1,-1,-1,
PT11,PT11,l10n_uk,purchase,Standard rate purchases (20%),percent,0.2,2201,2201,6.0,3.0,6,3.0,1,1,-1,-1,
