col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
1,3,,UAアッシュベージュ(UA-AE),UAアッシュベージュ(UA-AE),,,,,,,,,,,,A9,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:06:11,classcategory
2,3,,UAプレミアムホワイト(UA-PR),UAプレミアムホワイト(UA-PR),,,,,,,,,,,,A10,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:06:30,classcategory
3,3,,UAオニキスグレー(UA-OG),UAオニキスグレー(UA-OG),,,,,,,,,,,,A11,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:07:07,classcategory
4,3,,ELウォルナット(EL-WN),ELウォルナット(EL-WN),,,,,,,,,,,,A12,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:07:30,classcategory
5,3,,ELノッティホワイト(EL-KW),ELノッティホワイト(EL-KW),,,,,,,,,,,,A13,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:07:51,classcategory
6,3,,ELノッティブラウン(EL-KB),ELノッティブラウン(EL-KB),,,,,,,,,,,,A14,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:08:15,classcategory
7,3,,ELエルムナチュラル(EL-EN),ELエルムナチュラル(EL-EN),,,,,,,,,,,,A15,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:08:33,classcategory
8,3,,ELエルムダーク(EL-ED),ELエルムダーク(EL-ED),,,,,,,,,,,,A16,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:08:50,classcategory
9,3,,ELアカシアベージュ(EL-AB),ELアカシアベージュ(EL-AB),,,,,,,,,,,,A17,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:09:17,classcategory
10,3,,GDベトングレー(GD-BG),GDベトングレー(GD-BG),,,,,,,,,,,,A18,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:09:43,classcategory
11,3,,グレー(KH-G),グレー(KH-G),,,,,,,,,,,,A19,,,,,1,1,2020-09-25 10:14:52,2020-10-28 04:09:59,classcategory
12,4,,メルクリオ,メルクリオ,メルクリオ,GD ｺﾞﾃﾞｰﾚ ﾒﾙｸﾘｵ,抽象柄,GD,2.0,GD,2.0,GD,2.0,0.0,1.0,A8,G3,G3,2.0,G3,1,1,2020-09-25 10:14:52,2020-10-28 03:58:59,classcategory
13,4,,ベトングレー,ベトングレー,ベトングレー,GD ｺﾞﾃﾞｰﾚ ﾍﾞﾄﾝｸﾞﾚｰ,抽象柄,GD,1.0,GD,1.0,GD,1.0,0.0,1.0,C2,G2,G2,2.0,G2,1,1,2020-09-25 10:14:52,2020-10-28 03:42:49,classcategory
14,4,,アッシュベージュ,アッシュベージュ,アッシュベージュ,UA ﾐﾀﾓﾘｰｾﾞ ｱｯｼｭBE,単色,UA,2.0,UA,2.0,UA,2.0,0.0,1.0,A9,C7,C7,1.0,C7,1,1,2020-09-25 10:14:52,2020-10-28 03:44:52,classcategory
15,4,,プレミアムホワイト,プレミアムホワイト,プレミアムホワイト,UA ﾐﾀﾓﾘｰｾﾞ ﾌﾟﾚﾐｱﾑWH,単色,UA,3.0,UA,3.0,UA,3.0,0.0,1.0,B0,C8,C8,1.0,C8,1,1,2020-09-25 10:14:52,2020-10-28 03:47:33,classcategory
16,4,,オニキスグレー,オニキスグレー,オニキスグレー,UA ﾐﾀﾓﾘｰｾﾞ ｵﾆｷｽｸﾞﾚｰ,単色,UA,5.0,UA,5.0,UA,5.0,0.0,1.0,B2,D0,D0,2.0,D0,1,1,2020-09-25 10:14:52,2020-10-28 03:50:14,classcategory
17,4,,ノッティホワイト,ノッティホワイト,ノッティホワイト,EM ﾓﾃﾞﾙﾅ ﾉｯﾃｨﾎﾜｲﾄ,単色,EL,2.0,EL,2.0,EM,2.0,0.0,1.0,B8,F0,F0,1.0,D7,1,1,2020-09-25 10:14:52,2020-10-28 03:54:30,classcategory
18,4,,ノッティナチュラル,ノッティナチュラル,ノッティナチュラル,EM ﾓﾃﾞﾙﾅ ﾉｯﾃｨﾅﾁｭﾗﾙ,木目柄,EL,3.0,EL,3.0,EM,3.0,0.0,1.0,未設定,F1,F1,1.0,D8,1,1,2020-09-25 10:14:52,2020-10-28 03:56:49,classcategory
19,4,,ノッティブラウン,ノッティブラウン,ノッティブラウン,EM ﾓﾃﾞﾙﾅ ﾉｯﾃｨﾌﾞﾗｳﾝ,木目柄,EL,4.0,EL,4.0,UA,4.0,0.0,1.0,B9,F2,F2,1.0,D9,1,1,2020-09-25 10:14:52,2020-10-28 03:58:17,classcategory
