col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
4B9E1LPX,DD,1431692853,US26614N1028,DuPont de Nemours Inc,0,Nutrition & Biosciences Business,PENDING,N,CASH,0,05/11/2020,02/01/2021,02/02/2021,12/18/2020,https://www.businesswire.com/news/home/20200511005408/en/,12/18/2020 08:19:33 AM,12/18/2020 08:22:58 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4I711KW1,ZBH,1431681997,US98956P1021,"Zimmer Biomet Holdings, Inc.",0,Dental Businesses,PENDING,N,CASH,0,02/05/2021,,,,http://www.prnewswire.com/news-releases/zimmer-biomet-announces-intent-to-spin-off-spine-and-dental-businesses-301222845.html,02/05/2021 06:47:30 AM,02/05/2021 06:47:30 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4I4J2Q01,VRNT,1431682086,US92343X1000,Verint Systems Inc.,1431697941,Cognyte Software Ltd,COMPLETED,N,CASH,0,01/15/2020,02/01/2021,02/02/2021,,https://www.businesswire.com/news/home/20210201005948/en/,01/15/2021 12:02:50 PM,02/08/2021 10:53:34 AM,05/03/2021 08:43:57 PM,CGNT,IL0011691438,1.0,1.0,01/25/2020,01/25/2021,02/02/2021,01/25/2021,02/02/2021
43BF9CS0,FTI,1431690950,GB00BDSFG982,TechnipFMC plc,0,,COMPLETED,N,CASH,0,08/26/2019,02/23/2021,02/24/2021,,https://www.businesswire.com/news/home/20210215005412/en/,09/23/2019 11:02:10 AM,02/15/2021 05:01:37 PM,05/03/2021 08:43:57 PM,,,5.0,1.0,02/17/2021,,,,
4I7C194O,RXN,1431686185,US76169B1026,Rexnord Corp,0,Process & Motion Control Segment,PENDING,N,CASH,0,02/16/2021,,,,http://www.prnewswire.com/news-releases/regal-to-combine-with-rexnords-pmc-segment-creating-world-class-power-transmission-provider-301228824.html,02/16/2021 07:48:01 AM,02/16/2021 07:48:01 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4I7E2T0L,DMLRY,1431682000,US2338252073,Daimler AG,0,Daimler Truck,PENDING,N,CASH,0,02/18/2021,,,,http://www.prnewswire.com/news-releases/daimler-confident-for-2021-301230629.html,02/18/2021 11:10:16 AM,02/18/2021 11:10:16 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4I7K3LW5,EXC,2797,US30161N1019,Exelon Corporation,0,Exelon Utilities (RemainCo),PENDING,N,CASH,0,02/24/2021,,,,https://www.businesswire.com/news/home/20210224005239/en/,02/24/2021 02:11:20 PM,02/24/2021 02:11:20 PM,05/03/2021 08:43:57 PM,,,,,,,,,
4I7K3LW8,EXC,2797,US30161N1019,Exelon Corporation,0,Exelon Generation (SpinCo),PENDING,N,CASH,0,02/24/2021,,,,https://www.businesswire.com/news/home/20210224005239/en/,02/24/2021 02:12:05 PM,02/24/2021 02:12:05 PM,05/03/2021 08:43:57 PM,,,,,,,,,
4I9R1ME0,IBM,1268,US4592001014,International Business Machines Corp.,0,Managed Infrastructure Services business,PENDING,N,CASH,0,03/03/2021,,,,https://www.businesswire.com/news/home/20210303005542/en/,03/03/2021 08:18:12 AM,03/03/2021 08:18:12 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4I9S2UJ4,CFX,1431685122,US1940141062,Colfax Corporation,0,Medical Technology Company,PENDING,N,CASH,0,03/04/2021,,,,https://www.globenewswire.com/news-release/2021/03/04/2186890/0/en/Colfax-Announces-Intention-to-Separate-Into-Two-Independent-Public-Companies.html,03/04/2021 11:43:12 AM,03/04/2021 11:43:12 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4I9S2UJ9,CFX,1431685122,US1940141062,Colfax Corporation,0,fabrication technology (ESAB),PENDING,N,CASH,0,03/04/2021,,,,https://www.globenewswire.com/news-release/2021/03/04/2186890/0/en/Colfax-Announces-Intention-to-Separate-Into-Two-Independent-Public-Companies.html,03/04/2021 11:44:04 AM,03/04/2021 11:44:04 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4IAC1RX8,9531.JP,1431691172,JP3573000001,"Tokyo Gas Co., Ltd.",0,Gas Pipeline Business,PENDING,N,CASH,0,03/24/2021,,,,Expects to be completed 4/1/2022,03/24/2021 08:27:33 AM,03/24/2021 08:27:33 AM,05/03/2021 08:43:57 PM,,,,,,,,,
