col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
11133025000031011,Acto_3a.1,250.0,0.4828171462943399,1.2461098341333791e-09,1.1077377308656446,97.89797253807536,0.1397649642723625,1.0,0.5242105263157895,0.3735,0.0,1.000001,10.0,1e-08,1.0,0.0,0.498,0.1625269163058275,5.0,500000.0,0.2151657256124879,2.0,0.0,0.8288463734707892,0.9082054316068554,0.7494873153347229,0.0315646070109611,0.0310560775875403,0.0320731364343819,0.0
11133025000031012,Acto_3a.1,375.0,0.4509999999731176,8.070416435355293e-10,1.0923916667333822,97.96794122908956,0.0073358878332235,1.0,0.4747368421052632,0.33825,0.0,1.000001,10.0,1e-08,1.0,0.0,0.451,0.1666883217102293,5.0,500000.0,0.0120517502154025,2.0,0.0,0.7629940496671197,0.8843984597652269,0.6415896395690124,0.016473103092413,0.0306117971138574,0.0023344090709685,0.0
11133025000031013,Acto_3a.1,675.0,0.3980799954693496,4.826548107625896e-09,1.0735449897929827,99.97652807606818,0.0091435456021167,1.0,0.4190315789473684,0.29856,0.0,1.000001,10.0,9.2e-09,1.0,0.0,0.39808,0.1566340762589517,5.0,500000.0,0.0124973168976775,2.0,0.0,0.8128235229718024,0.7875047898299745,0.8381422561136302,0.0199602021018694,0.0382527996370753,0.0016676045666635,0.0
11133025000031014,Acto_3a.1,1000.0,0.229315068228277,7.130648281415404e-07,1.0944162733763023,99.5527103248426,0.0008411500006743,1.0,0.2516315789473684,0.1792875,0.0,1.000001,10.0,4.5e-09,1.0,0.0,0.2390499999999999,0.09,5.0,500000.0,0.0011733562412914,2.0,0.0,0.8795477584586984,0.9394568831973646,0.819638633720032,0.0053719783619213,0.0105774407772976,0.000166515946545,0.0
11133025000041011,Acto_4a.1,250.0,0.4828161605453774,4.091114109196883e-10,1.1077373247675906,97.8985124160408,0.1397663146831637,1.0,0.5242105263157895,0.3735,0.0,1.000001,10.0,1e-08,1.0,0.0,0.498,0.1625281421501259,5.0,500000.0,0.2151575116341429,2.0,0.0,0.8288584387010556,0.90820906738819,0.7495078100139214,0.0315631342861147,0.0310554468818927,0.0320708216903368,0.0
11133025000041012,Acto_4a.1,375.0,0.4509999976540286,1.3343275832762174e-10,1.0923924273880368,97.9714630232957,0.0073356184763,1.0,0.4747368421052632,0.33825,0.0,1.000001,10.0,1e-08,1.0,0.0,0.451,0.1666877992804506,5.0,500000.0,0.0120512944813531,2.0,0.0,0.7630019417333118,0.8844001081588233,0.6416037753078003,0.0164729624531222,0.0306116486396155,0.002334276266629,0.0
11133025000041013,Acto_4a.1,1000.0,0.416874999976712,2.9753038858502884e-09,1.1082325998165476,497.1876402017157,0.0092199133298928,1.0,0.4388157894736842,0.3126562499999999,0.0,1.000001,10.0,9.75e-09,1.0,0.0,0.416875,0.1643376107638154,5.0,500000.0,0.0139205341549652,2.0,0.0,0.8205760214749468,0.8948249961682133,0.7463270467816803,0.0155773455209034,0.028698409057514,0.0024562819842928,0.0
11183128190051011,Ahuri_5a.1,200.0,0.5689651273872754,3.1649978627401443e-09,1.0768621966762768,32.71559971620013,0.1577308507104432,1.0,0.5989473684210526,0.4267499999999999,0.0,1.000001,10.0,1e-08,1.0,0.0,0.569,0.2,5.0,500000.0,0.299431289468284,2.0,0.0,0.7222034186834705,0.9012670895443816,0.5431397478225595,0.0439797343525411,0.0302022591459914,0.0577572095590907,0.0
11183128190051012,Ahuri_5a.1,325.0,0.546963447134383,7.064022789770931e-10,1.0752175662715482,24.80624727326436,0.1690892902222329,1.0,0.5757894736842106,0.41025,0.0,1.000001,10.0,1e-08,1.0,0.0,0.547,0.2,5.0,500000.0,0.290438849063573,2.0,0.0,0.783371860246423,0.922427533539696,0.64431618695315,0.0373044676744268,0.0250906117494485,0.0495183235994051,0.0
11183128190051013,Ahuri_5a.1,1000.0,0.435515743866886,6.09614735023881e-12,1.2224221494611152,97.0729047011998,0.0105565487105693,1.0,0.4705263157894737,0.33525,0.0,1.000001,10.0,1e-08,1.0,0.0,0.447,0.0481079038099891,5.0,500000.0,0.0126940056288821,2.0,0.0,0.948505443688685,0.9517750164731332,0.9452358709042368,0.0151052800814923,0.0291479064802546,0.00106265368273,0.0
