col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
0,VA-7_EASTBOUND,1,,110N05711,0,,None,,39.0144,-77.3715
1,VA-7_EASTBOUND,1,,110-05710,1,,None,,39.0141,-77.3709
2,VA-7_EASTBOUND,1,,110N05710,2,,None,,39.0127,-77.3684
3,VA-7_EASTBOUND,1,,110-05709,3,,None,,39.0086,-77.3605
4,VA-7_EASTBOUND,1,,110-05708,4,,None,,39.0028,-77.3502
5,VA-7_EASTBOUND,1,,110N05708,5,,None,,39.0005,-77.3455
6,VA-7_EASTBOUND,1,,110-05707,6,,None,,39.0005,-77.3454
7,VA-7_EASTBOUND,1,,110N05707,7,,None,,38.9946,-77.3365
8,VA-7_EASTBOUND,1,,110-05706,8,,None,,38.9945,-77.3364
9,VA-7_EASTBOUND,1,,110N05706,9,,None,,38.9778,-77.3157
10,VA-7_EASTBOUND,1,,110-05705,10,,None,,38.9773,-77.3147
11,VA-7_EASTBOUND,1,,110-05704,11,,None,,38.9738,-77.3039
12,VA-7_EASTBOUND,1,,110-05703,12,,None,,38.9672,-77.2915
13,VA-7_EASTBOUND,1,,110-05702,13,,None,,38.9597,-77.2769
14,VA-7_EASTBOUND,1,,110-05701,14,,None,,38.958,-77.2747
15,VA-7_EASTBOUND,1,,110-05700,15,,None,,38.9514,-77.2645
16,VA-7_EASTBOUND,1,,110-05699,16,,None,,38.9428,-77.2552
17,VA-7_EASTBOUND,1,,110N05699,17,,None,,38.9351,-77.2477
18,VA-7_EASTBOUND,1,,110-05698,18,,None,,38.9307,-77.2435
19,VA-7_EASTBOUND,1,,110N05698,19,,None,,38.9238,-77.2369
20,VA-7_EASTBOUND,1,,110-05697,20,,None,,38.9237,-77.2368
21,VA-7_EASTBOUND,1,,110N05697,21,,None,,38.9196,-77.2326
22,VA-7_EASTBOUND,1,,110-05696,22,,None,,38.9178,-77.2302
23,VA-7_EASTBOUND,1,,110N05696,23,,None,,38.9158,-77.227
24,VA-7_EASTBOUND,1,,110-05695,24,,None,,38.9152,-77.2262
25,VA-7_EASTBOUND,1,,110N05695,25,,None,,38.9119,-77.2204
26,VA-7_EASTBOUND,1,,110-05694,26,,None,,38.9089,-77.2152
27,VA-7_EASTBOUND,1,,110N05694,27,,None,,38.9088,-77.2149
28,VA-7_EASTBOUND,1,,110-05693,28,,None,,38.9086,-77.2146
29,VA-7_EASTBOUND,1,,110-05692,29,,None,,38.9006,-77.1997
30,VA-7_EASTBOUND,1,,110N05692,30,,None,,38.9005,-77.1996
31,VA-7_EASTBOUND,1,,110N05692,31,,None,,38.8971,-77.1943
32,VA-7_WESTBOUND,2,,110P05692,0,,None,,38.8973,-77.1943
33,VA-7_WESTBOUND,2,,110+05693,1,,None,,38.9005,-77.1992
34,VA-7_WESTBOUND,2,,110+05694,2,,None,,38.9007,-77.1996
35,VA-7_WESTBOUND,2,,110P05694,3,,None,,38.9088,-77.2145
36,VA-7_WESTBOUND,2,,110+05695,4,,None,,38.9089,-77.2148
37,VA-7_WESTBOUND,2,,110P05695,5,,None,,38.9093,-77.2154
38,VA-7_WESTBOUND,2,,110+05696,6,,None,,38.9125,-77.2214
39,VA-7_WESTBOUND,2,,110P05696,7,,None,,38.9154,-77.226
40,VA-7_WESTBOUND,2,,110+05697,8,,None,,38.9158,-77.2268
41,VA-7_WESTBOUND,2,,110P05697,9,,None,,38.9184,-77.2305
42,VA-7_WESTBOUND,2,,110+05698,10,,None,,38.9197,-77.2321
43,VA-7_WESTBOUND,2,,110P05698,11,,None,,38.9239,-77.2364
44,VA-7_WESTBOUND,2,,110+05699,12,,None,,38.924,-77.2365
45,VA-7_WESTBOUND,2,,110P05699,13,,None,,38.9323,-77.2447
46,VA-7_WESTBOUND,2,,110+05700,14,,None,,38.9364,-77.2487
47,VA-7_WESTBOUND,2,,110+05701,15,,None,,38.9429,-77.2551
48,VA-7_WESTBOUND,2,,110+05702,16,,None,,38.9515,-77.2644
49,VA-7_WESTBOUND,2,,110+05703,17,,None,,38.9581,-77.2746
50,VA-7_WESTBOUND,2,,110+05704,18,,None,,38.9597,-77.2768
51,VA-7_WESTBOUND,2,,110+05705,19,,None,,38.9673,-77.2914
52,VA-7_WESTBOUND,2,,110+05706,20,,None,,38.974,-77.3038
53,VA-7_WESTBOUND,2,,110P05706,21,,None,,38.9775,-77.3146
54,VA-7_WESTBOUND,2,,110+05707,22,,None,,38.978,-77.3157
55,VA-7_WESTBOUND,2,,110P05707,23,,None,,38.9946,-77.3362
56,VA-7_WESTBOUND,2,,110+05708,24,,None,,38.9947,-77.3364
57,VA-7_WESTBOUND,2,,110P05708,25,,None,,39.0004,-77.3449
58,VA-7_WESTBOUND,2,,110+05709,26,,None,,39.001,-77.346
59,VA-7_WESTBOUND,2,,110+05710,27,,None,,39.003,-77.35
60,VA-7_WESTBOUND,2,,110P05710,28,,None,,39.009,-77.3609
61,VA-7_WESTBOUND,2,,110+05711,29,,None,,39.0125,-77.3673
62,VA-7_WESTBOUND,2,,110P05711,30,,None,,39.0143,-77.3707
63,VA-7_WESTBOUND,2,,110P05711,31,,None,,39.0143,-77.3709
