col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
1,1633.01371057118,415.3913559838992,0.7161605376983657,-0.0069889903703265,0.1261026289952587,49,0.0,0.0259311587567288,3.417717104615739,-1.3343402798200792,1633.01371057118,415.3913559838992,334.5375916050643,0.0,0.0,63.0541667331762,14.932144840795925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.79691920160388,176.20529255758046,14.535379845879971
2,2327.83606587731,488.0358080250012,0.6066104956172296,-0.0429426578359355,0.1225363229406688,49,0.0,0.0104497953308331,1.4771630464064731,-0.4235710863613524,2327.83606587731,488.0358080250012,286.1715177146579,0.0,122.67789667391465,62.754508149238845,14.962197501433517,0.0,0.0,0.0,0.0,0.0,0.0,69.78131346867275,86.87192874405773,53.995639491592286,68.39977907650113,7.122856933834008
3,2222.9056027897263,752.8877118821229,0.6636937338498212,-0.0311087571644842,0.0725214001433047,49,0.0,0.0110666733201702,1.541252715984154,-0.4696846372874779,2222.9056027897263,752.8877118821229,174.52992749719684,137.99227238449745,137.99227238449745,62.79961847573351,15.072602944345382,0.0,0.0,0.0,0.0,0.0,0.0,89.46515610696466,85.06477139023218,0.0,0.0,0.0
4,1821.95432468999,833.8449666608029,0.4035289796707048,-0.304575740380237,0.3038693353121466,49,0.0,0.0111894398077796,1.993787643381748,-0.7491972502616255,1821.95432468999,833.8449666608029,305.4875024692888,0.0,87.97385963285294,62.972613201104096,15.106471967301006,0.0,0.0,53.11413507210794,83.35195775999804,1.6271805624115427,0.0,0.0,0.0,62.14931562515129,96.1038396127226,9.1410738368974
5,1045.7794730581538,1132.8439997052897,0.3025687003941783,-0.1878427344275811,-0.8954110524284427,49,0.0,0.0585954383111902,17.420971563922308,-3.102680929647562,1045.7794730581538,1132.8439997052897,8149.977412934419,0.0,89.10622542845769,63.30773214335744,15.230945462968606,0.0,0.0,5658.661572881685,2424.6411699932787,0.0,0.0,0.0,0.0,26.29079148111256,38.22697440313552,2.15690417520694
6,943.3181721909444,1238.1351390260925,0.9286179638264256,0.779582462066885,-0.4639585252491537,49,0.0,2.1081834322701525,244.8568526565201,-5.972280657135009,943.3181721909444,1238.1351390260925,43012.33345438306,0.0,35.9494062661163,63.35203727804852,15.274764609633849,0.0,0.0,15391.906268903967,27620.42718547909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,965.1481670150896,1240.774825975365,0.4484839383159261,0.4159738146234659,-0.9874950850153932,49,0.0,0.1212634158372882,24.33984485703914,-3.4657945142393736,965.1481670150896,1240.774825975365,9291.831271183226,0.0,58.10936252902744,63.34261005753539,15.275876133065331,0.0,0.0,306.5753145472814,8667.427998261252,317.8279583746913,0.0,0.0,0.0,0.0,0.0,0.0
8,936.0016533179554,1247.0856897914118,0.9185914819443404,0.0061473898911097,-0.3254561811707694,49,0.0,0.9447415488678362,115.84344043043262,-5.159678617854462,936.0016533179554,1247.0856897914118,51018.87107593154,0.0,33.65954799079921,63.3552025302199,15.278489932771643,0.0,0.0,25659.21295901292,25359.658116918632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,952.7417399607192,1248.5519144778975,0.4005722823315599,-0.1187290019838956,0.6256927804280563,49,0.0,0.7335994776004104,140.39055516843547,-5.368344728597637,952.7417399607192,1248.5519144778975,23861.925435553385,0.0,48.113230886725376,63.34797295617498,15.279109939475791,0.0,0.0,975.1754791363336,21929.27301789952,957.4769385175296,0.0,0.0,0.0,0.0,0.0,0.0
10,1388.571451277564,1249.3590355215288,0.3068515350582944,0.0243457005690688,0.2224927085790282,49,0.0,0.0047421881469649,1.200797547912409,-0.1986744809636235,1388.571451277564,1249.3590355215288,118.27891924461696,0.0,0.0,63.15972604289004,15.27960130470222,0.0,0.0,50.023365636887306,68.25555360772967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1863.0031377198893,1497.75217821574,0.638236304258061,0.1831195860363185,0.0075387543172067,49,0.0,0.5078745358410158,74.54824873157206,-4.68109361393437,1863.0031377198893,1497.75217821574,5658.912620005105,0.0,0.0,62.954746762440735,15.38308800368834,0.0,0.0,2367.5504298416504,3288.432889566795,2.9293005966587717,0.0,0.0,0.0,0.0,0.0,0.0
12,2234.765483858202,2082.385180666483,0.5030035347742631,-0.1932658215829975,-0.103718401082433,49,0.0,1.1053494786177498,135.63308309561006,-5.330914084695154,2234.765483858202,2082.385180666483,33976.61166564111,0.0,0.0,62.79377016205831,15.626542506766285,0.0,0.0,13943.061068360095,20031.335456012253,2.215141268765495,0.0,0.0,0.0,0.0,0.0,0.0
13,2391.9970523079155,2839.009743490888,0.901114085932528,0.9755291802419316,-0.0059832255627871,49,0.0,0.0176757503991345,1.008718948242853,-0.0094254472327609,2391.9970523079155,2839.009743490888,3648.85332010818,0.0,0.0,62.7252237013889,15.941688996058742,0.0,0.0,1506.7469356223653,2137.846358739239,4.260025746575823,0.0,0.0,0.0,0.0,0.0,0.0
14,88.96964162358874,2840.631734423745,0.8986612726522623,0.4727757748205938,0.1649939128008805,49,0.0,0.0126367687865564,1.1540521291482733,-0.155563566438616,88.96964162358874,2840.631734423745,486.3541592410856,0.0,230.10546112016172,63.723129250929226,15.941647224640729,192.36844565088995,265.254397577945,28.73131601225058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2378.079797220522,2851.459756937024,0.5292496403401833,-0.4237651470843339,0.3019753235244641,49,0.0,0.1220914338019945,6.167592087218346,-1.975289106459244,2378.079797220522,2851.459756937024,19449.13634875285,0.0,0.0,62.7312456042673,15.946885436663932,0.0,0.0,7949.920231525672,11499.216117227184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2381.6292626483378,2852.459914621222,0.5448930798187617,-0.8010138480474571,-0.0208769174694448,49,0.0,0.2652844083053694,24.75977725236609,-3.4843668332507134,2381.6292626483378,2852.459914621222,19583.063579106885,0.0,0.0,62.72970690200082,15.947299732436235,0.0,0.0,8058.800800415107,11524.26277869178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
