col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
AL,0,0,0,0,0,0,1,0,0,1,1,0,4,1,0,2,0,0,2,1,3,1,2,4,0,2,3,2,4,1,3,0,6,5,6,0,7,0,0,33.001471,-86.766233
AK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.288254,-148.716968
AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,2,4,7,3,0,0,0,0,0,0,1,0,0,1,4,6,2,1,0,33.373506,-111.828711
AR,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,5,2,1,4,1,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,35.080251,-92.576816
CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,35.458606,-119.355165
CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.500656,-105.203628
CT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.494852,-72.874365
DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,0,0,2,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,39.397164,-75.561908
FL,0,0,1,0,0,0,1,8,3,3,1,2,2,4,2,2,3,1,3,2,1,4,1,6,1,3,3,2,1,4,0,2,2,1,2,3,7,8,2,27.79585,-81.634622
GA,0,0,0,0,0,0,1,2,3,1,5,1,1,0,1,0,2,1,2,2,0,1,0,0,4,4,3,2,3,0,1,3,3,2,4,0,1,2,5,33.332208,-83.868887
HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.146768,-157.524452
ID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,44.242605,-115.133222
IL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.278216,-88.380238
IN,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,0,5,1,2,0,1,0,0,0,0,0,0,40.163935,-86.261515
IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.960392,-93.049161
KS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.454303,-96.536052
KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.808159,-85.241819
LA,0,0,0,0,0,0,1,5,1,0,8,3,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30.69927,-91.457133
ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.313614,-69.719931
MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39.145653,-76.797396
MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.271831,-71.363628
MI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.866412,-84.170753
MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.210782,-93.583003
MS,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,3,2,6,0,0,0,32.56642,-89.593164
MO,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,0,6,6,6,3,9,5,7,6,2,0,5,0,0,0,1,0,1,0,2,10,6,38.437715,-92.15377
MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.813302,-111.209708
NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.183753,-97.403875
NV,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,37.165965,-116.304648
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.153046,-71.463342
NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.438458,-74.428055
NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.623012,-106.342108
NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.507548,-74.645228
NC,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,2,0,0,3,4,1,5,2,7,4,5,4,0,0,0,0,0,0,0,0,0,35.553334,-79.667654
ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.375168,-99.334736
OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,7,4,5,2,2,5,8,5,3,3,1,0,40.480854,-82.749366
OK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,2,1,4,6,11,18,7,14,6,4,4,3,2,3,3,2,6,6,4,1,35.59794,-96.834653
OR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.732273,-122.579524
PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.463528,-77.075925
RI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.753318,-71.448902
SC,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,6,2,7,4,1,0,3,0,4,3,1,1,3,2,0,1,0,0,0,0,34.034551,-81.032387
