col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
0,1,Burke_1990_sections_ChAT_neurons_distribution_striatum,82,,,,55,Preferential,2 sections,"Exhaustive, manual",Density per defined area / volume,Random,2D,Count based,"Quadrant counts, custom",0,,,80.0
1,2,Meredith_1989_sections_single_ChAT_neurons_distribution_nacc,179,,,,95,Preferential,,"Subset, biased",Split-nuclei corrected estimation,Mediolateral decrease,3D,Count based,Not_reported,0,,,208.0
2,3,Meredith_1989_sections_ChAT_neurons_distribution_nacc_2,179,,,,95,Preferential,,"Subset, biased",Split-nuclei corrected estimation,Rostrocaudal inverted U distribution,3D,Count based,Not_reported,0,,,
3,4,Uryu_1999_ultrathin_asym_synapses_distribution,237,,4.0,PSA-NCAM,126,Preferential,"1 thick section, 2 thin sections","Subset, unbiased",Stereological estimation,Mediolateral decrease,2D,Count based,"Quadrant counts, custom",0,,28.0,296.0
4,5,Uryu_1999_ultrathin_sym_synapses_distribution_PSA-NCAM_cpu,238,,4.0,PSA-NCAM,126,Preferential,"1 thick section, 2 thin sections","Subset, unbiased",Stereological estimation,Dorsoventral increase,2D,Count based,"Quadrant counts, custom",0,,28.0,297.0
5,6,Wissman_2012_female_ultrathin_synapses_distribution_nacc,253,,5.0,,132,Preferential,At least 2 thick sections,"Subset, unbiased",Stereological estimation,Rostrocaudal increase,2D,Count based,"Quadrant counts, custom",0,,32.0,311.0
6,7,Wissman_2012_male_ultrathin_synapses_distribution_nacc,252,,5.0,,132,Preferential,At least 2 thick sections,"Subset, unbiased",Stereological estimation,Rostrocaudal even distribution,2D,Count based,"Quadrant counts, custom",0,,33.0,311.0
7,8,Wouterlood_2012_sections_vgat_terminals_distribution_str,261,,,,133,Preferential,,"Exhaustive, automatic",Automated software,Mediolateral increase,2D,Count based,"Quadrant counts, custom",0,17.0,,317.0
8,9,Wouterlood_2012_sections_vglut1_distribution_str,262,,,,133,Preferential,,"Exhaustive, automatic",Automated software,Dorsomedial to ventrolateral decrease,2D,Count based,"Quadrant counts, custom",0,17.0,,318.0
9,10,Wouterlood_2012_sections_vgat_terminals_distribution_str_2,261,,,,133,Preferential,,"Exhaustive, automatic",Automated software,Dorsoventral increase,2D,Count based,"Quadrant counts, custom",0,17.0,,317.0
10,11,Wouterlood_2012_sections_vglut2_distribution_str,263,,,,133,Preferential,,"Exhaustive, automatic",Automated software,Dorsolateral to ventromedial increase,2D,Count based,"Quadrant counts, custom",0,17.0,,319.0
11,12,Baquet_2009_sections_recon-2D_TH_neurons_distribution_snc,274,,,,138,,,,,Rostrocaudal inverted U distribution,3D,Count based,"Quadrant counts, custom",0,,,332.0
12,13,Löscher_2006_sections_GABA_neurons_distribution_cpu,306,,,,275,Preferential,2 sections,"Subset, unbiased",Density per defined area / volume,Dorsoventral random,2D,Count based,"Quadrant counts, custom",0,23.0,,193.0
13,14,Löscher_2006_sections_GAD65heavy_mRNA_neurons_quantitation,307,,,,275,Preferential,2 sections,"Subset, unbiased",Density per defined area / volume,Dorsoventral random,2D,Count based,"Quadrant counts, custom",0,23.0,,194.0
14,15,Löscher_2006_sections_GAD65_lightly_neurons_distribution_cpu,308,,,,275,Preferential,2 sections,"Subset, unbiased",Density per defined area / volume,Dorsoventral random,2D,Count based,"Quadrant counts, custom",0,23.0,,194.0
15,16,Löscher_2006_sections_GAD67_heavily_neurons_distribution,309,,,,275,Preferential,2 sections,"Subset, unbiased",Density per defined area / volume,Dorsoventral random,2D,Count based,"Quadrant counts, custom",0,23.0,,194.0
16,17,Löscher_2006_sections_GAD67_lightly_neurons_distribution_cpu,310,,,,275,Preferential,2 sections,"Subset, unbiased",Density per defined area / volume,Dorsoventral random,2D,Count based,"Quadrant counts, custom",0,23.0,,194.0
17,18,Luk_2001_sections_PV_neurons_distribution_cpu,746,,,,336,Preferential,1 section,"Exhaustive, manual",Density per defined area / volume,Dorsolateral to ventromedial decrease,2D,Count based,"Quadrant counts, custom",0,49.0,,
