col0,col1,col2,col3,col4,col5
831,0.197941858625364,0.380912813420453,-0.828282828282828,94,small
331,-0.0948792224766952,0.374499786043257,-0.323232323232323,121,small
45,-1.73484858568802,0.377300256883379,-0.444444444444444,30,large
72,-0.429768662631793,0.380351110623276,-0.717171717171717,135,large
4,2.4616456395,0.359407737997832,-0.0303030303030303,101,large
62,1.55884973977883,0.379575844308637,-0.616161616161616,13,large
92,3.3695581188798,0.381219851191923,-0.919191919191919,122,large
76,-5.33315433027404,0.380584419617914,-0.757575757575758,54,large
30,0.956774700505734,0.373574377803198,-0.292929292929293,75,large
11,-0.523389222153533,0.36458317727584,-0.101010101010101,50,large
121,-0.336136726507207,0.365225442642329,-0.111111111111111,85,small
79,-0.0453151563582955,0.380736485004973,-0.787878787878788,71,large
48,-4.83523982060334,0.377819462008356,-0.474747474747475,117,large
201,-0.946458851800979,0.369617083479763,-0.191919191919192,87,small
84,-1.50744695579424,0.380952653568672,-0.838383838383838,136,large
36,3.52254643265761,0.37532532554363,-0.353535353535354,140,large
29,0.137641165907567,0.37324181116733,-0.282828282828283,10,large
671,-0.320784347445639,0.380001912430085,-0.666666666666667,78,small
61,-0.806697625450555,0.379480004309787,-0.606060606060606,84,large
151,0.253882200697966,0.367021493875224,-0.141414141414141,114,small
971,0.543809034846288,0.381348137625618,-0.96969696969697,125,small
85,-0.58435992041504,0.380990927870056,-0.848484848484849,43,small
21,0.184329999717629,0.370081949448588,-0.202020202020202,103,large
321,0.600347391837277,0.374202944939163,-0.313131313131313,73,small
481,0.963284416929035,0.377819462008356,-0.474747474747475,126,small
83,-3.2034413676704,0.380912813420453,-0.828282828282828,9,large
411,-0.395580986711452,0.37650660130937,-0.404040404040404,139,small
69,-4.46076496203968,0.380149989640096,-0.686868686868687,96,large
581,-0.260872700529925,0.37916861797626,-0.575757575757576,113,small
641,0.33278263503766,0.379756486411808,-0.636363636363636,6,small
18,-0.92242260318217,0.368634850128858,-0.171717171717172,25,large
53,3.57320497634488,0.378560162708865,-0.525252525252525,88,large
87,0.567660922767262,0.36251629975679,-0.0707070707070707,12,small
211,0.487796767408794,0.370081949448588,-0.202020202020202,5,small
31,1.21017718824966,0.373894613550183,-0.303030303030303,108,large
100,4.17708468515999,0.381413601476393,-1.0,36,large
10,0.211367959817035,0.363918018164155,-0.0909090909090909,69,large
77,-1.16650546508721,0.380637148685885,-0.767676767676768,104,large
42,-2.18024783974146,0.376716708949392,-0.414141414141414,47,large
33,-0.619297251607764,0.374499786043257,-0.323232323232323,32,large
17,1.11776345864607,0.368116328606148,-0.161616161616162,70,large
44,-0.599572498416711,0.377113250162791,-0.434343434343434,20,large
181,0.352055386366383,0.368634850128858,-0.171717171717172,141,small
951,-0.985473758233131,0.381299894381479,-0.94949494949495,49,small
271,0.457265830645584,0.372537915787232,-0.262626262626263,57,small
251,0.315763321630152,0.371779259796531,-0.242424242424242,130,small
49,-1.33934227618495,0.377979439404703,-0.484848484848485,4,large
521,0.187009670433259,0.378423418092352,-0.515151515151515,83,small
281,-0.380379639198412,0.37289647447976,-0.272727272727273,14,small
541,-0.84744184157351,0.37869163206716,-0.535353535353535,137,small
