col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43
2021-04-10 13:40:08,718000,585000,969000,830000,398000,479000,476000,1080000,1340000,923000,1170000,703000,808000,576000,833000,655000,985000,1440000,1220000,1080000,1370000,577000,991000,833000,573000,1060000,768000,533000,616000,541000,743000,632000,1110000,895000,2490000,1250000,899000,593000,422000,344000,344000,527000,282000
2021-04-09 12:36:28,717000,585000,968000,830000,398000,479000,476000,1080000,1340000,922000,1170000,702000,807000,576000,832000,654000,984000,1430000,1220000,1080000,1370000,576000,989000,832000,572000,1050000,767000,532000,616000,540000,743000,631000,1100000,894000,2480000,1250000,893000,592000,421000,344000,343000,526000,282000
2021-04-08 11:42:12,717000,585000,967000,829000,398000,478000,475000,1080000,1340000,921000,1170000,702000,806000,575000,831000,654000,983000,1430000,1220000,1080000,1370000,576000,988000,831000,572000,1050000,767000,531000,615000,540000,741000,631000,1100000,893000,2480000,1250000,893000,591000,421000,344000,343000,525000,281000
2021-04-07 13:10:43,717000,584000,967000,828000,397000,478000,475000,1080000,1340000,920000,1170000,701000,805000,575000,829000,653000,982000,1430000,1220000,1080000,1370000,575000,986000,831000,571000,1050000,766000,530000,613000,539000,741000,630000,1100000,892000,2480000,1250000,891000,590000,420000,343000,342000,524000,281000
2021-04-06 20:46:23,716000,584000,966000,828000,397000,477000,474000,1080000,1340000,920000,1170000,701000,802000,574000,829000,653000,981000,1430000,1220000,1080000,1370000,575000,985000,830000,571000,1050000,765000,530000,612000,539000,740000,630000,1100000,891000,2470000,1250000,891000,589000,420000,343000,341000,523000,280000
2021-04-05 13:01:40,715000,583000,964000,826000,396000,477000,474000,1080000,1340000,917000,1170000,696000,800000,573000,827000,652000,979000,1430000,1220000,1070000,1360000,573000,980000,828000,569000,1050000,763000,528000,609000,537000,738000,629000,1100000,889000,2470000,1240000,889000,588000,418000,342000,340000,521000,279000
2021-04-04 12:08:14,714000,582000,963000,825000,395000,476000,472000,1070000,1340000,915000,1170000,695000,794000,573000,824000,651000,977000,1430000,1210000,1070000,1360000,571000,977000,827000,568000,1050000,761000,526000,606000,536000,736000,628000,1100000,888000,2470000,1240000,887000,586000,418000,341000,339000,519000,279000
2021-04-03 11:33:28,713000,581000,962000,823000,395000,475000,470000,1070000,1330000,913000,1160000,694000,791000,572000,822000,650000,975000,1430000,1210000,1070000,1360000,570000,975000,826000,567000,1050000,761000,523000,604000,535000,734000,626000,1100000,886000,2460000,1230000,886000,585000,417000,341000,339000,517000,278000
2021-04-02 15:58:50,713000,580000,961000,822000,394000,474000,470000,1070000,1330000,912000,1160000,693000,789000,571000,821000,649000,974000,1420000,1210000,1070000,1360000,569000,971000,825000,566000,1050000,759000,522000,603000,534000,733000,626000,1090000,885000,2460000,1230000,885000,584000,417000,340000,338000,516000,278000
2021-04-01 12:46:41,711000,580000,960000,820000,393000,473000,469000,1070000,1330000,910000,1160000,692000,788000,570000,819000,648000,972000,1420000,1210000,1060000,1350000,566000,969000,823000,566000,1040000,758000,520000,601000,532000,732000,625000,1090000,883000,2450000,1230000,883000,583000,416000,340000,337000,515000,277000
2021-03-31 10:05:12,710000,579000,959000,819000,392000,473000,468000,1070000,1330000,907000,1160000,690000,786000,570000,817000,646000,970000,1420000,1210000,1060000,1350000,565000,966000,821000,564000,1040000,757000,519000,596000,531000,730000,624000,1090000,881000,2450000,1220000,881000,581000,416000,339000,336000,513000,277000
2021-03-30 11:34:39,709000,578000,958000,818000,391000,472000,468000,1070000,1330000,904000,1160000,689000,785000,570000,816000,645000,968000,1420000,1210000,1060000,1350000,564000,964000,820000,563000,1040000,756000,518000,595000,531000,729000,623000,1090000,880000,2440000,1220000,880000,580000,415000,338000,335000,511000,276000
2021-03-29 12:40:59,709000,577000,957000,817000,391000,471000,467000,1060000,1330000,901000,1160000,688000,783000,569000,814000,645000,967000,1420000,1200000,1050000,1350000,564000,962000,819000,562000,1040000,755000,516000,594000,530000,728000,622000,1090000,878000,2440000,1220000,879000,578000,414000,338000,334000,510000,276000
2021-03-28 12:05:24,708000,577000,956000,815000,390000,471000,467000,1060000,1320000,896000,1150000,687000,781000,568000,813000,644000,965000,1410000,1200000,1050000,1340000,563000,959000,818000,561000,1040000,754000,515000,591000,528000,727000,621000,1090000,877000,2430000,1220000,877000,577000,414000,337000,333000,508000,275000
2021-03-27 13:21:12,707000,576000,955000,814000,389000,470000,466000,1060000,1320000,895000,1150000,686000,780000,567000,811000,644000,964000,1410000,1200000,1050000,1340000,562000,956000,817000,560000,1040000,753000,513000,590000,527000,726000,620000,1090000,875000,2430000,1220000,875000,576000,413000,336000,332000,507000,274000
2021-03-26 11:44:33,706000,576000,953000,813000,388000,469000,465000,1060000,1320000,893000,1150000,685000,778000,566000,809000,643000,963000,1410000,1200000,1050000,1340000,561000,953000,815000,559000,1040000,752000,511000,589000,526000,725000,619000,1090000,873000,2430000,1220000,874000,574000,412000,335000,331000,505000,274000
2021-03-25 12:13:49,705000,575000,951000,811000,387000,468000,464000,1060000,1320000,892000,1150000,684000,776000,566000,807000,642000,961000,1410000,1200000,1050000,1340000,560000,951000,814000,558000,1040000,751000,509000,587000,526000,724000,618000,1090000,872000,2430000,1220000,873000,572000,412000,334000,330000,503000,273000
2021-03-24 16:04:00,705000,574000,949000,810000,386000,468000,463000,1060000,1320000,890000,1150000,683000,775000,565000,805000,641000,959000,1410000,1190000,1040000,1340000,560000,948000,813000,557000,1040000,750000,507000,585000,525000,723000,617000,1080000,870000,2410000,1210000,871000,570000,411000,334000,330000,501000,273000
2021-03-23 13:05:58,704000,573000,947000,809000,385000,467000,462000,1060000,1320000,888000,1140000,682000,774000,564000,803000,639000,957000,1400000,1190000,1040000,1330000,559000,946000,812000,556000,1040000,749000,505000,583000,524000,722000,616000,1080000,869000,2410000,1200000,870000,568000,410000,333000,329000,499000,272000
