col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
x,BAT51,CR1220,SMD-BATTERY-CELL-HOLDER-PLASTIC,BAT2P-SMD-16.4-CR1220,320170000,,,,,,,,,,,CR1220
x,C1,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C2,47pF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C3,47pF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C4,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C5,10uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C6,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C7,10uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C8,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C31,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C32,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C33,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C34,0.1uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C61,10uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C62,10uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C71,10uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,C72,10uF,C-EUC0603K,C0603K,"CAPACITOR, European symbol",,,,,,,,,,,
x,D31,,WS2812B,WS2812B,WS2812B - Intelligent control LED integrated light source,,,,,,,DIO-12503,,,,
x,D51,BAT20J,DIODE-SCHOTTKY-BAT20J,SOD-323,Schottky diodes in SFE's production catalog,,,,,,,DIO-11623,,,,BAT20J
x,D52,BAT20J,DIODE-SCHOTTKY-BAT20J,SOD-323,Schottky diodes in SFE's production catalog,,,,,,,DIO-11623,,,,BAT20J
x,D61,BAT20J,DIODE-SCHOTTKY-BAT20J,SOD-323,Schottky diodes in SFE's production catalog,,,,,,,DIO-11623,,,,BAT20J
x,D71,BAT20J,DIODE-SCHOTTKY-BAT20J,SOD-323,Schottky diodes in SFE's production catalog,,,,,,,DIO-11623,,,,BAT20J
