col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,S/05/2,,"""Bronte House, Crookenden House and Garner House, Casterton School, Casterton""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0008/977309/Casterton.pdf,ETRS89,-2.57899,54.21189,0.67,not owned by a public authority,yes,permissioned,full planning permission,2016-12-19,http://www.yorkshiredales.org.uk/living-and-working/planning/planning-applications/application-details?appNo=S%2F05%2F2&dotAppNo=S%2E05%2E2&appAddress=Bronte+House%2C+Crookenden+House+and+Garner+House%2C+Lower+School%2C+Casterton,,17.0,Conversion - 17 units - open market - affordable housing sum payable,,,,,,,,2017-11-13,2017-11-13
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,R/31/23F,,"""The Stables, Marske""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0006/977316/Stables-Marske.pdf,ETRS89,-1.84286,54.39813,0.3,not owned by a public authority,yes,permissioned,full planning permission,2017-02-16,http://www.yorkshiredales.org.uk/living-and-working/planning/planning-applications/application-details?appNo=R%2F31%2F23F&dotAppNo=R%2E31%2E23F&appAddress=The+Stables%2C+Hard+Stiles%2C+Marske,,9.0,Conversion - 9 units - local occupancy or holiday letting restricted,,,,,,,,2017-11-13,2017-11-13
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,C/04/41G,,"""Town Head Garage, Town Head Lane, Austwick""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0007/977317/Townhead-Austwick.pdf,ETRS89,-2.35448,54.11445,0.15,not owned by a public authority,yes,permissioned,full planning permission,2007-08-10,http://www.yorkshiredales.org.uk/living-and-working/planning/planning-applications/application-details?appNo=C%2F04%2F41G&dotAppNo=C%2E04%2E41G&appAddress=Town+Head+Garage%2C+Town+Head+Lane%2C+Austwick,,5.0,New build - 5 units - local occupancy restriction,2 x B1 units,,,,,,,2017-11-13,2017-11-13
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,C/52/56C,,"""Green Gates, Long Preston""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0010/977311/Greengate-Long-P.pdf,ETRS89,-2.25404,54.02097,0.31,not owned by a public authority,yes,permissioned,full planning permission,2017-06-07,http://www.yorkshiredales.org.uk/living-and-working/planning/planning-applications/application-details?appNo=C%2F52%2F56C&dotAppNo=C%2E52%2E56C&appAddress=Green+Gate+Lane%2C+Long+Preston,,13.0,New build - 13 units - 6 affordable with local occupancy restriction - 7 open market,,,,,,,,2017-11-13,2017-11-13
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,S/03/606,,"""Kings Yard, Bainbridge Road, Sedbergh""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0011/977312/Kings-Yard-Sedbergh.pdf,ETRS89,-2.52824,54.32418,0.14,not owned by a public authority,yes,permissioned,full planning permission,2017-04-27,http://www.yorkshiredales.org.uk/living-and-working/planning/planning-applications/application-details?appNo=S%2F03%2F606&dotAppNo=S%2E03%2E606&appAddress=Kings+Yard%2C+Sedbergh,,5.0,New build - 5 units - local occupancy restriction,6 units B1 and A2 uses,,,,,,,2017-11-13,2017-11-13
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,S/03/148D,,"""37-39 Main Street, Sedbergh""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0003/977313/Main-St-Sedbergh.pdf,ETRS89,-2.52767,54.32347,0.05,not owned by a public authority,yes,not permissioned,,,http://www.yorkshiredales.org.uk/living-and-working/planning/planning-applications/application-details?appNo=S%2F03%2F148D&dotAppNo=S%2E03%2E148D&appAddress=37+-+39+Main+Street%2C+Sedbergh,,4.0,,A1 retail use ground floor fronting Main Street,,,,,,,2017-11-13,2017-11-13
http://opendatacommunities.org/id/geography/administration/npark/E26000008,Yorkshire Dales National Park Authority,211,,"""East of Park Lea, Reeth""",http://www.yorkshiredales.org.uk/__data/assets/pdf_file/0005/977315/Park-Lea-Reeth.pdf,ETRS89,-1.94089,54.38788,0.21,not owned by a public authority,,not permissioned,,,,,10.0,,,,,,,,,2017-11-13,2017-11-13
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
