col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
,Christoph Bach,http://d-nb.info/gnd/135754933,Arnstadt,http://www.geonames.org/2955439,1661-06-22,Rat der Stadt Naumburg,http://d-nb.info/gnd/4041445-0,Naumburg,http://www.geonames.org/2866906,,,,,"D-B Mus.ep. Bach, Chr. 1",DE-611-HS-1716826,,
,Johann Christoph Bach,http://d-nb.info/gnd/120327112,Eisenach,http://www.geonames.org/2931574,1670-10-10,Johann Christoph Zerbst,http://d-nb.info/gnd/128868627,Eisenach,http://www.geonames.org/2931574,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",17–18,,,,
,Johann Ambrosius Bach,http://d-nb.info/gnd/132249634,Eisenach,http://www.geonames.org/2931574,1684-04-02,Stadtrat in Eisenach,http://d-nb.info/gnd/4014013-1,Eisenach,http://www.geonames.org/2931574,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",23–24,,,,
,Johann Christoph Bach,http://d-nb.info/gnd/123526566,Ohrdruf,http://www.geonames.org/2857592,1691-05-04,Bürgermeister und Rat  (Ohrdruf?),,,,,,,,"D-B Mus.ep. Bach, Johann Christoph II Varia 1",DE-611-HS-1716857,,
,Heinrich Bach,http://d-nb.info/gnd/12028572X,Arnstadt,http://www.geonames.org/2955439,1692-01-14,Graf Anton Günther,http://d-nb.info/gnd/117764337,Arnstadt,http://www.geonames.org/2955439,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",15–16,,,,
,Johann Christoph Bach,http://d-nb.info/gnd/120327112,Eisenach,http://www.geonames.org/2931574,1692-02-15,Bürgermeister und Rat in Eisenach,http://d-nb.info/gnd/4014013-1,Eisenach,http://www.geonames.org/2931574,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",18–20,,,,
,Johann Christoph Bach,http://d-nb.info/gnd/120327112,Eisenach,http://www.geonames.org/2931574,1694-10-28,Herzog Johann Georg II.,http://d-nb.info/gnd/104177713,Eisenach,http://www.geonames.org/2931574,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",20–21,,,,
,Barbara Margaretha Bach,,Eisenach,http://www.geonames.org/2931574,1695-03-04,Bürgermeister und Rat in Eisenach,http://d-nb.info/gnd/4014013-1,Eisenach,http://www.geonames.org/2931574,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",24–27,,,,
,Johann Christoph Bach,http://d-nb.info/gnd/120327112,Eisenach,http://www.geonames.org/2931574,1697-10-30,Bürgermeister und Rat in Eisenach,http://d-nb.info/gnd/4014013-1,Eisenach,http://www.geonames.org/2931574,,,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",22,,,,
,Johann Nicolaus Bach,http://d-nb.info/gnd/129733474,Jena,http://www.geonames.org/2895044,1704-09-02,[Johann Jacob Müller],http://d-nb.info/gnd/123953464,Jena,http://www.geonames.org/2895044,,Orgelgutachten,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",28–30,,,,
,Johann Nicolaus Bach,http://d-nb.info/gnd/129733474,Jena,http://www.geonames.org/2895044,1704-03-07,[Johann Philipp Slevogt],http://d-nb.info/gnd/100338615,Jena,http://www.geonames.org/2895044,,Bewerbung,"Otterbach, Friedemann, Hrsg., 1985. Bach. Briefe der Musikerfamilie. Frankfurt am Main: Fischer. ISBN 978-3-596-22147-9",31,,,,
22.0,Johann Ernst Bach,http://d-nb.info/gnd/1140787489,Arnstadt,http://www.geonames.org/2955439,1707-06-22,Konsistorium Arnstadt,http://d-nb.info/gnd/6106714-3,Arnstadt,http://www.geonames.org/2955439,,,"Neumann, Werner und Hans-Joachim Schulze, Hrsg., 1969. Fremdschriftliche und gedruckte Dokumente zur Lebensgeschichte Johann Sebastian Bachs. Kassel: Bärenreiter. Bach-Dokumente. 2.",25,,,,
82.0,Johann Lorenz Bach,http://d-nb.info/gnd/124411576,Wertheim,http://www.geonames.org/2810716,1717-07,Maximilian Carl von Löwenstein-Wertheim,http://d-nb.info/gnd/120532611,Wertheim,http://www.geonames.org/2810716,,,"Neumann, Werner und Hans-Joachim Schulze, Hrsg., 1969. Fremdschriftliche und gedruckte Dokumente zur Lebensgeschichte Johann Sebastian Bachs. Kassel: Bärenreiter. Bach-Dokumente. 2.",64,,,,
277.0,Johann Bernhard Bach,http://d-nb.info/gnd/132249553,[Ohrdruf],http://www.geonames.org/2857592,[1720..1730],,,,,,nach 1872 verschollen,"Neumann, Werner und Hans-Joachim Schulze, Hrsg., 1969. Fremdschriftliche und gedruckte Dokumente zur Lebensgeschichte Johann Sebastian Bachs. Kassel: Bärenreiter. Bach-Dokumente. 2.",202,,,,
