col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
2,2015-03-06,female,first,wt,,2015-06-09,1,09:19:27,AOCF_1,,,150609_Testdata_HCS_groupB,150609_Testdata_HCS_beh_2.xlsx,150609_Testdata_HCS_min_2.xlsx,150609_Testdata_HCS_hour_2.xlsx,HomeCageScan150609091927Y15M06D09H09M19S29C1.MBR,HomeCageScan150609091927Y15M06D09H09M19S29C1.TDB,mbr
20,2015-03-18,female,first,wt,,2015-06-08,3,09:21:00,AOCF_1,,,150608_Testdata_HCS_groupA,150608_Testdata_HCS_beh_20.xlsx,150608_Testdata_HCS_min_20.xlsx,150608_Testdata_HCS_hour_20.xlsx,HomeCageScan150605103738Y15M06D05H10M38S01C3.MBR,HomeCageScan150605103738Y15M06D05H10M38S01C3.TDB,mbr
23,2015-03-20,female,first,wt,,2015-06-11,2,09:34:19,AOCF_1,,,150611_Testdata_HCS_groupD,150611_Testdata_HCS_beh_23.xlsx,150611_Testdata_HCS_min_23.xlsx,150611_Testdata_HCS_hour_23.xlsx,HomeCageScan150611093419Y15M06D11H09M34S30C2.MBR,HomeCageScan150611093419Y15M06D11H09M34S30C2.TDB,mbr
25,2015-03-20,female,first,wt,,2015-06-10,4,09:19:20,AOCF_1,exclude,,150610_Testdata_HCS_groupC,150610_Testdata_HCS_beh_25.xlsx,150610_Testdata_HCS_min_25.xlsx,150610_Testdata_HCS_hour_25.xlsx,HomeCageScan150610091920Y15M06D10H09M19S34C4.MBR,HomeCageScan150610091920Y15M06D10H09M19S34C4.TDB,mbr
261,2015-03-04,female,first,wt,,2015-06-15,1,09:13:00,AOCF_1,,,150615_Testdata_HCS_groupE,150615_Testdata_HCS_beh_261.xlsx,150615_Testdata_HCS_min_261.xlsx,150615_Testdata_HCS_hour_261.xlsx,HomeCageScan150612095215Y15M06D12H09M52S26C1.MBR,HomeCageScan150612095215Y15M06D12H09M52S26C1.TDB,mbr
262,2015-03-04,female,first,wt,,2015-06-15,2,09:13:00,AOCF_1,,,150615_Testdata_HCS_groupE,150615_Testdata_HCS_beh_262.xlsx,150615_Testdata_HCS_min_262.xlsx,150615_Testdata_HCS_hour_262.xlsx,HomeCageScan150612095215Y15M06D12H09M52S26C2.MBR,HomeCageScan150612095215Y15M06D12H09M52S26C2.TDB,mbr
263,2015-03-04,female,first,wt,,2015-06-16,1,09:09:14,AOCF_1,,,150616_Testdata_HCS_groupF,150616_Testdata_HCS_beh_263.xlsx,150616_Testdata_HCS_min_263.xlsx,150616_Testdata_HCS_hour_263.xlsx,HomeCageScan150616090914Y15M06D16H09M09S16C1.MBR,HomeCageScan150616090914Y15M06D16H09M09S16C1.TDB,mbr
265,2015-03-04,female,first,wt,,2015-06-16,3,09:09:14,AOCF_1,,,150616_Testdata_HCS_groupF,150616_Testdata_HCS_beh_265.xlsx,150616_Testdata_HCS_min_265.xlsx,150616_Testdata_HCS_hour_265.xlsx,HomeCageScan150616090914Y15M06D16H09M09S16C3.MBR,HomeCageScan150616090914Y15M06D16H09M09S16C3.TDB,mbr
272,2015-03-09,female,first,wt,,2015-06-17,1,09:16:42,AOCF_1,,,150617_Testdata_HCS_groupG,150617_Testdata_HCS_beh_272.xlsx,150617_Testdata_HCS_min_272.xlsx,150617_Testdata_HCS_hour_272.xlsx,HomeCageScan150617091642Y15M06D17H09M16S44C1.MBR,HomeCageScan150617091642Y15M06D17H09M16S44C1.TDB,mbr
273,2015-03-09,female,first,wt,,2015-06-18,1,09:24:27,AOCF_1,,,150618_Testdata_HCS_groupH,150618_Testdata_HCS_beh_273.xlsx,150618_Testdata_HCS_min_273.xlsx,150618_Testdata_HCS_hour_273.xlsx,HomeCageScan150618092427Y15M06D18H09M24S41C1.MBR,HomeCageScan150618092427Y15M06D18H09M24S41C1.TDB,mbr
279,2015-03-19,female,first,wt,,2015-06-18,4,09:24:27,AOCF_1,,corrupted exports,150618_Testdata_HCS_groupH,,,,HomeCageScan150618092427Y15M06D18H09M24S41C4.MBR,HomeCageScan150618092427Y15M06D18H09M24S41C4.TDB,mbr
2,2015-03-06,female,second,wt,,2015-10-13,1,08:59:31,AOCF_1,,,151013_Testdata_HCS_groupB,151013_Testdata_HCS_beh_2.xlsx,151013_Testdata_HCS_min_2.xlsx,151013_Testdata_HCS_hour_2.xlsx,HomeCageScan151013085931Y15M10D13H08M59S39C1.MBR,HomeCageScan151013085931Y15M10D13H08M59S39C1.TDB,mbr
20,2015-03-18,female,second,wt,,2015-10-12,4,08:57:59,AOCF_1,,,151012_Testdata_HCS_groupA,151012_Testdata_HCS_beh_20.xlsx,151012_Testdata_HCS_min_20.xlsx,151012_Testdata_HCS_hour_20.xlsx,HomeCageScan151012085759Y15M10D12H08M58S02C4.MBR,HomeCageScan151012085759Y15M10D12H08M58S02C4.TDB,mbr
23,2015-03-20,female,second,wt,,2015-10-15,1,09:14:36,AOCF_1,,,151015_Testdata_HCS_groupD,151015_Testdata_HCS_beh_23.xlsx,151015_Testdata_HCS_min_23.xlsx,151015_Testdata_HCS_hour_23.xlsx,HomeCageScan151015091436Y15M10D15H09M14S53C1.MBR,HomeCageScan151015091436Y15M10D15H09M14S53C1.TDB,mbr
25,2015-03-20,female,second,wt,,2015-10-14,2,09:01:00,AOCF_1,exclude,raw data was in wrong folder: no correspondance with raw data and exports,151014_Testdata_HCS_groupC,151014_Testdata_HCS_beh_25.xlsx,151014_Testdata_HCS_min_25.xlsx,151014_Testdata_HCS_hour_25.xlsx,HomeCageScan151014085517Y15M10D14H08M55S29C2.MBR,HomeCageScan151014085517Y15M10D14H08M55S29C2.TDB,mbr
261,2015-03-04,female,second,wt,,2015-10-19,1,08:55:22,AOCF_1,,,151019_Testdata_HCS_groupE,151019_Testdata_HCS_beh_261.xlsx,151019_Testdata_HCS_min_261.xlsx,151019_Testdata_HCS_hour_261.xlsx,HomeCageScan151019085522Y15M10D19H08M55S32C1.MBR,HomeCageScan151019085522Y15M10D19H08M55S32C1.TDB,mbr
262,2015-03-04,female,second,wt,,2015-10-19,4,08:55:22,AOCF_1,,,151019_Testdata_HCS_groupE,151019_Testdata_HCS_beh_262.xlsx,151019_Testdata_HCS_min_262.xlsx,151019_Testdata_HCS_hour_262.xlsx,HomeCageScan151019085522Y15M10D19H08M55S32C4.MBR,HomeCageScan151019085522Y15M10D19H08M55S32C4.TDB,mbr
263,2015-03-04,female,second,wt,,2015-10-20,3,09:07:40,AOCF_1,,,151020_Testdata_HCS_groupF,151020_Testdata_HCS_beh_263.xlsx,151020_Testdata_HCS_min_263.xlsx,151020_Testdata_HCS_hour_263.xlsx,HomeCageScan151020090740Y15M10D20H09M07S51C3.MBR,HomeCageScan151020090740Y15M10D20H09M07S51C3.TDB,mbr
265,2015-03-04,female,second,wt,,2015-10-20,2,09:07:40,AOCF_1,,,151020_Testdata_HCS_groupF,151020_Testdata_HCS_beh_265.xlsx,151020_Testdata_HCS_min_265.xlsx,151020_Testdata_HCS_hour_265.xlsx,HomeCageScan151020090740Y15M10D20H09M07S51C2.MBR,HomeCageScan151020090740Y15M10D20H09M07S51C2.TDB,mbr
272,2015-03-09,female,second,wt,,2015-10-21,2,09:43:28,AOCF_1,,,151021_Testdata_HCS_groupG,151021_Testdata_HCS_beh_272.xlsx,151021_Testdata_HCS_min_272.xlsx,151021_Testdata_HCS_hour_272.xlsx,HomeCageScan151021094328Y15M10D21H09M43S29C2.MBR,HomeCageScan151021094328Y15M10D21H09M43S29C2.TDB,mbr
273,2015-03-09,female,second,wt,,2015-10-22,2,09:06:00,AOCF_1,,,151022_Testdata_HCS_groupH,151022_Testdata_HCS_beh_273.xlsx,151022_Testdata_HCS_min_273.xlsx,151022_Testdata_HCS_hour_273.xlsx,HomeCageScan151022090623Y15M10D22H09M06S30C2.MBR,HomeCageScan151022090623Y15M10D22H09M06S30C2.TDB,mbr
279,2015-03-19,female,second,wt,,2015-10-22,1,09:06:00,AOCF_1,,,151022_Testdata_HCS_groupH,151022_Testdata_HCS_beh_279.xlsx,151022_Testdata_HCS_min_279.xlsx,151022_Testdata_HCS_hour_279.xlsx,HomeCageScan151022090623Y15M10D22H09M06S30C1.MBR,HomeCageScan151022090623Y15M10D22H09M06S30C1.TDB,mbr
