col0,col1,col2,col3,col4
1893,Agdistis adactyla,23,KZ,Materials and distribution
1893,Agdistis falkovitshi,23,KZ UZ TM MN,Materials and distribution
1893,Agdistis flavissima,23,KZ tm tk cn-xj,Materials and distribution
1893,Agdistis frankeniae,23,kz ru ir,Materials and distribution
1893,Agdistis intermedia,23,kz hu,Materials and distribution
1893,Gillmeria macrornis,23,kz ru mn cn,Materials and distribution
1893,Gillmeria miantodactyla,23,kz,Materials and distribution
1893,Gillmeria pallidactyla,24,kz,Materials and distribution
1893,Gillmeria rhusiodactyla,24,kz am ir ru,Materials and distribution
1893,Gillmeria tetradactyla,24,kz tj  kg ru,Materials and distribution
1893,Platyptilia calodactyla,24,ru kz mn cn,Materials and distribution
1893,Platyptilia farfarella,24,kl kz id ph,Materials and distribution
1893,Platyptilia gonodactyla,24,kz,Materials and distribution
1893,Platyptilia nemoralis,24,kz ru jp ,Materials and distribution
1893,Platyptilia romanorum,24,kz ru-al,Materials and distribution
1893,Platyptilia tesseradactyla,24,kz ru ir mn,Materials and distribution
1893,Paraplatyptilia metzneri,25,kz am az ir kg uz tj cn ru mn,Materials and distribution
1893,Paraplatyptilia hedemanni,25,,Record from East Kazakhstan based on erroneous identification
1893,Paraplatyptilia terminalis,25,kz ru cn,Materials and distribution
1893,Amblyptilia grisea,25,kz kg tj ru mn,Materials and distribution
1893,Amblyptilia punctidactyla,25,kz,Materials and distribution
1893,Cnaemidophorus rhododactylus,25,kz,Materials and distribution
1893,Stenoptilia alaii,25,kz kj tj,Materials and distribution
1893,Stenoptilia bipunctidactyla,25,kz,Materials and distribution
1893,Stenoptilia eborinodactyla,26,kz ru,Materials and distribution
1893,Stenoptilia graphodactyla,26,ru cn kz,Materials and distribution
1893,Stenoptilia latistriga,26,kz ru,Materials and distribution
1893,Stenoptilia nolckeni,26,kz ru kr,Materials and distribution
1893,Stenoptilia pterodactyla,26,kz,Materials and distribution
1893,Stenoptilia stigmatodactyla,26,kz ir ru,Materials and distribution
1893,Stenoptilia veronicae,26,kz ru,Materials and distribution
1893,Marasmarcha cinnamomea,27,kz ru kg tj af cn,Materials and distribution
1893,Marasmarcha colossa,27,kz ru kg tj uz af cn-xj,Materials and distribution
1893,Marasmarcha rhypodactyla,27,kz tr lb iq ru mn,Materials and distribution
1893,Oxyptilus chrysodactylus,27,kz ru cn jp,Materials and distribution
1893,Oxyptilus parvidactyla,27,kz ir ru,Materials and distribution
1893,Crombrugghia distans,27,kz ir af ru cn in,Materials and distribution
1893,Crombrugghia tristis,27,kz tr sy ir ru cn,Materials and distribution
1893,Procapperia kuldschaensis,28,kz af pk ru mn cn-xj,Materials and distribution
1893,Capperia fusca,28,kz tr tj,Materials and distribution
1893,Capperia trichodactyla,28,kz kg ru jp cn,Materials and distribution
1893,Oidaematophorus lithodactylus,28,kz ru cn jp,Materials and distribution
1893,Hellinsia carphodactyla,28,kz ru,Materials and distribution
1893,Hellinsia chrysocomae,28,kz ru mn cn,Materials and distribution
1893,Hellinsia didactylites,28,kz ru cn,Materials and distribution
1893,Hellinsia distincta,29,kz am ru cn jp,Materials and distribution
1893,Hellinsia inulae,29,kz ru cn jp,Materials and distribution
1893,Hellinsia lienigiana,29,kz ru cn kr jp,Materials and distribution
1893,Hellinsia osteodactyla,29,kz ru mn cn jp,Materials and distribution
1893,Hellinsia trimmatodactyla,29,kz ru mn,Materials and distribution
1893,Tabulaephorus marptys,29,kz ru mn cn,Materials and distribution
1893,Emmelina monodactyla,29,kz ru mn cn in ph,Materials and distribution
1893,Merrifieldia baliodactyla,29,kz ru cn,Materials and distribution
1893,Merrifieldia tridactyla,30,kz ru tr ir ru,Materials and distribution
1893,Pterophorus pentadactylus,30,kz ir ru cn,Materials and distribution
