col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
sequence,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/sequence/,,30,fields.CharField,,,,,sequence,reagent,,,True,Sequences,Sequence,True,,,[d;report],[c;u],string,,,,,
anti_sense_sequence,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/anti_sense_sequence/,,31,fields.CharField,,,,,anti_sense_sequence,reagent,,,True,Anti sense sequences,Anti-sense Sequence,True,,,[d;report],[c;u],string,,,,,
vendor_gene_name,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/vendor_gene_name/,vendor,32,,,gene,gene_name,,,,,,True,Vendor gene name,Vendor Gene Name,True,,,[d;report],[c;u],string,,,,,
vendor_entrezgene_id,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/vendor_entrezgene_id/,vendor,33,,,gene,entrezgene_id,,,,,,True,Vendor EntrezGene ID,Vendor EntrezGene ID,True,,,[d;report],[c;u],integer,link,"{ 'hrefTemplate': 'https://www.ncbi.nlm.nih.gov/gene?cmd=Retrieve&dopt=full_report&list_uids={vendor_entrezgene_id}', 'target': '_blank' , 'orderSeparator': '' }",,,
vendor_entrezgene_symbols,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/vendor_entrezgene_symbols/,vendor,34,fields.ListField,,gene_symbol,entrezgene_symbol,ordinal,,,,,True,Vendor EntrezGene symbols,Vendor EntrezGene Symbols,True,,,[d;report],[c;u],list,,,,,
vendor_genbank_accession_numbers,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/vendor_genbank_accession_numbers/,vendor,35,fields.ListField,,gene_genbank_accession_number,genbank_accession_number,,,,,,True,Vendor GenBank accession number(s),Vendor GenBank Accession Numbers,True,,,[d;report],[c;u],list,link,"{ 'hrefTemplate': 'https://www.ncbi.nlm.nih.gov/nuccore/{__val__}', 'target': '_blank' }",,,
vendor_gene_species,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/vendor_gene_species/,vendor,36,,,gene,species_name,,,,,,True,Vendor gene species,Vendor Gene Species,True,,,[d;report],[c;u],string,,,,,
facility_gene_name,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/facility_gene_name/,,37,,,gene,gene_name,,,,,,True,Facility gene name,Facility Gene Name,True,,,[d;report],[c;u],string,,,,,
facility_entrezgene_id,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/facility_entrezgene_id/,,38,,,gene,entrezgene_id,,,,,,True,Facility EntrezGene ID,Facility EntrezGene ID,True,,,[l;d;report],[c;u],integer,link,"{ 'hrefTemplate': 'https://www.ncbi.nlm.nih.gov/gene?cmd=Retrieve&dopt=full_report&list_uids={vendor_entrezgene_id}', 'target': '_blank', 'orderSeparator': '' }",,,
facility_entrezgene_symbols,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/facility_entrezgene_symbols/,,39,fields.ListField,,gene_symbol,entrezgene_symbol,ordinal,,,,,True,Facility EntrezGene symbols,Facility EntrezGene Symbols,True,,,[l;d;report],[c;u],list,,,,,
facility_genbank_accession_numbers,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/facility_genbank_accession_numbers/,,40,fields.ListField,,gene_genbank_accession_number,genbank_accession_number,,,,,,True,Facility GenBank accession numbers,Facility GenBank Accession Numbers,True,,,[d;report],[c;u],list,link,"{ 'hrefTemplate': 'https://www.ncbi.nlm.nih.gov/nuccore/{__val__}', 'target': '_blank' }",,,
facility_gene_species,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/facility_gene_species/,,41,,,gene,species_name,,,,,,True,Facility gene species,Facility Gene Species,True,,,[d;report],[c;u],string,,,,,
silencing_reagent_type,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/silencing_reagent_type/,,42,fields.CharField,,,,,silencing_reagent.type,reagent,,,True,The silencing reagent type,Type,True,,silencing_reagent.type,[report],[c;u],string,,,,,
is_pool,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/is_pool/,,43,,,custom,,,,,,,True,True if this is a pool well that deconvolves to duplex wells,Is Pool Well,True,,,[d;report],,boolean,,{ 'hideIfEmpty': true },,,
duplex_wells,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/duplex_wells/,report,44,fields.ListField,,well,well_id,,,,,,True,The duplex wells to which this pool well deconvolutes,Duplex Wells,True,,,[],[c;u],list,link,{ 'hrefTemplate': ',,,
pool_well,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/pool_well/,report,45,,,custom,,,,,,"NOTE: (1) This field is not performant for large downloads. (2) This field is a list because some duplex wells are mapped by multiple pool wells (see Mouse4 Pools: Remaining Genome: 50448:C18,50471:G08); ordering is disabled, requires query optimization to be performant.",False,The pool well for this (duplex) well,Pool Well,False,,,[d;report],,list,link,{ 'hrefTemplate': ',,,
is_restricted_sequence,fields.silencingreagent,/reports/api/v1/field/fields.silencingreagent/is_restricted_sequence/,,99,fields.CharField,,,,,is_restricted_sequence,reagent,,,True,True if the sequence information for this reagent is restricted,Is Restricted,True,,,[d;report],[c;u],boolean,,,,,
