col0,col1,col2,col3,col4
greater_monrovia,Africa,LBR,http://polygons.openstreetmap.fr/get_wkt.py?id=4001311&params=0,
nairobi,Africa,KEN,http://polygons.openstreetmap.fr/get_wkt.py?id=3492709&params=0,
douala,Africa,CMR,http://polygons.openstreetmap.fr/get_wkt.py?id=3832073&params=0,
kinshasa,Africa,COD,http://polygons.openstreetmap.fr/get_wkt.py?id=5646651&params=0,
blantyre,Africa,MWI,http://polygons.openstreetmap.fr/get_wkt.py?id=7347100&params=0,
port_au_prince,Central-America,HTI,http://polygons.openstreetmap.fr/get_wkt.py?id=387318&params=0,
caracas,South-America,VEN,http://polygons.openstreetmap.fr/get_wkt.py?id=2444378&params=0,
kathmandu,Asia,NPL,http://polygons.openstreetmap.fr/get_wkt.py?id=4583247&params=0,
Krung Thep (Bangkok),Asia,THA,http://polygons.openstreetmap.fr/get_wkt.py?id=92277&params=0,
Lima,South-America,PER,http://polygons.openstreetmap.fr/get_wkt.py?id=1944756&params=0,
Chennai (Madras),Asia,IND,http://polygons.openstreetmap.fr/get_wkt.py?id=1766358&params=0,
Bogotá,South-America,COL,http://polygons.openstreetmap.fr/get_wkt.py?id=7426387&params=0,
Bangalore,Asia,IND,http://polygons.openstreetmap.fr/get_wkt.py?id=2020589&params=0,
Shenzhen,Asia,CHN,http://polygons.openstreetmap.fr/get_wkt.py?id=3464353&params=0,
"Guangzhou, Guangdong",Asia,CHN,http://polygons.openstreetmap.fr/get_wkt.py?id=3287346&params=0,
Rio de Janeiro,South-America,BRA,http://polygons.openstreetmap.fr/get_wkt.py?id=2220780&params=0,
Lagos,Africa,NGA,http://polygons.openstreetmap.fr/get_wkt.py?id=3718182&params=0,
Manila,Asia,PHL,http://polygons.openstreetmap.fr/get_wkt.py?id=147488&params=0,
Kolkata (Calcutta),Asia,IND,http://polygons.openstreetmap.fr/get_wkt.py?id=10371838&params=0,
Chongqing,Asia,CHN,http://polygons.openstreetmap.fr/get_wkt.py?id=2693316&params=0,
Buenos Aires,South-America,ARG,http://polygons.openstreetmap.fr/get_wkt.py?id=3082668&params=0,
Dhaka,Asia,BGD,http://polygons.openstreetmap.fr/get_wkt.py?id=4773565&params=0,
Beijing,Asia,CHN,http://polygons.openstreetmap.fr/get_wkt.py?id=912940&params=0,
Al-Qahirah (Cairo),Africa,EGY,http://polygons.openstreetmap.fr/get_wkt.py?id=4103336&params=0,
Ciudad de México (Mexico City),Central-America,MEX,http://polygons.openstreetmap.fr/get_wkt.py?id=1376330&params=0,
São Paulo,South-America,BRA,http://polygons.openstreetmap.fr/get_wkt.py?id=2661855&params=0,
Mumbai (Bombay),Asia,IND,http://polygons.openstreetmap.fr/get_wkt.py?id=7888990&params=0,
Shanghai,Asia,CHN,http://polygons.openstreetmap.fr/get_wkt.py?id=913067&params=0,
Delhi,Asia,IND,http://polygons.openstreetmap.fr/get_wkt.py?id=1942586&params=0,
