col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
Adair,98,86,87.80%,71,70,98.60%,12.30%,19_001,19.0,2.0,4.0,,
Adams,54,50,92.60%,51,51,100.00%,8.00%,19_002,19.0,2.0,4.0,,
Allamakee,226,212,93.80%,196,185,94.40%,0.60%,19_003,19.0,2.0,4.0,,
Appanoose,191,155,81.20%,176,168,95.50%,17.60%,19_004,19.0,2.0,4.0,,
Audubon,71,65,91.50%,92,89,96.70%,5.70%,19_005,19.0,2.0,4.0,,
Benton,305,276,90.50%,310,288,92.90%,2.70%,19_006,19.0,2.0,4.0,,
Black Hawk,"1,509","1,177",78.00%,"1,364","1,176",86.20%,10.50%,19_007,19.0,2.0,4.0,,
Boone,327,288,88.10%,329,280,85.10%,-3.40%,19_008,19.0,2.0,4.0,,
Bremer,450,416,92.40%,402,397,98.80%,6.80%,19_009,19.0,2.0,4.0,,
Buchanan,305,283,92.80%,240,233,97.10%,4.60%,19_010,19.0,2.0,4.0,,
Buena Vista,341,311,91.20%,258,235,91.10%,-0.10%,19_011,19.0,2.0,4.0,,
Butler,176,172,97.70%,141,135,95.70%,-2.00%,19_012,19.0,2.0,4.0,,
Calhoun,184,172,93.50%,196,187,95.40%,2.10%,19_013,19.0,2.0,4.0,,
Carroll,244,239,98.00%,251,243,96.80%,-1.20%,19_014,19.0,2.0,4.0,,
Cass,257,235,91.40%,212,199,93.90%,2.70%,19_015,19.0,2.0,4.0,,
Cedar,286,271,94.80%,258,249,96.50%,1.90%,19_016,19.0,2.0,4.0,,
Cerro Gordo,498,442,88.80%,486,438,90.10%,1.50%,19_017,19.0,2.0,4.0,,
Cherokee,186,171,91.90%,180,171,95.00%,3.30%,19_018,19.0,2.0,4.0,,
Chickasaw,214,203,94.90%,165,162,98.20%,3.50%,19_019,19.0,2.0,4.0,,
Clarke,137,117,85.40%,159,149,93.70%,9.70%,19_020,19.0,2.0,4.0,,
Clay,221,211,95.50%,199,188,94.50%,-1.10%,19_021,19.0,2.0,4.0,,
Clayton,326,312,95.70%,212,201,94.80%,-0.90%,19_022,19.0,2.0,4.0,,
Clinton,727,614,84.50%,707,619,87.60%,3.70%,19_023,19.0,2.0,4.0,,
Crawford,185,179,96.80%,327,315,96.30%,-0.40%,19_024,19.0,2.0,4.0,,
Dallas,561,510,90.90%,647,613,94.70%,4.20%,19_025,19.0,2.0,4.0,,
Davis,109,95,87.20%,91,89,97.80%,12.20%,19_026,19.0,2.0,4.0,,
Decatur,116,99,85.30%,85,81,95.30%,11.70%,19_027,19.0,2.0,4.0,,
Delaware,322,292,90.70%,264,260,98.50%,8.60%,19_028,19.0,2.0,4.0,,
Des Moines,533,485,91.00%,496,417,84.10%,-7.60%,19_029,19.0,2.0,4.0,,
Dickinson,246,224,91.10%,182,179,98.40%,8.00%,19_030,19.0,2.0,4.0,,
Dubuque,"1,075",978,91.00%,"1,103",968,87.80%,-3.50%,19_031,19.0,2.0,4.0,,
Emmet,175,162,92.60%,133,129,97.00%,4.80%,19_032,19.0,2.0,4.0,,
Fayette,366,346,94.50%,311,299,96.10%,1.70%,19_033,19.0,2.0,4.0,,
Floyd,255,223,87.50%,220,192,87.30%,-0.20%,19_034,19.0,2.0,4.0,,
Franklin,197,184,93.40%,178,172,96.60%,3.50%,19_035,19.0,2.0,4.0,,
