col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2020-08-15,US street,FIXED,1.15,P6M,ACT/ACT ICMA,2017-08-15,2017-08-15,2018-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USN000000001,OG_SYNTHETIC_TICKER~USN000000001
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2020-05-15,US street,FIXED,1.115,P6M,ACT/ACT ICMA,2017-05-15,2017-05-15,2017-11-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-05-15,11:00,2017-05-15,11:00,ISIN~USN000000002,OG_SYNTHETIC_TICKER~USN000000002
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2019-08-15,US street,FIXED,1.05,P6M,ACT/ACT ICMA,2016-08-15,2016-08-15,2017-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2016-08-15,11:00,2016-08-15,11:00,ISIN~USN000000003,OG_SYNTHETIC_TICKER~USN000000003
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2022-08-15,US street,FIXED,1.65,P6M,ACT/ACT ICMA,2017-08-15,2017-08-15,2018-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USN000000004,OG_SYNTHETIC_TICKER~USN000000004
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2019-08-15,US street,FIXED,0.95,P6M,ACT/ACT ICMA,2017-08-15,2017-08-15,2018-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USN000000005,OG_SYNTHETIC_TICKER~USN000000005
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2024-08-15,US street,FIXED,2.425,P6M,ACT/ACT ICMA,2017-08-15,2017-08-15,2018-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USN000000006,OG_SYNTHETIC_TICKER~USN000000006
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2027-08-15,US street,FIXED,4.0,P6M,ACT/ACT ICMA,2017-08-15,2017-08-15,2018-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USN000000007,OG_SYNTHETIC_TICKER~USN000000007
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2018-12-15,US street,FIXED,0.75,P6M,ACT/ACT ICMA,2016-12-15,2016-12-15,2017-06-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2016-12-15,11:00,2016-12-15,11:00,ISIN~USN000000008,OG_SYNTHETIC_TICKER~USN000000008
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2026-12-15,US street,FIXED,4.3,P6M,ACT/ACT ICMA,2016-12-15,2016-12-15,2017-06-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USN000000009,OG_SYNTHETIC_TICKER~USN000000009
US TREASURY N/B,Sovereign,US,US GOVERNMENT,USD,2047-08-15,US street,FIXED,5.15,P6M,ACT/ACT ICMA,2017-08-15,2017-08-15,2018-02-15,100,100000000000,100,100,100,100,100000,COUNTER_PARTY~USGVT,2017-08-15,11:00,2017-08-15,11:00,ISIN~USB000000010,OG_SYNTHETIC_TICKER~USN000000010
