col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1000001,P00069042,F,0-17,10,A,2,0,3,,,8370
1000001,P00248942,F,0-17,10,A,2,0,1,6.0,14.0,15200
1000001,P00087842,F,0-17,10,A,2,0,12,,,1422
1000001,P00085442,F,0-17,10,,2,0,12,14.0,5.0,1057
1000002,P00285442,M,55+,16,C,4+,0,8,,,7969
1000003,P00193542,M,26-35,15,A,3,0,1,2.0,,15227
1000004,P00184942,M,46-50,7,,2,1,1,8.0,17.0,19215
1000004,P00346142,M,46-50,7,B,2,1,1,15.0,,15854
1000004,P0097242,M,46-50,7,B,2,1,1,16.0,,15686
1000005,P00274942,M,26-35,20,A,1,1,8,,14.0,7871
1000005,P00251242,M,26-35,20,A,1,1,5,11.0,,5254
1000005,P00014542,M,26-35,20,,1,1,8,,14.0,3957
1000005,P00031342,M,26-35,20,A,1,1,8,,14.0,6073
1000005,P00145042,M,26-35,20,A,1,1,1,2.0,5.0,15665
1000006,P00231342,F,51-55,9,A,1,0,5,8.0,14.0,5378
1000006,P00190242,F,51-55,9,C,1,0,4,5.0,4.0,2079
1000006,P0096642,F,51-55,9,B,1,0,2,3.0,5.0,13055
1000006,P00058442,F,51-55,9,A,1,0,5,14.0,,8851
1000007,P00036842,M,36-45,1,B,1,1,1,14.0,16.0,11788
1000008,P00249542,M,26-35,12,C,4+,1,1,5.0,15.0,19614
1000008,P00220442,M,26-35,12,,4+,1,5,14.0,,8584
